"TOA5","OwascoMetInternet","CR1000","60228","CR1000.Std.26","CPU:Owasco_MET.cr1","22473","WindMax"
"TIMESTAMP","RECORD","W_SpdRaw_Max","W_SpdRaw_TMx"
"TS","RN","",""
"","","Max","TMx"
"2022-10-11 08:35:31",80018,7.33,"2022-10-11 08:31:30"
"2022-10-11 09:05:31",80019,7.997,"2022-10-11 09:01:50"
"2022-10-11 09:35:31",80020,7.389,"2022-10-11 09:30:00"
"2022-10-11 10:05:31",80021,7.174,"2022-10-11 10:02:20"
"2022-10-11 10:35:31",80022,6.507,"2022-10-11 10:30:20"
"2022-10-11 11:35:30",80023,4.351,"2022-10-11 11:33:15"
"2022-10-11 12:05:30",80024,4.175,"2022-10-11 12:03:10"
"2022-10-11 12:35:30",80025,3.077,"2022-10-11 12:30:00"
"2022-10-11 13:35:30",80026,0,"2022-10-11 13:30:00"
"2022-10-11 14:35:30",80027,0,"2022-10-11 14:30:00"
"2022-10-16 11:05:30",80028,0,"2022-10-16 11:00:00"
"2022-10-16 11:35:30",80029,0,"2022-10-16 11:30:00"
"2022-10-16 12:05:30",80030,0,"2022-10-16 12:00:00"
"2022-10-16 12:35:30",80031,0,"2022-10-16 12:30:00"
"2022-10-16 13:05:30",80032,0,"2022-10-16 13:00:00"
"2022-10-16 13:35:30",80033,0,"2022-10-16 13:30:00"
"2022-10-16 14:05:30",80034,0,"2022-10-16 14:00:00"
"2022-10-16 14:35:30",80035,0,"2022-10-16 14:30:00"
"2022-10-16 15:05:30",80036,0,"2022-10-16 15:00:00"
"2023-04-11 11:05:30",80037,0,"2023-04-11 11:00:00"
"2023-04-11 12:05:30",80038,4.214,"2023-04-11 12:04:15"
"2023-04-13 14:05:30",80039,0,"2023-04-13 14:00:00"
"2023-05-02 13:05:30",80040,3.391,"2023-05-02 13:00:10"
"2023-05-02 13:35:30",80041,2.038,"2023-05-02 13:31:50"
"2023-05-02 14:05:30",80042,1.294,"2023-05-02 14:03:00"
"2023-05-02 14:35:30",80043,3.763,"2023-05-02 14:34:55"
"2023-05-02 15:05:30",80044,3.116,"2023-05-02 15:00:00"
"2023-05-02 15:35:30",80045,4.116,"2023-05-02 15:30:55"
"2023-05-02 16:05:30",80046,4.724,"2023-05-02 16:05:10"
"2023-05-02 16:35:30",80047,4.253,"2023-05-02 16:35:30"
"2023-05-02 17:05:30",80048,5.41,"2023-05-02 17:02:10"
"2023-05-02 17:35:30",80049,4.763,"2023-05-02 17:30:00"
"2023-05-02 18:05:30",80050,4.214,"2023-05-02 18:00:30"
"2023-05-02 18:35:30",80051,7.33,"2023-05-02 18:34:15"
"2023-05-02 19:05:30",80052,6.331,"2023-05-02 19:03:30"
"2023-05-02 19:35:30",80053,5.684,"2023-05-02 19:30:00"
"2023-05-02 20:05:30",80054,3.332,"2023-05-02 20:04:10"
"2023-05-02 20:35:30",80055,2.666,"2023-05-02 20:30:10"
"2023-05-02 21:05:30",80056,1.901,"2023-05-02 21:00:00"
"2023-05-02 21:35:30",80057,1.039,"2023-05-02 21:30:00"
"2023-05-02 22:05:30",80058,0.725,"2023-05-02 22:02:35"
"2023-05-02 22:35:30",80059,0.274,"2023-05-02 22:30:00"
"2023-05-02 23:05:30",80060,0.588,"2023-05-02 23:04:25"
"2023-05-02 23:35:30",80061,1.176,"2023-05-02 23:30:10"
"2023-05-03 00:05:30",80062,1.137,"2023-05-03 00:04:05"
"2023-05-03 00:35:30",80063,2.979,"2023-05-03 00:30:45"
"2023-05-03 01:05:30",80064,1.862,"2023-05-03 01:02:55"
"2023-05-03 01:35:30",80065,2.842,"2023-05-03 01:35:25"
"2023-05-03 02:05:30",80066,2.646,"2023-05-03 02:01:15"
"2023-05-03 02:35:30",80067,1.568,"2023-05-03 02:30:00"
"2023-05-03 03:05:30",80068,1.45,"2023-05-03 03:03:10"
"2023-05-03 03:35:30",80069,1.744,"2023-05-03 03:32:35"
"2023-05-03 04:05:30",80070,2.646,"2023-05-03 04:02:55"
"2023-05-03 04:35:30",80071,2.352,"2023-05-03 04:31:05"
"2023-05-03 05:05:30",80072,2.058,"2023-05-03 05:00:00"
"2023-05-03 05:35:30",80073,1.94,"2023-05-03 05:30:00"
"2023-05-03 06:05:30",80074,2.548,"2023-05-03 06:00:20"
"2023-05-03 06:35:30",80075,1.862,"2023-05-03 06:30:00"
"2023-05-03 07:05:30",80076,1.568,"2023-05-03 07:02:20"
"2023-05-03 07:35:30",80077,2.097,"2023-05-03 07:33:05"
"2023-05-03 08:05:30",80078,2.528,"2023-05-03 08:02:55"
"2023-05-03 08:35:30",80079,2.058,"2023-05-03 08:35:05"
"2023-05-03 09:05:30",80080,2.43,"2023-05-03 09:03:30"
"2023-05-03 09:35:30",80081,2.45,"2023-05-03 09:34:05"
"2023-05-03 10:05:30",80082,2.999,"2023-05-03 10:02:05"
"2023-05-03 10:35:30",80083,2.626,"2023-05-03 10:30:00"
"2023-05-03 11:05:30",80084,2.489,"2023-05-03 11:00:00"
"2023-05-03 11:35:30",80085,2.862,"2023-05-03 11:34:55"
"2023-05-03 12:05:30",80086,2.391,"2023-05-03 12:00:00"
"2023-05-03 12:35:30",80087,3.214,"2023-05-03 12:34:50"
"2023-05-03 13:05:30",80088,3.685,"2023-05-03 13:00:25"
"2023-05-03 13:35:30",80089,3.606,"2023-05-03 13:30:00"
"2023-05-03 14:05:30",80090,4.018,"2023-05-03 14:02:15"
"2023-05-03 14:35:30",80091,4.959,"2023-05-03 14:34:35"
"2023-05-03 15:05:30",80092,4.998,"2023-05-03 15:05:05"
"2023-05-03 15:35:30",80093,5.821,"2023-05-03 15:30:30"
"2023-05-03 16:05:30",80094,5.586,"2023-05-03 16:00:20"
"2023-05-03 16:35:30",80095,6.605,"2023-05-03 16:35:25"
"2023-05-03 17:05:30",80096,6.566,"2023-05-03 17:00:00"
"2023-05-03 17:35:30",80097,5.978,"2023-05-03 17:34:10"
"2023-05-03 18:05:30",80098,6.115,"2023-05-03 18:02:45"
"2023-05-03 18:35:30",80099,5.449,"2023-05-03 18:30:00"
"2023-05-03 19:05:30",80100,6.801,"2023-05-03 19:05:05"
"2023-05-03 19:35:30",80101,5.821,"2023-05-03 19:30:00"
"2023-05-03 20:05:30",80102,4.528,"2023-05-03 20:00:50"
"2023-05-03 20:35:30",80103,4.528,"2023-05-03 20:31:30"
"2023-05-03 21:05:30",80104,3.842,"2023-05-03 21:03:35"
"2023-05-03 21:35:30",80105,3.352,"2023-05-03 21:32:00"
"2023-05-03 22:05:30",80106,3.156,"2023-05-03 22:04:35"
"2023-05-03 22:35:30",80107,3.293,"2023-05-03 22:31:30"
"2023-05-03 23:05:30",80108,3.136,"2023-05-03 23:00:00"
"2023-05-03 23:35:30",80109,2.587,"2023-05-03 23:33:10"
"2023-05-04 00:05:30",80110,2.489,"2023-05-04 00:03:55"
"2023-05-04 00:35:30",80111,2.764,"2023-05-04 00:32:50"
"2023-05-04 01:05:30",80112,1.921,"2023-05-04 01:00:00"
"2023-05-04 01:35:30",80113,1.333,"2023-05-04 01:35:30"
"2023-05-04 02:05:30",80114,1.901,"2023-05-04 02:05:30"
"2023-05-04 02:35:30",80115,1.901,"2023-05-04 02:30:00"
"2023-05-04 03:05:30",80116,2.568,"2023-05-04 03:02:15"
"2023-05-04 03:35:30",80117,2.626,"2023-05-04 03:32:25"
"2023-05-04 04:05:30",80118,2.352,"2023-05-04 04:05:30"
"2023-05-04 04:35:30",80119,3.293,"2023-05-04 04:35:00"
"2023-05-04 05:05:30",80120,3.704,"2023-05-04 05:01:45"
"2023-05-04 05:35:30",80121,2.587,"2023-05-04 05:30:00"
"2023-05-04 06:05:30",80122,1.764,"2023-05-04 06:00:00"
"2023-05-04 06:35:30",80123,1.686,"2023-05-04 06:34:55"
"2023-05-04 07:05:30",80124,2.254,"2023-05-04 07:02:05"
"2023-05-04 07:35:30",80125,1.999,"2023-05-04 07:33:25"
"2023-05-04 08:05:30",80126,2.47,"2023-05-04 08:04:05"
"2023-05-04 08:35:30",80127,2.313,"2023-05-04 08:31:20"
"2023-05-04 09:05:30",80128,2.842,"2023-05-04 09:03:35"
"2023-05-04 09:35:30",80129,2.822,"2023-05-04 09:33:45"
"2023-05-04 10:05:30",80130,2.254,"2023-05-04 10:02:55"
"2023-05-04 10:35:30",80131,1.862,"2023-05-04 10:30:15"
"2023-05-04 11:05:30",80132,2.156,"2023-05-04 11:00:10"
"2023-05-04 11:35:30",80133,2.391,"2023-05-04 11:30:40"
"2023-05-04 12:05:30",80134,1.901,"2023-05-04 12:00:00"
"2023-05-04 12:35:30",80135,1.254,"2023-05-04 12:30:00"
"2023-05-04 13:05:30",80136,1.274,"2023-05-04 13:00:30"
"2023-05-04 13:35:30",80137,1.548,"2023-05-04 13:30:20"
"2023-05-04 14:05:30",80138,5.488,"2023-05-04 14:01:40"
"2023-05-04 14:35:30",80139,6.35,"2023-05-04 14:33:05"
"2023-05-04 15:05:30",80140,5.958,"2023-05-04 15:00:15"
"2023-05-04 15:35:30",80141,6.566,"2023-05-04 15:30:30"
"2023-05-04 16:05:30",80142,7.428,"2023-05-04 16:03:05"
"2023-05-04 16:35:30",80143,7.428,"2023-05-04 16:32:20"
"2023-05-04 17:05:30",80144,7.428,"2023-05-04 17:00:15"
"2023-05-04 17:35:30",80145,7.468,"2023-05-04 17:30:25"
"2023-05-04 18:05:30",80146,6.88,"2023-05-04 18:02:00"
"2023-05-04 18:35:30",80147,5.645,"2023-05-04 18:30:00"
"2023-05-04 19:05:30",80148,5.214,"2023-05-04 19:03:25"
"2023-05-04 19:35:30",80149,5.488,"2023-05-04 19:32:25"
"2023-05-04 20:05:30",80150,4.371,"2023-05-04 20:00:20"
"2023-05-04 20:35:30",80151,3.998,"2023-05-04 20:33:00"
"2023-05-04 21:05:30",80152,3.45,"2023-05-04 21:00:00"
"2023-05-04 21:35:30",80153,2.979,"2023-05-04 21:30:00"
"2023-05-04 22:05:30",80154,2.724,"2023-05-04 22:00:20"
"2023-05-04 22:35:30",80155,3.097,"2023-05-04 22:33:25"
"2023-05-04 23:05:30",80156,2.842,"2023-05-04 23:00:00"
"2023-05-04 23:35:30",80157,2.215,"2023-05-04 23:31:35"
"2023-05-05 00:05:30",80158,3.293,"2023-05-05 00:02:10"
"2023-05-05 00:35:30",80159,2.901,"2023-05-05 00:33:25"
"2023-05-05 01:05:30",80160,2.705,"2023-05-05 01:04:40"
"2023-05-05 01:35:30",80161,2.313,"2023-05-05 01:31:25"
"2023-05-05 02:05:30",80162,1.607,"2023-05-05 02:00:00"
"2023-05-05 02:35:30",80163,0.98,"2023-05-05 02:30:45"
"2023-05-05 03:05:30",80164,1.176,"2023-05-05 03:00:20"
"2023-05-05 03:35:30",80165,1.901,"2023-05-05 03:34:30"
"2023-05-05 04:05:30",80166,1.588,"2023-05-05 04:00:00"
"2023-05-05 04:35:30",80167,2.097,"2023-05-05 04:30:30"
"2023-05-05 05:05:30",80168,2.372,"2023-05-05 05:00:10"
"2023-05-05 05:35:30",80169,1.823,"2023-05-05 05:30:00"
"2023-05-05 06:05:30",80170,1.529,"2023-05-05 06:00:00"
"2023-05-05 06:35:30",80171,1.215,"2023-05-05 06:33:20"
"2023-05-05 07:05:30",80172,1.509,"2023-05-05 07:03:45"
"2023-05-05 07:35:30",80173,1.313,"2023-05-05 07:30:00"
"2023-05-05 08:05:30",80174,1.842,"2023-05-05 08:01:00"
"2023-05-05 08:35:30",80175,1.705,"2023-05-05 08:30:55"
"2023-05-05 09:05:30",80176,1.45,"2023-05-05 09:00:00"
"2023-05-05 09:35:30",80177,1.019,"2023-05-05 09:31:10"
"2023-05-05 10:05:30",80178,1.078,"2023-05-05 10:00:15"
"2023-05-05 10:35:30",80179,1.509,"2023-05-05 10:35:25"
"2023-05-05 11:05:30",80180,2.254,"2023-05-05 11:02:05"
"2023-05-05 11:35:30",80181,1.725,"2023-05-05 11:33:35"
"2023-05-05 12:05:30",80182,1.784,"2023-05-05 12:04:45"
"2023-05-05 12:35:30",80183,1.705,"2023-05-05 12:30:00"
"2023-05-05 13:05:30",80184,1.548,"2023-05-05 13:00:10"
"2023-05-05 13:35:30",80185,1.058,"2023-05-05 13:30:00"
