Date/Time	Green Algae	Bluegreen	Diatoms	Cryptophyta	#5	#6	#7	Yellow substances	Total conc.	Transmission	Depth	Temp. Sample	Green Algae	Bluegreen	Diatoms	Cryptophyta	#5	#6	#7	Yellow substances	Total cell count	Trans. 700 nm	LED 3 [525 nm]	LED 4 [570 nm]	LED 5 [610 nm]	LED 6 [370 nm]	LED 7 [590 nm]	LED 8 [470 nm]	Pressure	Temp. LEDs	Temp. Sensor
date	µg/l	µg/l	µg/l	µg/l	µg/l	µg/l	µg/l	r.u.	µg/l	%	m	°C	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	r.u.	cells/ml	digits	digits	digits	digits	digits	digits	digits	bar	°C	°C
6/27/2023 10:32:11	1.70	3.99	0.00	0.00	0.00	0.00	0.00	0.00	5.69	97.07	0.00	21.98	900	3993	0	0	0	0	0	0	4892	246.20	-0.93	6.73	19.28	-3.05	7.47	8.82	0.96	22.80	22.78
6/27/2023 10:32:14	0.00	6.90	0.00	0.00	0.00	0.00	0.00	0.00	6.90	100.00	0.01	22.03	0	6902	0	0	0	0	0	0	6902	254.95	1.19	0.62	19.00	5.81	20.94	-5.51	0.96	22.89	22.82
6/27/2023 10:32:17	0.00	2.91	0.00	0.00	0.00	0.00	0.00	0.44	2.91	95.12	0.01	22.07	0	2907	0	0	0	0	0	0	2907	241.25	-5.54	2.53	11.29	12.78	8.92	-8.25	0.96	22.99	22.86
6/27/2023 10:32:20	0.00	2.35	0.00	0.00	0.00	0.00	0.00	0.00	2.35	94.82	0.00	22.10	0	2355	0	0	0	0	0	0	2355	240.47	-10.10	4.80	7.03	2.06	11.56	-1.62	0.96	23.05	22.88
6/27/2023 10:32:23	0.00	0.91	0.00	0.00	0.00	0.00	0.00	0.00	0.91	93.15	0.00	22.11	0	912	0	0	0	0	0	0	912	236.26	-4.93	-1.33	7.33	-4.51	4.42	-0.09	0.96	23.12	22.86
6/27/2023 10:32:26	0.00	3.63	0.00	0.00	0.00	0.00	0.00	0.00	3.63	87.67	0.07	22.01	0	3627	0	0	0	0	0	0	3627	222.37	-0.31	13.63	7.29	3.92	14.59	-10.14	0.96	23.17	22.96
6/27/2023 10:32:29	2.71	0.00	0.00	1.86	0.00	0.00	0.00	0.23	4.57	100.00	0.23	20.73	1436	0	0	56	0	0	0	0	1492	268.79	4.86	2.51	5.67	9.28	9.27	10.74	0.98	23.26	22.88
6/27/2023 10:32:32	3.71	0.71	0.00	0.90	0.00	0.00	0.00	0.25	5.32	100.00	0.22	20.60	1966	710	0	27	0	0	0	0	2703	283.14	2.61	2.93	6.43	9.96	9.91	10.63	0.98	23.31	22.91
6/27/2023 10:32:35	0.00	1.26	1.68	0.61	0.00	0.00	0.00	0.98	3.55	100.00	0.28	20.56	0	1261	755	18	0	0	0	0	2034	308.49	8.18	1.05	7.82	16.60	9.04	10.11	0.98	23.37	22.93
6/27/2023 10:32:38	4.80	0.00	0.00	0.74	0.00	0.00	0.00	0.48	5.54	100.00	0.33	20.55	2542	0	0	22	0	0	0	0	2564	306.19	2.01	2.99	4.22	13.83	9.64	13.79	0.99	23.40	22.91
6/27/2023 10:32:41	2.69	0.34	1.24	0.00	0.00	0.00	0.00	0.82	4.27	100.00	0.35	20.52	1428	338	558	0	0	0	0	0	2323	308.85	4.63	-2.19	4.50	15.87	8.73	13.11	0.99	23.46	22.99
6/27/2023 10:32:44	0.00	0.00	1.65	0.00	0.00	0.00	0.00	0.31	1.65	100.00	0.65	20.45	0	0	741	0	0	0	0	0	741	295.40	3.43	0.24	4.95	6.28	2.36	5.38	1.02	23.51	22.99
6/27/2023 10:32:47	1.41	0.64	0.00	0.00	0.00	0.00	0.00	0.73	2.05	100.00	0.58	20.43	747	640	0	0	0	0	0	0	1387	297.13	1.41	4.72	6.94	11.20	2.82	6.75	1.01	23.56	23.03
6/27/2023 10:32:50	2.93	0.00	2.68	0.00	0.00	0.00	0.00	0.24	5.61	100.00	0.42	20.46	1554	0	1206	0	0	0	0	0	2760	275.55	5.38	-4.60	0.18	10.69	6.83	16.03	1.00	23.58	23.03
6/27/2023 10:32:53	2.07	0.00	0.00	0.00	0.00	0.00	0.00	0.96	2.07	100.00	0.44	20.47	1095	0	0	0	0	0	0	0	1095	307.36	-1.53	2.35	4.91	14.73	-1.21	11.00	1.00	23.65	23.03
6/27/2023 10:32:56	0.00	0.28	0.00	1.76	0.00	0.00	0.00	1.04	2.05	100.00	0.42	20.48	0	284	0	53	0	0	0	0	337	292.02	2.14	6.66	1.43	16.44	13.76	8.18	1.00	23.68	23.03
6/27/2023 10:32:59	0.38	0.00	0.00	0.00	0.00	0.00	0.00	1.20	0.38	100.00	0.43	20.48	203	0	0	0	0	0	0	0	203	300.27	-0.24	-2.33	-2.20	14.63	8.79	8.50	1.00	23.71	23.03
6/27/2023 10:33:02	0.00	0.00	4.59	0.00	0.00	0.00	0.00	0.64	4.59	100.00	0.41	20.44	0	0	2064	0	0	0	0	0	2064	302.17	11.03	-1.83	7.35	15.90	0.96	14.62	1.00	23.76	23.25
6/27/2023 10:33:05	0.00	0.00	5.35	0.00	0.00	0.00	0.00	0.04	5.35	100.00	0.46	20.46	0	0	2408	0	0	0	0	0	2408	302.86	8.35	-0.61	2.13	9.05	6.13	14.90	1.00	23.78	23.11
6/27/2023 10:33:08	0.00	0.00	0.87	0.00	0.00	0.00	0.00	0.97	0.87	100.00	0.42	20.49	0	0	391	0	0	0	0	0	391	269.34	6.42	2.38	-0.91	12.87	0.30	7.49	1.00	23.81	23.14
6/27/2023 10:33:11	0.00	0.00	4.50	0.00	0.00	0.00	0.00	0.54	4.50	100.00	0.42	20.47	0	0	2027	0	0	0	0	0	2027	269.51	8.70	6.83	5.27	14.03	-3.67	16.04	1.00	23.85	23.20
6/27/2023 10:33:14	1.49	0.00	2.40	0.00	0.00	0.00	0.00	0.65	3.89	100.00	0.42	20.47	791	0	1078	0	0	0	0	0	1868	277.73	5.30	-3.39	1.74	13.14	-0.23	15.84	1.00	23.86	23.14
6/27/2023 10:33:17	0.00	0.00	3.65	0.63	0.00	0.00	0.00	0.29	4.29	100.00	0.43	20.46	0	0	1644	19	0	0	0	0	1663	254.75	10.53	2.42	-2.54	10.33	9.50	11.68	1.00	23.88	23.11
6/27/2023 10:33:20	0.00	0.00	0.00	2.30	0.00	0.00	0.00	0.74	2.30	100.00	0.41	20.46	0	0	0	69	0	0	0	0	69	260.31	8.23	3.90	-2.34	12.64	12.67	7.79	1.00	23.93	23.14
6/27/2023 10:33:23	5.43	0.00	0.00	0.10	0.00	0.00	0.00	0.20	5.53	100.00	0.42	20.50	2880	0	0	3	0	0	0	0	2883	290.51	2.31	2.31	2.46	9.79	6.89	12.51	1.00	23.93	23.14
6/27/2023 10:33:25	3.52	0.00	1.10	0.00	0.00	0.00	0.00	0.75	4.63	100.00	0.43	20.48	1867	0	496	0	0	0	0	0	2363	254.79	3.67	2.65	1.17	15.10	0.23	17.00	1.00	23.97	23.24
6/27/2023 10:33:29	0.00	0.00	0.00	3.27	0.00	0.00	0.00	0.53	3.27	100.00	0.42	20.43	0	0	0	98	0	0	0	0	98	262.65	11.53	3.30	-2.86	10.69	13.61	10.54	1.00	23.99	23.20
6/27/2023 10:33:32	3.74	3.33	0.00	0.00	0.00	0.00	0.00	0.29	7.07	100.00	0.43	20.45	1983	3326	0	0	0	0	0	0	5309	292.37	-3.92	3.43	10.26	11.10	17.27	9.28	1.00	24.01	23.27
6/27/2023 10:33:35	3.00	0.69	0.00	0.68	0.00	0.00	0.00	0.45	4.37	100.00	0.39	20.44	1591	691	0	20	0	0	0	0	2302	301.46	1.08	3.27	4.81	11.18	10.55	9.97	0.99	24.04	23.28
6/27/2023 10:33:37	0.00	0.88	0.00	0.00	0.00	0.00	0.00	0.82	0.88	100.00	0.37	20.44	0	878	0	0	0	0	0	0	878	271.19	7.39	0.44	4.42	11.68	5.07	-0.63	0.99	24.06	23.25
6/27/2023 10:33:40	0.51	0.00	3.70	0.00	0.00	0.00	0.00	0.57	4.22	100.00	0.38	20.44	273	0	1666	0	0	0	0	0	1939	296.51	7.25	-3.91	6.70	13.69	2.76	14.29	0.99	24.08	23.22
6/27/2023 10:33:44	0.00	0.00	1.26	0.00	0.00	0.00	0.00	0.66	1.26	100.00	0.38	20.43	0	0	567	0	0	0	0	0	567	269.82	5.91	-1.38	-3.87	9.45	6.33	6.66	0.99	24.11	23.24
6/27/2023 10:33:46	0.00	0.00	1.79	0.00	0.00	0.00	0.00	1.25	1.79	100.00	0.42	20.45	0	0	805	0	0	0	0	0	805	289.83	8.12	-0.54	3.84	18.45	2.20	10.64	1.00	24.11	23.22
