Date/Time	Green Algae	Bluegreen	Diatoms	Cryptophyta	#5	#6	#7	Yellow substances	Total conc.	Transmission	Depth	Temp. Sample	Green Algae	Bluegreen	Diatoms	Cryptophyta	#5	#6	#7	Yellow substances	Total cell count	Trans. 700 nm	LED 3 [525 nm]	LED 4 [570 nm]	LED 5 [610 nm]	LED 6 [370 nm]	LED 7 [590 nm]	LED 8 [470 nm]	Pressure	Temp. LEDs	Temp. Sensor
date	µg/l	µg/l	µg/l	µg/l	µg/l	µg/l	µg/l	r.u.	µg/l	%	m	°C	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	r.u.	cells/ml	digits	digits	digits	digits	digits	digits	digits	bar	°C	°C
10/17/2023 11:13:00	0.21	2.54	0.57	0.00	0.00	0.00	0.00	0.51	3.32	92.91	0.00	14.80	112	2541	257	0	0	0	0	0	2910	235.63	3.26	-2.22	9.51	8.35	10.61	4.72	0.97	16.31	16.08
10/17/2023 11:13:04	0.00	5.41	0.00	0.00	0.00	0.00	0.00	0.00	5.41	95.12	-0.01	14.82	0	5409	0	0	0	0	0	0	5409	241.24	-9.54	-3.01	20.76	-5.58	16.00	-4.67	0.97	16.36	16.05
10/17/2023 11:13:06	0.00	3.32	0.00	0.00	0.00	0.00	0.00	0.00	3.32	96.58	0.00	14.84	0	3318	0	0	0	0	0	0	3318	244.93	9.03	0.41	12.19	-16.51	12.03	-0.35	0.97	16.42	16.11
10/17/2023 11:13:09	0.00	3.58	0.00	0.00	0.00	0.00	0.00	0.00	3.58	99.98	-0.01	14.83	0	3580	0	0	0	0	0	0	3580	253.57	-17.08	-5.76	17.89	-4.78	10.99	-8.17	0.97	16.48	16.10
10/17/2023 11:13:12	3.67	5.87	0.00	0.00	0.00	0.00	0.00	0.00	9.54	96.08	-0.00	14.85	1945	5870	0	0	0	0	0	0	7814	243.69	-1.01	7.02	21.44	2.89	17.39	11.59	0.97	16.52	16.18
10/17/2023 11:13:15	0.00	6.05	0.00	0.00	0.00	0.00	0.00	0.14	6.05	97.97	0.00	14.86	0	6046	0	0	0	0	0	0	6046	248.47	-2.50	-6.85	9.69	6.56	30.05	-3.29	0.97	16.59	16.21
10/17/2023 11:13:18	0.00	0.63	3.78	0.00	0.00	0.00	0.00	0.00	4.41	98.41	0.00	14.86	0	628	1701	0	0	0	0	0	2329	249.58	10.86	0.68	15.74	-2.20	-3.69	12.95	0.97	16.64	16.26
10/17/2023 11:13:21	3.36	3.51	0.58	0.00	0.00	0.00	0.00	0.00	7.45	99.47	-0.00	14.89	1780	3508	262	0	0	0	0	0	5550	252.26	3.81	-5.29	19.20	2.50	8.66	11.59	0.97	16.67	16.19
10/17/2023 11:13:24	0.00	2.52	0.00	0.97	0.00	0.00	0.00	0.00	3.49	95.90	-0.01	14.88	0	2522	0	29	0	0	0	0	2551	243.23	18.37	0.64	9.94	3.29	8.35	-8.79	0.97	16.73	16.24
10/17/2023 11:13:27	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	99.48	-0.00	14.90	0	0	0	0	0	0	0	0	0	252.30	-6.60	-5.75	11.65	-8.36	-5.79	-2.18	0.97	16.79	16.26
10/17/2023 11:13:30	0.00	4.07	0.00	0.00	0.00	0.00	0.00	0.00	4.07	100.00	-0.00	14.90	0	4068	0	0	0	0	0	0	4068	260.18	1.14	7.21	19.33	-4.16	5.48	-11.17	0.97	16.80	16.36
10/17/2023 11:13:33	0.00	4.02	0.00	0.00	0.00	0.00	0.00	0.00	4.02	97.39	-0.00	14.92	0	4022	0	0	0	0	0	0	4022	247.00	-0.02	-5.24	5.36	0.71	23.37	-2.81	0.97	16.83	16.37
10/17/2023 11:13:36	0.00	3.91	0.00	0.00	0.00	0.00	0.00	0.00	3.91	100.00	0.00	14.91	0	3914	0	0	0	0	0	0	3914	256.58	7.01	-3.00	6.97	-3.05	20.06	-12.00	0.97	16.89	16.29
10/17/2023 11:13:39	0.00	0.98	0.00	0.00	0.00	0.00	0.00	0.00	0.98	98.01	0.00	14.93	0	978	0	0	0	0	0	0	978	248.56	-6.88	-3.85	11.43	-1.09	0.30	-10.62	0.97	16.94	16.34
10/17/2023 11:13:42	3.59	1.14	0.00	0.00	0.00	0.00	0.00	0.00	4.73	95.85	0.00	14.94	1905	1137	0	0	0	0	0	0	3042	243.08	-4.34	-1.96	8.10	-1.27	9.49	12.18	0.97	16.95	16.36
10/17/2023 11:13:45	0.00	4.59	0.00	1.92	0.00	0.00	0.00	0.16	6.51	97.07	0.00	14.95	0	4590	0	58	0	0	0	0	4647	246.20	4.19	14.94	10.88	9.95	23.29	-0.83	0.97	17.00	16.32
10/17/2023 11:13:48	0.00	1.30	0.00	0.00	0.00	0.00	0.00	0.00	1.30	96.96	0.01	14.97	0	1297	0	0	0	0	0	0	1297	245.90	-9.42	-1.21	15.88	2.29	-4.20	-6.45	0.97	17.04	16.36
10/17/2023 11:13:51	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.15	0.00	97.05	0.00	14.96	0	0	0	0	0	0	0	0	0	246.15	5.91	-3.54	0.14	6.56	-6.73	-10.95	0.97	17.08	16.29
