Date/Time	Green Algae	Bluegreen	Diatoms	Cryptophyta	#5	#6	#7	Yellow substances	Total conc.	Transmission	Depth	Temp. Sample	Green Algae	Bluegreen	Diatoms	Cryptophyta	#5	#6	#7	Yellow substances	Total cell count	Trans. 700 nm	LED 3 [525 nm]	LED 4 [570 nm]	LED 5 [610 nm]	LED 6 [370 nm]	LED 7 [590 nm]	LED 8 [470 nm]	Pressure	Temp. LEDs	Temp. Sensor
date	µg/l	µg/l	µg/l	µg/l	µg/l	µg/l	µg/l	r.u.	µg/l	%	m	°C	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	r.u.	cells/ml	digits	digits	digits	digits	digits	digits	digits	bar	°C	°C
8/23/2023 14:32:06	0.00	3.68	0.00	0.00	0.00	0.00	0.00	0.00	3.68	91.01	0.00	24.97	0	3684	0	0	0	0	0	0	3684	230.82	3.04	0.35	12.64	1.26	10.68	-3.46	0.97	26.09	26.49
8/23/2023 14:32:10	0.00	2.25	0.00	0.00	0.00	0.00	0.00	0.00	2.25	99.18	0.01	25.01	0	2253	0	0	0	0	0	0	2253	251.54	-15.54	2.87	3.83	-4.75	18.39	-9.18	0.97	26.21	26.51
8/23/2023 14:32:12	0.00	0.00	0.00	0.92	0.00	0.00	0.00	0.00	0.92	94.45	0.01	25.01	0	0	0	28	0	0	0	0	28	239.55	4.20	-3.84	0.07	-9.61	9.97	6.12	0.97	26.26	26.55
8/23/2023 14:32:15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	93.47	0.00	25.05	0	0	0	0	0	0	0	0	0	237.06	-7.95	5.91	-2.44	-1.01	7.59	-14.14	0.97	26.35	26.57
8/23/2023 14:32:18	0.00	0.34	0.00	0.09	0.00	0.00	0.00	0.11	0.44	93.82	0.01	25.05	0	345	0	3	0	0	0	0	347	237.94	3.02	4.18	-2.04	3.76	8.93	-6.79	0.97	26.42	26.59
8/23/2023 14:32:21	0.00	0.00	0.59	0.00	0.00	0.00	0.00	0.07	0.59	96.11	0.00	25.07	0	0	264	0	0	0	0	0	264	243.76	11.33	-7.85	3.54	2.35	-4.96	-2.82	0.97	26.49	26.62
8/23/2023 14:32:24	0.92	3.21	0.00	3.55	0.00	0.00	0.00	0.00	7.68	97.49	0.01	25.05	490	3205	0	106	0	0	0	0	3801	247.26	6.92	-0.39	13.49	4.77	24.13	12.51	0.97	26.53	26.62
8/23/2023 14:32:27	1.55	0.00	0.00	0.49	0.00	0.00	0.00	0.00	2.05	96.70	0.01	25.05	824	0	0	15	0	0	0	0	838	245.24	1.57	-4.91	-1.58	-5.63	9.38	10.31	0.97	26.59	26.65
8/23/2023 14:32:30	0.00	2.61	0.00	0.00	0.00	0.00	0.00	1.24	2.61	100.00	0.01	25.03	0	2611	0	0	0	0	0	0	2611	257.87	-0.18	-0.11	10.97	19.61	9.12	1.45	0.97	26.67	26.64
8/23/2023 14:32:33	0.00	0.92	0.00	0.00	0.00	0.00	0.00	0.54	0.92	96.35	0.00	24.96	0	923	0	0	0	0	0	0	923	244.36	-2.27	3.50	0.70	7.76	10.82	0.97	0.97	26.72	26.64
8/23/2023 14:32:36	0.00	6.17	0.00	0.00	0.00	0.00	0.00	0.00	6.17	95.65	0.01	24.93	0	6172	0	0	0	0	0	0	6172	242.59	6.92	5.40	19.85	0.94	14.60	-3.42	0.97	26.78	26.68
8/23/2023 14:32:39	0.00	4.31	0.00	0.00	0.00	0.00	0.00	0.56	4.31	100.00	0.01	24.93	0	4305	0	0	0	0	0	0	4305	265.40	5.13	3.28	12.84	12.33	13.28	-5.27	0.97	26.82	26.68
8/23/2023 14:32:42	0.00	2.12	0.00	0.00	0.00	0.00	0.00	0.24	2.12	98.49	0.00	24.94	0	2118	0	0	0	0	0	0	2118	249.79	-2.63	-0.33	3.68	4.70	14.18	-0.82	0.97	26.86	26.72
8/23/2023 14:32:45	0.00	0.34	0.00	0.00	0.00	0.00	0.00	0.65	0.34	96.74	0.01	24.98	0	337	0	0	0	0	0	0	337	245.35	-11.53	-4.21	6.62	9.98	3.71	2.89	0.97	26.91	26.75
8/23/2023 14:32:48	0.00	1.04	0.00	2.86	0.00	0.00	0.00	0.00	3.90	97.65	-0.01	24.99	0	1039	0	86	0	0	0	0	1125	247.65	11.61	2.24	6.32	-4.53	16.28	5.64	0.97	26.93	26.76
8/23/2023 14:32:51	0.00	0.91	0.00	0.00	0.00	0.00	0.00	0.00	0.91	99.17	0.00	24.99	0	911	0	0	0	0	0	0	911	251.52	-8.54	3.40	4.44	-10.13	9.55	-9.59	0.97	26.99	26.76
8/23/2023 14:32:54	1.77	3.76	0.00	0.00	0.00	0.00	0.00	0.43	5.54	97.68	-0.01	24.94	939	3764	0	0	0	0	0	0	4704	247.73	2.51	-3.93	18.39	9.77	7.86	5.94	0.97	27.03	26.78
8/23/2023 14:32:57	0.00	3.01	0.00	0.00	0.00	0.00	0.00	0.43	3.01	100.00	-0.01	24.92	0	3008	0	0	0	0	0	0	3008	255.11	8.17	5.05	13.12	8.33	4.66	-3.07	0.97	27.05	26.78
8/23/2023 14:33:00	0.00	0.94	0.00	0.00	0.00	0.00	0.00	0.00	0.94	97.79	-0.01	24.92	0	938	0	0	0	0	0	0	938	248.01	6.48	-5.69	5.43	-5.24	5.49	-2.57	0.97	27.09	26.76
8/23/2023 14:33:03	3.84	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.84	100.00	-0.00	24.93	2037	0	0	0	0	0	0	0	2037	259.34	-1.73	0.19	5.17	1.63	4.23	10.25	0.97	27.14	26.75
8/23/2023 14:33:06	0.00	2.25	0.00	0.00	0.00	0.00	0.00	0.00	2.25	100.00	-0.01	24.96	0	2248	0	0	0	0	0	0	2248	254.74	3.29	4.87	4.43	-3.55	12.73	-7.54	0.97	27.17	26.76
8/23/2023 14:33:09	0.00	3.58	0.00	0.00	0.00	0.00	0.00	0.04	3.58	94.58	-0.01	24.97	0	3579	0	0	0	0	0	0	3579	239.88	-3.38	-3.53	17.54	2.83	5.97	0.14	0.97	27.19	26.78
8/23/2023 14:33:12	0.00	4.07	0.00	0.00	0.00	0.00	0.00	0.13	4.07	100.00	-0.00	24.99	0	4071	0	0	0	0	0	0	4071	260.79	2.24	-0.73	14.02	5.69	11.28	-4.45	0.97	27.23	26.83
8/23/2023 14:33:15	0.00	4.95	0.00	0.00	0.00	0.00	0.00	0.21	4.95	100.00	-0.00	25.00	0	4945	0	0	0	0	0	0	4945	254.47	-2.41	-3.47	16.99	8.43	14.05	-4.97	0.97	27.25	26.88
8/23/2023 14:33:18	0.00	2.97	0.00	0.00	0.00	0.00	0.00	0.00	2.97	100.00	-0.00	25.01	0	2971	0	0	0	0	0	0	2971	259.25	-1.87	-0.78	15.01	-5.79	6.59	-0.39	0.97	27.29	26.84
8/23/2023 14:33:21	0.00	1.95	0.00	0.00	0.00	0.00	0.00	0.46	1.95	90.19	0.00	24.96	0	1945	0	0	0	0	0	0	1945	228.75	3.81	-4.44	13.77	8.02	0.68	-1.14	0.97	27.31	26.91
8/23/2023 14:33:24	0.00	4.97	0.00	0.00	0.00	0.00	0.00	0.00	4.97	92.64	0.00	24.86	0	4970	0	0	0	0	0	0	4970	234.95	-1.04	3.20	14.04	-3.80	18.29	-10.40	0.97	27.35	26.86
8/23/2023 14:33:27	0.00	3.23	0.00	0.00	0.00	0.00	0.00	0.00	3.23	100.00	0.01	24.85	0	3231	0	0	0	0	0	0	3231	263.29	-0.81	-10.89	17.54	-8.57	7.38	1.30	0.97	27.38	26.91
8/23/2023 14:33:30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	100.00	0.01	24.82	0	0	0	0	0	0	0	0	0	257.88	-0.52	-10.75	0.02	-1.79	-0.36	-12.45	0.97	27.40	26.89
8/23/2023 14:33:33	0.00	4.47	0.00	0.00	0.00	0.00	0.00	0.31	4.47	100.00	0.00	24.76	0	4469	0	0	0	0	0	0	4469	257.83	-10.67	-4.46	12.08	8.60	19.62	-0.61	0.97	27.41	26.93
8/23/2023 14:33:36	0.00	1.10	0.00	1.75	0.00	0.00	0.00	0.00	2.85	96.29	0.01	24.70	0	1098	0	53	0	0	0	0	1151	244.20	3.60	8.26	7.15	-2.01	10.01	4.80	0.97	27.45	26.93
8/23/2023 14:33:39	0.00	4.63	0.00	0.00	0.00	0.00	0.00	0.36	4.63	97.74	0.00	24.64	0	4628	0	0	0	0	0	0	4628	247.89	-28.96	-9.46	19.32	14.71	15.68	-4.63	0.97	27.46	26.91
8/23/2023 14:33:42	5.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.17	95.09	0.01	24.61	2739	0	0	0	0	0	0	0	2739	241.17	0.12	-1.75	12.11	0.46	-3.37	15.55	0.97	27.50	26.91
8/23/2023 14:33:45	0.00	2.44	0.00	0.00	0.00	0.00	0.00	0.00	2.44	96.22	0.01	24.58	0	2444	0	0	0	0	0	0	2444	244.02	-7.57	0.91	11.65	0.49	7.13	-3.83	0.97	27.50	26.93
8/23/2023 14:33:48	5.30	1.60	0.00	0.00	0.00	0.00	0.00	0.00	6.90	99.74	0.00	24.61	2808	1599	0	0	0	0	0	0	4407	252.95	-5.18	-3.01	7.60	5.74	14.25	12.81	0.97	27.53	26.96
8/23/2023 14:33:51	0.00	5.16	0.00	0.89	0.00	0.00	0.00	0.00	6.05	96.57	0.00	24.67	0	5155	0	27	0	0	0	0	5182	244.92	10.53	4.14	16.42	-5.68	18.26	1.49	0.97	27.57	26.99
8/23/2023 14:33:54	0.00	0.00	0.00	1.48	0.00	0.00	0.00	0.00	1.48	100.00	-0.00	24.68	0	0	0	44	0	0	0	0	44	256.18	2.54	10.75	0.08	-8.44	14.93	0.99	0.97	27.56	26.94
