Date/Time	Green Algae	Bluegreen	Diatoms	Cryptophyta	#5	#6	#7	Yellow substances	Total conc.	Transmission	Depth	Temp. Sample	Green Algae	Bluegreen	Diatoms	Cryptophyta	#5	#6	#7	Yellow substances	Total cell count	Trans. 700 nm	LED 3 [525 nm]	LED 4 [570 nm]	LED 5 [610 nm]	LED 6 [370 nm]	LED 7 [590 nm]	LED 8 [470 nm]	Pressure	Temp. LEDs	Temp. Sensor
date	µg/l	µg/l	µg/l	µg/l	µg/l	µg/l	µg/l	r.u.	µg/l	%	m	°C	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	r.u.	cells/ml	digits	digits	digits	digits	digits	digits	digits	bar	°C	°C
9/5/2023 10:55:27	0.54	1.34	0.00	0.00	0.00	0.00	0.00	0.00	1.88	91.64	0.00	26.57	286	1340	0	0	0	0	0	0	1626	232.42	-2.27	-1.04	8.97	0.90	3.79	1.18	0.97	27.21	27.75
9/5/2023 10:55:31	0.00	1.16	0.00	0.00	0.00	0.00	0.00	0.00	1.16	90.06	-0.00	26.57	0	1160	0	0	0	0	0	0	1160	228.41	0.20	0.20	4.23	-0.24	7.17	-0.80	0.97	27.29	27.78
9/5/2023 10:55:33	0.00	2.05	0.00	0.00	0.00	0.00	0.00	0.08	2.05	90.42	-0.01	26.58	0	2052	0	0	0	0	0	0	2052	229.32	2.14	-1.03	10.28	1.80	4.72	-0.61	0.97	27.36	27.76
9/5/2023 10:55:36	0.00	2.52	0.00	0.00	0.00	0.00	0.00	0.00	2.52	89.32	-0.00	26.58	0	2523	0	0	0	0	0	0	2523	226.55	0.77	1.19	9.23	0.03	8.60	-0.23	0.97	27.41	27.75
9/5/2023 10:55:39	0.00	1.97	0.00	0.43	0.00	0.00	0.00	0.00	2.40	88.83	-0.01	26.59	0	1971	0	13	0	0	0	0	1984	225.29	4.25	5.18	9.02	-0.49	6.42	-0.44	0.97	27.52	27.88
9/5/2023 10:55:42	0.00	2.79	0.00	0.00	0.00	0.00	0.00	0.00	2.79	89.28	-0.01	26.60	0	2793	0	0	0	0	0	0	2793	226.44	-0.08	-1.47	10.04	-0.47	10.20	-5.34	0.97	27.55	27.88
9/5/2023 10:55:45	6.15	1.55	0.00	0.00	0.00	0.00	0.00	0.00	7.70	92.00	-0.01	26.61	3259	1551	0	0	0	0	0	0	4809	233.32	2.74	1.85	16.19	8.06	1.67	13.13	0.97	27.61	27.89
9/5/2023 10:55:48	0.00	0.00	1.29	1.22	0.00	0.00	0.00	0.00	2.51	94.57	-0.00	26.60	0	0	580	37	0	0	0	0	617	239.84	4.68	0.14	4.40	0.67	7.48	7.49	0.97	27.66	27.91
9/5/2023 10:55:51	1.01	3.01	0.00	0.00	0.00	0.00	0.00	0.01	4.01	93.75	0.00	26.61	533	3009	0	0	0	0	0	0	3542	237.77	-5.78	6.60	12.87	3.80	8.11	2.06	0.97	27.73	27.89
9/5/2023 10:55:54	3.28	0.05	0.00	0.00	0.00	0.00	0.00	0.00	3.33	94.45	0.00	26.60	1740	50	0	0	0	0	0	0	1790	239.54	-1.83	3.96	3.70	0.84	5.91	8.80	0.97	27.76	27.94
9/5/2023 10:55:57	0.00	0.92	0.00	0.00	0.00	0.00	0.00	0.00	0.92	93.25	-0.01	26.59	0	924	0	0	0	0	0	0	924	236.51	2.49	5.41	0.10	-4.14	10.40	-4.67	0.97	27.80	27.91
9/5/2023 10:56:00	0.15	2.54	0.70	0.00	0.00	0.00	0.00	0.00	3.39	93.04	-0.01	26.61	80	2535	315	0	0	0	0	0	2930	235.96	1.86	1.46	12.19	-0.16	6.55	3.65	0.97	27.86	27.89
9/5/2023 10:56:03	0.00	2.91	0.00	0.00	0.00	0.00	0.00	0.07	2.91	92.24	0.00	26.59	0	2907	0	0	0	0	0	0	2907	233.94	1.83	1.60	10.68	2.78	8.53	-1.77	0.97	27.88	27.96
9/5/2023 10:56:06	0.00	3.90	0.00	0.19	0.00	0.00	0.00	0.00	4.09	93.41	-0.01	26.58	0	3898	0	6	0	0	0	0	3904	236.91	-0.56	3.39	8.39	-2.34	18.98	0.98	0.97	27.91	27.99
9/5/2023 10:56:09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	94.56	-0.00	26.59	0	0	0	0	0	0	0	0	0	239.82	-7.62	-2.45	4.11	-5.98	1.82	-5.27	0.97	27.98	27.92
9/5/2023 10:56:12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.27	0.00	91.66	0.00	26.62	0	0	0	0	0	0	0	0	0	232.47	7.05	-3.84	3.39	5.02	0.28	-5.52	0.97	28.02	28.02
