Date/Time	Green Algae	Bluegreen	Diatoms	Cryptophyta	#5	#6	#7	Yellow substances	Total conc.	Transmission	Depth	Temp. Sample	Green Algae	Bluegreen	Diatoms	Cryptophyta	#5	#6	#7	Yellow substances	Total cell count	Trans. 700 nm	LED 3 [525 nm]	LED 4 [570 nm]	LED 5 [610 nm]	LED 6 [370 nm]	LED 7 [590 nm]	LED 8 [470 nm]	Pressure	Temp. LEDs	Temp. Sensor
date	µg/l	µg/l	µg/l	µg/l	µg/l	µg/l	µg/l	r.u.	µg/l	%	m	°C	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	r.u.	cells/ml	digits	digits	digits	digits	digits	digits	digits	bar	°C	°C
10/3/2023 10:23:32	0.00	3.29	0.00	0.94	0.00	0.00	0.00	0.00	4.23	92.03	0.00	21.04	0	3287	0	28	0	0	0	0	3315	233.41	-0.30	10.65	9.82	-1.72	15.76	3.35	0.98	21.79	21.64
10/3/2023 10:23:35	0.00	0.36	0.00	0.00	0.00	0.00	0.00	0.79	0.36	93.62	0.00	21.05	0	355	0	0	0	0	0	0	355	237.43	5.23	-1.77	3.88	10.89	3.61	0.16	0.98	21.87	21.70
10/3/2023 10:23:38	0.97	1.64	0.00	0.00	0.00	0.00	0.00	0.00	2.61	92.62	-0.00	21.06	515	1639	0	0	0	0	0	0	2154	234.90	-7.34	1.62	2.33	1.36	14.75	2.67	0.98	21.95	21.72
10/3/2023 10:23:41	0.79	1.39	0.00	0.00	0.00	0.00	0.00	0.00	2.18	88.71	-0.00	21.05	417	1395	0	0	0	0	0	0	1812	225.00	-1.74	1.46	4.60	1.24	9.12	1.46	0.98	22.03	21.72
10/3/2023 10:23:44	0.00	4.72	0.00	0.00	0.00	0.00	0.00	0.07	4.72	92.58	-0.01	21.05	0	4724	0	0	0	0	0	0	4724	234.80	-1.32	9.57	15.57	5.68	11.62	-4.45	0.98	22.10	21.80
10/3/2023 10:23:47	0.00	1.69	0.00	1.00	0.00	0.00	0.00	0.25	2.69	95.20	-0.02	21.06	0	1689	0	30	0	0	0	0	1719	241.45	1.65	0.36	5.28	5.25	13.47	2.90	0.98	22.17	21.79
10/3/2023 10:23:50	0.00	2.90	0.00	0.00	0.00	0.00	0.00	0.00	2.90	94.85	-0.01	21.04	0	2898	0	0	0	0	0	0	2898	240.55	10.25	2.46	8.88	-9.61	11.42	-5.10	0.98	22.21	21.80
10/3/2023 10:23:53	0.88	1.94	0.00	0.00	0.00	0.00	0.00	0.00	2.82	92.82	-0.00	21.06	468	1936	0	0	0	0	0	0	2403	235.42	-3.33	1.94	12.14	-0.21	3.80	3.52	0.98	22.30	21.79
10/3/2023 10:23:56	0.75	2.62	0.00	0.00	0.00	0.00	0.00	0.00	3.37	92.54	-0.01	21.04	397	2619	0	0	0	0	0	0	3016	234.70	-5.14	-1.54	10.51	-3.70	11.38	5.97	0.98	22.33	21.83
10/3/2023 10:23:59	0.00	3.31	0.00	0.00	0.00	0.00	0.00	0.00	3.31	93.82	0.00	21.05	0	3315	0	0	0	0	0	0	3315	237.96	-5.91	0.69	12.13	3.66	10.46	-2.98	0.98	22.38	21.77
10/3/2023 10:24:02	0.00	2.07	0.00	0.00	0.00	0.00	0.00	0.14	2.07	96.86	-0.00	21.08	0	2070	0	0	0	0	0	0	2070	245.66	-7.90	1.85	7.89	4.50	9.06	-1.48	0.98	22.43	21.88
10/3/2023 10:24:05	0.00	2.76	0.00	0.00	0.00	0.00	0.00	0.10	2.76	95.65	0.01	21.06	0	2755	0	0	0	0	0	0	2755	242.58	-2.50	-5.31	12.89	2.91	7.29	0.22	0.98	22.51	21.82
10/3/2023 10:24:08	0.00	3.84	0.00	1.56	0.00	0.00	0.00	0.00	5.39	83.78	-0.00	21.10	0	3837	0	47	0	0	0	0	3884	212.49	5.00	-2.51	6.05	4.87	26.58	-1.18	0.98	22.53	21.85
10/3/2023 10:24:11	0.00	5.80	0.00	1.73	0.00	0.00	0.00	0.00	7.53	98.56	-0.01	21.11	0	5797	0	52	0	0	0	0	5849	249.96	20.00	3.39	19.86	-12.03	21.59	3.04	0.98	22.57	21.96
10/3/2023 10:24:14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	100.00	-0.02	21.14	0	0	0	0	0	0	0	0	0	266.08	6.23	-8.58	2.40	-11.81	-0.52	-4.12	0.98	22.63	21.95
10/3/2023 10:24:17	4.46	0.22	0.00	0.00	0.00	0.00	0.00	0.00	4.68	100.00	-0.01	21.10	2364	223	0	0	0	0	0	0	2587	267.03	-10.36	-2.16	8.61	-2.40	6.51	16.05	0.98	22.69	21.95
10/3/2023 10:24:20	0.00	0.66	0.00	1.74	0.00	0.00	0.00	0.00	2.40	92.73	-0.02	21.13	0	661	0	52	0	0	0	0	713	235.18	15.31	3.88	6.22	2.01	6.17	-4.39	0.98	22.71	21.98
10/3/2023 10:24:23	0.00	2.35	0.00	0.00	0.00	0.00	0.00	0.00	2.35	100.00	-0.01	21.13	0	2352	0	0	0	0	0	0	2352	254.55	-13.77	-12.44	12.23	0.58	9.87	-4.76	0.98	22.75	21.99
10/3/2023 10:24:26	0.00	6.12	0.00	0.00	0.00	0.00	0.00	0.05	6.12	92.18	-0.01	21.14	0	6123	0	0	0	0	0	0	6123	233.79	-14.75	6.29	13.41	9.37	25.11	-7.26	0.98	22.79	22.04
10/3/2023 10:24:29	0.00	0.31	0.00	0.00	0.00	0.00	0.00	0.52	0.31	89.33	-0.01	21.15	0	311	0	0	0	0	0	0	311	226.55	1.30	-9.42	4.34	6.97	4.67	0.64	0.98	22.83	22.03
10/3/2023 10:24:32	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	88.39	-0.01	21.15	0	0	0	0	0	0	0	0	0	224.18	-3.17	-11.14	3.13	-14.45	2.27	8.57	0.98	22.86	22.06
10/3/2023 10:24:35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	85.26	-0.00	21.13	0	0	0	0	0	0	0	0	0	216.25	-11.46	-2.14	-0.32	-6.82	6.57	-11.45	0.98	22.90	22.12
10/3/2023 10:24:38	0.00	5.24	0.00	0.00	0.00	0.00	0.00	0.00	5.24	94.91	-0.00	21.13	0	5242	0	0	0	0	0	0	5242	240.71	0.77	15.39	22.86	5.43	4.18	-12.60	0.98	22.93	22.11
10/3/2023 10:24:41	0.00	0.00	2.74	0.00	0.00	0.00	0.00	0.00	2.74	92.97	-0.00	21.12	0	0	1235	0	0	0	0	0	1235	235.80	13.02	-20.16	9.07	-7.23	2.80	10.38	0.98	22.97	22.08
10/3/2023 10:24:43	0.77	7.72	0.00	0.00	0.00	0.00	0.00	0.00	8.49	93.34	-0.01	21.12	411	7719	0	0	0	0	0	0	8130	236.72	-11.57	14.64	18.92	-6.41	29.56	11.20	0.98	22.99	22.14
10/3/2023 10:24:46	2.50	1.36	0.00	0.00	0.00	0.00	0.00	0.00	3.86	90.72	-0.01	21.14	1327	1357	0	0	0	0	0	0	2684	230.09	-11.44	9.09	11.95	2.20	3.02	7.62	0.98	23.04	22.12
10/3/2023 10:24:50	5.75	3.77	0.00	0.00	0.00	0.00	0.00	0.21	9.52	95.38	-0.01	21.10	3045	3774	0	0	0	0	0	0	6819	241.90	2.56	-5.52	19.31	13.09	11.50	12.66	0.98	23.05	22.14
