"TOA5","OwascoInternetMet","CR1000","60228","CR1000.Std.26","CPU:Owasco_MET.cr1","333","TRB_Avg"
"TIMESTAMP","RECORD","AirTempC_Avg","RHumidity_Avg","P_mb_Avg","SolarRad_Avg","Precip_mm_Max","Precip_mm_TMx"
"TS","RN","","","","","",""
"","","Avg","Avg","Avg","Avg","Max","TMx"
"2020-07-03 11:05:30",55548,25.06,67.08,987.6766,616.8,0,"2020-07-03 11:00:30"
"2020-07-03 11:35:30",55549,25.47,66.6,987.543,740.1,0,"2020-07-03 11:30:30"
"2020-07-03 12:05:30",55550,25.74,69.67,987.372,462.6,0,"2020-07-03 12:00:30"
"2020-07-03 12:35:30",55551,26.01,70.63,987.2745,440.2,0,"2020-07-03 12:30:30"
"2020-07-03 13:05:30",55552,26.14,70,987.2561,631.7,0,"2020-07-03 13:00:30"
"2020-07-03 13:35:30",55553,26.15,70.55,987.2111,184.4,0,"2020-07-03 13:30:30"
"2020-07-03 14:05:30",55554,26.41,66.84,986.9649,896,0,"2020-07-03 14:00:30"
"2020-07-03 14:35:30",55555,26.75,64.27,986.9054,788.7,0,"2020-07-03 14:30:30"
"2020-07-03 15:05:30",55556,26.8,64.79,986.8978,801,0,"2020-07-03 15:00:30"
"2020-07-03 15:35:30",55557,26.34,68.27,986.7746,518.1,0,"2020-07-03 15:30:30"
"2020-07-03 16:05:30",55558,26.62,66.67,986.5908,390.1,0,"2020-07-03 16:00:30"
"2020-07-03 16:35:30",55559,26.24,68.86,986.5924,794.5,0,"2020-07-03 16:30:30"
"2020-07-03 17:05:30",55560,26.4,65.3,986.7075,279.6,0,"2020-07-03 17:00:30"
"2020-07-03 17:35:30",55561,25.72,72.7,986.6524,505.5,0,"2020-07-03 17:30:30"
"2020-07-03 18:05:30",55562,25.73,73.84,986.5032,468,0,"2020-07-03 18:00:30"
"2020-07-03 18:35:30",55563,25.73,71.89,986.3864,314.1,0,"2020-07-03 18:30:30"
"2020-07-03 19:05:30",55564,25.57,73.3,986.509,94.5,0,"2020-07-03 19:00:30"
"2020-07-03 19:35:30",55565,25.18,76.43,986.7525,118,0,"2020-07-03 19:30:30"
"2020-07-03 20:05:30",55566,25.39,74.87,986.7465,79.68,0,"2020-07-03 20:00:30"
"2020-07-03 20:35:30",55567,24.65,83.7,986.9974,14.33,0,"2020-07-03 20:30:30"
"2020-07-03 21:05:30",55568,24.66,80.6,987.2881,1.109,0,"2020-07-03 21:00:30"
"2020-07-03 21:35:30",55569,23.67,83.9,987.7391,0,0,"2020-07-03 21:30:30"
"2020-07-03 22:05:30",55570,23.11,86.6,987.7711,0,0,"2020-07-03 22:00:30"
"2020-07-03 22:35:30",55571,22.75,88.6,988.0945,0,0,"2020-07-03 22:30:30"
"2020-07-03 23:05:30",55572,22.31,90.9,987.9917,0,0,"2020-07-03 23:00:30"
"2020-07-03 23:35:30",55573,22.08,92.3,987.7891,0,0,"2020-07-03 23:30:30"
"2020-07-04 00:05:30",55574,21.89,94.6,987.9849,0,0,"2020-07-04 00:00:30"
"2020-07-04 00:35:30",55575,21.71,97.2,988.2292,0,0,"2020-07-04 00:30:30"
"2020-07-04 01:05:30",55576,21.19,98.5,988.0956,0,0,"2020-07-04 01:00:30"
"2020-07-04 01:35:30",55577,21.15,99.1,987.9835,0,0,"2020-07-04 01:30:30"
"2020-07-04 02:05:30",55578,21.25,99.7,988.1172,0,0,"2020-07-04 02:00:30"
"2020-07-04 02:35:30",55579,21.06,100,988.338,0,0,"2020-07-04 02:30:30"
"2020-07-04 03:05:30",55580,21.05,100,988.1318,0,0,"2020-07-04 03:00:30"
"2020-07-04 03:35:30",55581,21.17,100,988.2146,0.001,0,"2020-07-04 03:30:30"
"2020-07-04 04:05:30",55582,20.87,100,988.0522,0,0,"2020-07-04 04:00:30"
"2020-07-04 04:35:30",55583,20.84,100,988.0637,0.001,0,"2020-07-04 04:30:30"
"2020-07-04 05:05:30",55584,20.57,99.9,988.2793,0.204,0,"2020-07-04 05:00:30"
"2020-07-04 05:35:30",55585,20.78,100,988.5175,4.233,0,"2020-07-04 05:30:30"
"2020-07-04 06:05:30",55586,20.58,99.9,988.6755,33.82,0,"2020-07-04 06:00:30"
"2020-07-04 06:35:30",55587,20.55,99.8,988.6071,85.4,0,"2020-07-04 06:30:30"
"2020-07-04 07:05:30",55588,20.66,97.7,988.5695,110.5,0,"2020-07-04 07:00:30"
"2020-07-04 07:35:30",55589,21.29,94.6,988.7404,221,0,"2020-07-04 07:30:30"
"2020-07-04 08:05:30",55590,21.94,89.4,989.0206,249.6,0,"2020-07-04 08:00:30"
"2020-07-04 08:35:30",55591,23.86,77.8,989.0422,384.6,0,"2020-07-04 08:30:30"
"2020-07-04 09:05:30",55592,23.16,85.1,989.0712,515.5,0,"2020-07-04 09:00:30"
"2020-07-04 09:35:30",55593,23.92,78.92,989.0484,169.6,0,"2020-07-04 09:30:30"
"2020-07-04 10:05:30",55594,25.77,72.51,989.2137,639.5,0,"2020-07-04 10:00:30"
"2020-07-04 10:35:30",55595,24.88,75.43,989.2811,685.8,0,"2020-07-04 10:30:30"
"2020-07-04 11:05:30",55596,25.67,68.97,989.3686,750,0,"2020-07-04 11:00:30"
"2020-07-04 11:35:30",55597,26.04,66.48,989.2703,801,0,"2020-07-04 11:30:30"
"2020-07-04 12:05:30",55598,26.8,61.79,989.2183,870,0,"2020-07-04 12:00:30"
"2020-07-04 12:35:30",55599,26.79,63.25,988.9734,910,0,"2020-07-04 12:30:30"
"2020-07-04 13:05:30",55600,27.2,61.57,988.662,740.5,0,"2020-07-04 13:00:30"
"2020-07-04 13:35:30",55601,27.05,65.9,988.3593,962,0,"2020-07-04 13:30:30"
"2020-07-04 14:05:30",55602,27.4,60.52,988.3058,852,0,"2020-07-04 14:00:30"
"2020-07-04 14:35:30",55603,27.45,61.26,988.1075,878,0,"2020-07-04 14:30:30"
"2020-07-04 15:05:30",55604,27.48,59.67,988.028,823,0,"2020-07-04 15:00:30"
"2020-07-04 15:35:30",55605,27.42,59.36,987.995,776.7,0,"2020-07-04 15:30:30"
"2020-07-04 16:05:30",55606,27.34,59.79,988.069,361.6,0,"2020-07-04 16:00:30"
"2020-07-04 16:35:30",55607,27.55,58.03,988.2631,638.5,0,"2020-07-04 16:30:30"
"2020-07-04 17:05:30",55608,27.41,54.24,988.3669,555.9,0,"2020-07-04 17:00:30"
"2020-07-04 17:35:30",55609,27.37,52.46,988.3755,484.6,0,"2020-07-04 17:30:30"
"2020-07-04 18:05:30",55610,26.96,53.32,988.2248,407.2,0,"2020-07-04 18:00:30"
"2020-07-04 18:35:30",55611,27.12,48.91,988.3134,298.2,0,"2020-07-04 18:30:30"
"2020-07-04 19:05:30",55612,26.91,47.02,988.2814,241.6,0,"2020-07-04 19:00:30"
"2020-07-04 19:35:30",55613,26.63,47.59,988.2026,160.8,0,"2020-07-04 19:30:30"
"2020-07-04 20:05:30",55614,26.21,52.07,988.4495,83.6,0,"2020-07-04 20:00:30"
"2020-07-04 20:35:30",55615,25.4,60.96,988.6383,19.52,0,"2020-07-04 20:30:30"
"2020-07-04 21:05:30",55616,24.35,57.92,988.6799,0.997,0,"2020-07-04 21:00:30"
"2020-07-04 21:35:30",55617,23.02,61.33,989.1062,0,0,"2020-07-04 21:30:30"
"2020-07-04 22:05:30",55618,22.11,62.83,989.2062,0,0,"2020-07-04 22:00:30"
"2020-07-04 22:35:30",55619,21.62,64.58,989.1628,0,0,"2020-07-04 22:30:30"
"2020-07-04 23:05:30",55620,21.82,68.68,989.082,0,0,"2020-07-04 23:00:30"
"2020-07-04 23:35:30",55621,21.38,70.34,989.3818,0,0,"2020-07-04 23:30:30"
"2020-07-05 00:05:30",55622,20.61,73.46,989.663,0,0,"2020-07-05 00:00:30"
"2020-07-05 00:35:30",55623,19.96,75.04,989.755,0,0,"2020-07-05 00:30:30"
"2020-07-05 01:05:30",55624,19.56,76.41,989.6361,0,0,"2020-07-05 01:00:30"
"2020-07-05 01:35:30",55625,19.27,77.3,989.6339,0,0,"2020-07-05 01:30:30"
"2020-07-05 02:05:30",55626,18.99,76.25,989.4785,0.002,0,"2020-07-05 02:00:30"
"2020-07-05 02:35:30",55627,19.17,73.87,989.5001,0,0,"2020-07-05 02:30:30"
"2020-07-05 03:05:30",55628,18.51,81.7,989.3045,0.002,0,"2020-07-05 03:00:30"
"2020-07-05 03:35:30",55629,18.43,81,989.293,0.005,0,"2020-07-05 03:30:30"
"2020-07-05 04:05:30",55630,18.04,81.8,989.3373,0.002,0,"2020-07-05 04:00:30"
"2020-07-05 04:35:30",55631,17.94,83.2,989.4315,0.002,0,"2020-07-05 04:30:30"
"2020-07-05 05:05:30",55632,17.71,83.9,989.8099,0.188,0,"2020-07-05 05:00:30"
"2020-07-05 05:35:30",55633,17.59,83.3,990.0496,3.578,0,"2020-07-05 05:30:30"
"2020-07-05 06:05:30",55634,17.59,85.3,990.2781,29.5,0,"2020-07-05 06:00:30"
"2020-07-05 06:35:30",55635,17.63,83.3,990.3836,91.4,0,"2020-07-05 06:30:30"
"2020-07-05 07:05:30",55636,18.18,77.62,990.5753,130,0,"2020-07-05 07:00:30"
"2020-07-05 07:35:30",55637,18.8,77.73,990.6511,236.1,0,"2020-07-05 07:30:30"
"2020-07-05 08:05:30",55638,19.74,76.51,990.3458,317.4,0,"2020-07-05 08:00:30"
"2020-07-05 08:35:30",55639,20.92,71.58,990.6638,399.4,0,"2020-07-05 08:30:30"
"2020-07-05 09:05:30",55640,22.06,64.78,990.4404,491,0,"2020-07-05 09:00:30"
"2020-07-05 09:35:30",55641,23.3,58.7,990.2296,499.2,0,"2020-07-05 09:30:30"
"2020-07-05 10:05:30",55642,23.91,57.61,990.0784,537.1,0,"2020-07-05 10:00:30"
"2020-07-05 10:35:30",55643,25.07,52.25,990.2076,670,0,"2020-07-05 10:30:30"
"2020-07-05 11:05:30",55644,25.61,51.73,990.2944,609.2,0,"2020-07-05 11:00:30"
"2020-07-05 11:35:30",55645,26.2,50.11,990.0766,827,0,"2020-07-05 11:30:30"
"2020-07-05 12:05:30",55646,27.23,45.72,989.9429,803,0,"2020-07-05 12:00:30"
"2020-07-05 12:35:30",55647,27.86,40.86,989.7845,851,0,"2020-07-05 12:30:30"
"2020-07-05 13:05:30",55648,28.44,35.13,989.3995,847,0,"2020-07-05 13:00:30"
"2020-07-05 13:35:30",55649,28.85,37.14,989.0299,879,0,"2020-07-05 13:30:30"
"2020-07-05 14:05:30",55650,29.64,34.28,989.0809,857,0,"2020-07-05 14:00:30"
"2020-07-05 14:35:30",55651,29.37,38.16,988.9873,761.4,0,"2020-07-05 14:30:30"
"2020-07-05 15:05:30",55652,29.87,34.86,988.8273,556.8,0,"2020-07-05 15:00:30"
"2020-07-05 15:35:30",55653,29.77,38.46,988.6496,557.5,0,"2020-07-05 15:30:30"
"2020-07-05 16:05:30",55654,28.39,56.61,988.5047,629.3,0,"2020-07-05 16:00:30"
"2020-07-05 16:35:30",55655,27.97,55.27,988.5252,583.1,0,"2020-07-05 16:30:30"
"2020-07-05 17:05:30",55656,27.66,53.57,988.5549,397,0,"2020-07-05 17:00:30"
"2020-07-05 17:35:30",55657,27.95,48.88,988.4821,439.5,0,"2020-07-05 17:30:30"
"2020-07-05 18:05:30",55658,27.44,52.74,988.3297,235.4,0,"2020-07-05 18:00:30"
"2020-07-05 18:35:30",55659,26.88,58.91,988.4678,188.1,0,"2020-07-05 18:30:30"
"2020-07-05 19:05:30",55660,26.81,58.38,988.8266,113.4,0,"2020-07-05 19:00:30"
"2020-07-05 19:35:30",55661,26.4,64.18,989.2518,72.46,0,"2020-07-05 19:30:30"
"2020-07-05 20:05:30",55662,27.34,48.73,989.1394,94.6,0,"2020-07-05 20:00:30"
"2020-07-05 20:35:30",55663,25.61,66.25,989.2141,14.39,0,"2020-07-05 20:30:30"
"2020-07-05 21:05:30",55664,24.83,67.11,989.4022,0.694,0,"2020-07-05 21:00:30"
"2020-07-05 21:35:30",55665,24.2,65.03,989.8074,0,0,"2020-07-05 21:30:30"
"2020-07-05 22:05:30",55666,23.4,68.38,990.1176,0,0,"2020-07-05 22:00:30"
"2020-07-05 22:35:30",55667,23.1,69.75,990.1143,0,0,"2020-07-05 22:30:30"
"2020-07-05 23:05:30",55668,23.12,69.25,989.9705,0,0,"2020-07-05 23:00:30"
"2020-07-05 23:35:30",55669,22.51,70.43,990.0353,0,0,"2020-07-05 23:30:30"
"2020-07-06 00:05:30",55670,21.97,73.77,990.1138,0,0,"2020-07-06 00:00:30"
"2020-07-06 00:35:30",55671,21.52,72.7,990.4224,0,0,"2020-07-06 00:30:30"
"2020-07-06 01:05:30",55672,21.27,75.84,990.4837,0,0,"2020-07-06 01:00:30"
"2020-07-06 01:35:30",55673,20.79,77.18,990.5188,0.001,0,"2020-07-06 01:30:30"
"2020-07-06 02:05:30",55674,20.63,76.37,990.2778,0,0,"2020-07-06 02:00:30"
"2020-07-06 02:35:30",55675,20.48,75.49,990.3374,0,0,"2020-07-06 02:30:30"
"2020-07-06 03:05:30",55676,19.89,77.87,990.4922,0.001,0,"2020-07-06 03:00:30"
"2020-07-06 03:35:30",55677,19.72,78.02,990.5793,0,0,"2020-07-06 03:30:30"
"2020-07-06 04:05:30",55678,19.91,73.59,990.5213,0.002,0,"2020-07-06 04:00:30"
"2020-07-06 04:35:30",55679,20.08,73.69,990.4395,0.004,0,"2020-07-06 04:30:30"
"2020-07-06 05:05:30",55680,20.04,74.95,990.4478,0.207,0,"2020-07-06 05:00:30"
"2020-07-06 05:35:30",55681,20.49,69.41,990.7925,3.412,0,"2020-07-06 05:30:30"
"2020-07-06 06:05:30",55682,19.88,78.18,991.1364,39.82,0,"2020-07-06 06:00:30"
"2020-07-06 06:35:30",55683,20.02,75.4,991.2373,57.91,0,"2020-07-06 06:30:30"
"2020-07-06 07:05:30",55684,20.49,70.32,991.6544,76.29,0,"2020-07-06 07:00:30"
"2020-07-06 07:35:30",55685,20.97,74.1,992.0347,211.3,0,"2020-07-06 07:30:30"
"2020-07-06 08:05:30",55686,21.12,74.16,992.1208,197.9,0,"2020-07-06 08:00:30"
"2020-07-06 08:35:30",55687,21.45,70.46,992.2311,270.1,0,"2020-07-06 08:30:30"
"2020-07-06 09:05:30",55688,21.73,73.04,992.2852,472,0,"2020-07-06 09:00:30"
"2020-07-06 09:35:30",55689,22.78,67.91,992.1653,551.1,0,"2020-07-06 09:30:30"
"2020-07-06 10:05:30",55690,23.95,62.61,991.9991,621.4,0,"2020-07-06 10:00:30"
"2020-07-06 10:35:30",55691,25.93,55.17,992.0992,685.4,0,"2020-07-06 10:30:30"
"2020-07-06 11:05:30",55692,26.43,58.2,992.0005,743.2,0,"2020-07-06 11:00:30"
"2020-07-06 11:35:30",55693,27.12,52.96,992.0328,788.4,0,"2020-07-06 11:30:30"
"2020-07-06 12:05:30",55694,27.38,53.53,991.973,824,0,"2020-07-06 12:00:30"
"2020-07-06 12:35:30",55695,27.76,57.19,991.8183,846,0,"2020-07-06 12:30:30"
"2020-07-06 13:05:30",55696,27.97,56.41,991.6683,857,0,"2020-07-06 13:00:30"
"2020-07-06 13:35:30",55697,29.79,39.25,991.3694,855,0,"2020-07-06 13:30:30"
"2020-07-06 14:05:30",55698,29.24,45.21,991.1619,846,0,"2020-07-06 14:00:30"
"2020-07-06 14:35:30",55699,29.38,44.76,990.8516,822,0,"2020-07-06 14:30:30"
"2020-07-06 15:05:30",55700,29.67,44.35,990.5761,785.4,0,"2020-07-06 15:00:30"
"2020-07-06 15:35:30",55701,29.75,45.93,990.4418,734.1,0,"2020-07-06 15:30:30"
"2020-07-06 16:05:30",55702,30.32,40.3,990.4883,670.9,0,"2020-07-06 16:00:30"
"2020-07-06 16:35:30",55703,30.72,40.6,990.1007,613,0,"2020-07-06 16:30:30"
"2020-07-06 17:05:30",55704,31.03,38.05,989.9835,542.1,0,"2020-07-06 17:00:30"
"2020-07-06 17:35:30",55705,31.1,35.91,989.8943,464.9,0,"2020-07-06 17:30:30"
"2020-07-06 18:05:30",55706,30.7,38.47,989.8618,381.6,0,"2020-07-06 18:00:30"
"2020-07-06 18:35:30",55707,31.11,34.11,989.9181,293.4,0,"2020-07-06 18:30:30"
"2020-07-06 19:05:30",55708,30.77,35.36,990.0911,213.6,0,"2020-07-06 19:00:30"
"2020-07-06 19:35:30",55709,30.39,36.31,990.057,133.1,0,"2020-07-06 19:30:30"
"2020-07-06 20:05:30",55710,29.39,40.63,990.0662,45.99,0,"2020-07-06 20:00:30"
"2020-07-06 20:35:30",55711,28.75,43.45,990.138,8.83,0,"2020-07-06 20:30:30"
"2020-07-06 21:05:30",55712,27.08,53.13,990.5964,0.323,0,"2020-07-06 21:00:30"
"2020-07-06 21:35:30",55713,26.09,64.68,990.9094,0,0,"2020-07-06 21:30:30"
"2020-07-06 22:05:30",55714,25.41,69.42,990.9945,0,0,"2020-07-06 22:00:30"
"2020-07-06 22:35:30",55715,25.29,63.85,991.0731,0,0,"2020-07-06 22:30:30"
"2020-07-06 23:05:30",55716,24.85,65.78,990.8782,0,0,"2020-07-06 23:00:30"
"2020-07-06 23:35:30",55717,24.61,68.19,991.0412,0,0,"2020-07-06 23:30:30"
"2020-07-07 00:05:30",55718,24.26,71.9,991.0724,0,0,"2020-07-07 00:00:30"
"2020-07-07 00:35:30",55719,23.91,75.61,991.2303,0,0,"2020-07-07 00:30:30"
"2020-07-07 01:05:30",55720,24.02,77.25,991.238,0,0,"2020-07-07 01:00:30"
"2020-07-07 01:35:30",55721,23.82,78.42,990.9933,0,0,"2020-07-07 01:30:30"
"2020-07-07 02:05:30",55722,23.64,79.48,991.0665,0,0,"2020-07-07 02:00:30"
"2020-07-07 02:35:30",55723,23.37,82.3,990.9732,0,0,"2020-07-07 02:30:30"
"2020-07-07 03:05:30",55724,23.25,81.3,990.9492,0,0,"2020-07-07 03:00:30"
"2020-07-07 03:35:30",55725,22.83,83.4,990.8672,0,0,"2020-07-07 03:30:30"
"2020-07-07 04:05:30",55726,22.65,83.2,990.6351,0,0,"2020-07-07 04:00:30"
"2020-07-07 04:35:30",55727,22.55,84.5,990.7161,0.002,0,"2020-07-07 04:30:30"
"2020-07-07 05:05:30",55728,22.19,84.6,990.9797,0.065,0,"2020-07-07 05:00:30"
"2020-07-07 05:35:30",55729,22.06,82.6,991.2692,2.057,0,"2020-07-07 05:30:30"
"2020-07-07 06:05:30",55730,21.94,81.8,991.5771,22.87,0,"2020-07-07 06:00:30"
"2020-07-07 06:35:30",55731,21.91,81.6,991.5982,78.36,0,"2020-07-07 06:30:30"
"2020-07-07 07:05:30",55732,22.1,81,991.5441,129.7,0,"2020-07-07 07:00:30"
"2020-07-07 07:35:30",55733,22.26,79.07,991.5143,212.8,0,"2020-07-07 07:30:30"
"2020-07-07 08:05:30",55734,22.71,77.12,991.3531,293,0,"2020-07-07 08:00:30"
"2020-07-07 08:35:30",55735,23.09,75.82,991.2217,366.8,0,"2020-07-07 08:30:30"
"2020-07-07 09:05:30",55736,23.63,74.96,991.2012,471.9,0,"2020-07-07 09:00:30"
"2020-07-07 09:35:30",55737,23.96,74.76,991.1949,472,0,"2020-07-07 09:30:30"
"2020-07-07 10:05:30",55738,24.24,74.57,991.2362,509.4,0,"2020-07-07 10:00:30"
"2020-07-07 10:35:30",55739,24.74,72.67,991.0641,683.4,0,"2020-07-07 10:30:30"
"2020-07-07 11:05:30",55740,25,72.93,990.887,720.7,0,"2020-07-07 11:00:30"
"2020-07-07 11:35:30",55741,25.51,71.75,990.7377,771.6,0,"2020-07-07 11:30:30"
"2020-07-07 12:05:30",55742,26.2,69.04,990.545,813,0,"2020-07-07 12:00:30"
"2020-07-07 12:35:30",55743,26.73,66.94,990.3873,829,0,"2020-07-07 12:30:30"
"2020-07-07 13:05:30",55744,26.82,68.44,990.3085,846,0,"2020-07-07 13:00:30"
"2020-07-07 13:35:30",55745,27.18,66.83,990.4122,863,0,"2020-07-07 13:30:30"
"2020-07-07 14:05:30",55746,27.61,64.98,990.278,639.2,0,"2020-07-07 14:00:30"
"2020-07-07 14:35:30",55747,28.16,62.26,989.7562,823,0,"2020-07-07 14:30:30"
"2020-07-07 15:05:30",55748,27.92,64.28,989.7128,154.4,0,"2020-07-07 15:00:30"
"2020-07-07 15:35:30",55749,27.9,64.08,989.942,100.5,0,"2020-07-07 15:30:30"
"2020-07-07 16:05:30",55750,27.54,67.83,989.3288,600.6,0,"2020-07-07 16:00:30"
"2020-07-07 16:35:30",55751,26.95,73.45,989.1061,664,0,"2020-07-07 16:30:30"
"2020-07-07 17:05:30",55752,26.84,71.7,988.7851,537.1,0,"2020-07-07 17:00:30"
"2020-07-07 17:35:30",55753,26.4,63.16,988.6176,460.2,0,"2020-07-07 17:30:30"
"2020-07-07 18:05:30",55754,25.82,77.44,988.2374,371.7,0,"2020-07-07 18:00:30"
"2020-07-07 18:35:30",55755,26.36,79.4,988.0363,288.3,0,"2020-07-07 18:30:30"
"2020-07-07 19:05:30",55756,26.68,75.43,988.1985,211.8,0,"2020-07-07 19:00:30"
"2020-07-07 19:35:30",55757,26.69,73.11,988.1703,134.6,0,"2020-07-07 19:30:30"
"2020-07-07 20:05:30",55758,26.68,71.52,988.3309,65.63,0,"2020-07-07 20:00:30"
"2020-07-07 20:35:30",55759,26.87,68.48,988.565,12.6,0,"2020-07-07 20:30:30"
"2020-07-07 21:05:30",55760,26.6,69.19,988.612,0.703,0,"2020-07-07 21:00:30"
"2020-07-07 21:35:30",55761,26.26,70.25,988.5872,0,0,"2020-07-07 21:30:30"
"2020-07-07 22:05:30",55762,25.23,78.45,988.8533,0,0,"2020-07-07 22:00:30"
"2020-07-07 22:35:30",55763,25.63,72.52,989.0756,0,0,"2020-07-07 22:30:30"
"2020-07-07 23:05:30",55764,25.28,73.25,989.1266,0,0,"2020-07-07 23:00:30"
"2020-07-07 23:35:30",55765,25.02,74.05,989.2824,0,0,"2020-07-07 23:30:30"
"2020-07-08 00:05:30",55766,24.72,76.31,989.2714,0,0,"2020-07-08 00:00:30"
"2020-07-08 00:35:30",55767,24.43,78.04,989.1348,0,0,"2020-07-08 00:30:30"
"2020-07-08 01:05:30",55768,23.95,82,989.1624,0,0,"2020-07-08 01:00:30"
"2020-07-08 01:35:30",55769,23.61,84.3,989.0386,0,0,"2020-07-08 01:30:30"
"2020-07-08 02:05:30",55770,23.58,85,988.7111,0,0,"2020-07-08 02:00:30"
"2020-07-08 02:35:30",55771,23.25,85.9,988.7974,0,0,"2020-07-08 02:30:30"
"2020-07-08 03:05:30",55772,23.17,85.1,988.7666,0,0,"2020-07-08 03:00:30"
"2020-07-08 03:35:30",55773,23.05,87,988.8447,0,0,"2020-07-08 03:30:30"
"2020-07-08 04:05:30",55774,22.81,88.7,988.7388,0,0,"2020-07-08 04:00:30"
"2020-07-08 04:35:30",55775,22.67,89.2,988.9355,0,0,"2020-07-08 04:30:30"
"2020-07-08 05:05:30",55776,22.53,91.2,989.066,0.016,0,"2020-07-08 05:00:30"
"2020-07-08 05:35:30",55777,22.6,91.6,989.1388,2.093,0,"2020-07-08 05:30:30"
"2020-07-08 06:05:30",55778,22.37,92.1,989.3514,20.12,0,"2020-07-08 06:00:30"
"2020-07-08 06:35:30",55779,22.6,91,989.5079,80.4,0,"2020-07-08 06:30:30"
"2020-07-08 07:05:30",55780,22.95,91,989.6496,85.1,0,"2020-07-08 07:00:30"
"2020-07-08 07:35:30",55781,23.54,85,989.6364,108.7,0,"2020-07-08 07:30:30"
"2020-07-08 08:05:30",55782,23.9,82.9,989.5522,291.2,0,"2020-07-08 08:00:30"
"2020-07-08 08:35:30",55783,24.57,78.45,989.7704,389.5,0,"2020-07-08 08:30:30"
"2020-07-08 09:05:30",55784,24.85,78.35,989.8088,462.3,0,"2020-07-08 09:00:30"
"2020-07-08 09:35:30",55785,25.23,76.49,989.7364,562.2,0,"2020-07-08 09:30:30"
"2020-07-08 10:05:30",55786,25.67,73.49,989.5022,596.9,0,"2020-07-08 10:00:30"
"2020-07-08 10:35:30",55787,26.07,71.46,989.3472,655.8,0,"2020-07-08 10:30:30"
"2020-07-08 11:05:30",55788,27.3,66.35,989.1633,706.1,0,"2020-07-08 11:00:30"
"2020-07-08 11:35:30",55789,26.93,71.51,988.9079,762.7,0,"2020-07-08 11:30:30"
"2020-07-08 12:05:30",55790,27.18,70.77,988.6151,797.8,0,"2020-07-08 12:00:30"
"2020-07-08 12:35:30",55791,27.8,67.13,988.5256,793.3,0,"2020-07-08 12:30:30"
"2020-07-08 13:05:30",55792,28.44,62.77,988.3975,243.4,0,"2020-07-08 13:00:30"
"2020-07-08 13:35:30",55793,28.76,64.25,987.978,220.9,0,"2020-07-08 13:30:30"
"2020-07-08 14:05:30",55794,29.16,61.58,987.6318,149.2,0,"2020-07-08 14:00:30"
"2020-07-08 14:35:30",55795,28.75,62.31,987.7394,69.34,0,"2020-07-08 14:30:30"
"2020-07-08 15:05:30",55796,25.46,83.4,988.6666,130.9,0,"2020-07-08 15:00:30"
"2020-07-08 15:35:30",55797,25.14,73.04,988.2436,411.9,0,"2020-07-08 15:30:30"
"2020-07-08 16:05:30",55798,25.87,69.28,988.2857,716.5,0,"2020-07-08 16:00:30"
"2020-07-08 16:35:30",55799,25.92,72.98,988.3074,614,0,"2020-07-08 16:30:30"
"2020-07-08 17:05:30",55800,25.71,78.12,987.8268,574.1,0,"2020-07-08 17:00:30"
"2020-07-08 17:35:30",55801,26.02,79.38,987.3996,466.8,0,"2020-07-08 17:30:30"
"2020-07-08 18:05:30",55802,26.56,80,987.1936,386.6,0,"2020-07-08 18:00:30"
"2020-07-08 18:35:30",55803,26.65,76.91,987.2352,302.8,0,"2020-07-08 18:30:30"
"2020-07-08 19:05:30",55804,26.53,81.2,987.2411,222.1,0,"2020-07-08 19:00:30"
"2020-07-08 19:35:30",55805,26.31,84.6,987.6875,134.6,0,"2020-07-08 19:30:30"
"2020-07-08 20:05:30",55806,26.16,82.3,987.8676,71.5,0,"2020-07-08 20:00:30"
"2020-07-08 20:35:30",55807,26.17,80.4,987.6578,14.6,0,"2020-07-08 20:30:30"
"2020-07-08 21:05:30",55808,25.69,82.9,987.7229,0.948,0,"2020-07-08 21:00:30"
"2020-07-08 21:35:30",55809,25.54,82.3,987.9159,0,0,"2020-07-08 21:30:30"
"2020-07-08 22:05:30",55810,25.06,86,988.2542,0,0,"2020-07-08 22:00:30"
"2020-07-08 22:35:30",55811,24.69,84.7,988.2821,0,0,"2020-07-08 22:30:30"
"2020-07-08 23:05:30",55812,24.27,86,988.3914,0,0,"2020-07-08 23:00:30"
"2020-07-08 23:35:30",55813,23.71,90.9,988.3808,0,0,"2020-07-08 23:30:30"
"2020-07-09 00:05:30",55814,23.62,89.8,988.4031,0,0,"2020-07-09 00:00:30"
"2020-07-09 00:35:30",55815,23.07,94.6,988.3647,0,0,"2020-07-09 00:30:30"
"2020-07-09 01:05:30",55816,22.87,96.7,988.512,0,0,"2020-07-09 01:00:30"
"2020-07-09 01:35:30",55817,22.6,97.7,988.468,0,0,"2020-07-09 01:30:30"
"2020-07-09 02:05:30",55818,22.32,99.2,988.4948,0,0,"2020-07-09 02:00:30"
"2020-07-09 02:35:30",55819,22.05,98.2,988.4921,0,0,"2020-07-09 02:30:30"
"2020-07-09 03:05:30",55820,22.04,97.6,988.544,0,0,"2020-07-09 03:00:30"
"2020-07-09 03:35:30",55821,21.66,100,988.4418,0,0,"2020-07-09 03:30:30"
"2020-07-09 04:05:30",55822,21.6,100,988.5847,0,0,"2020-07-09 04:00:30"
"2020-07-09 04:35:30",55823,21.66,100,988.7648,0.001,0,"2020-07-09 04:30:30"
"2020-07-09 05:05:30",55824,21.61,99.8,988.7026,0.052,0,"2020-07-09 05:00:30"
