"TOA5","OwascoInternetMet","CR1000","60228","CR1000.Std.26","CPU:Owasco_MET.cr1","333","TRB_Avg"
"TIMESTAMP","RECORD","AirTempC_Avg","RHumidity_Avg","P_mb_Avg","SolarRad_Avg","Precip_mm_Max","Precip_mm_TMx"
"TS","RN","","","","","",""
"","","Avg","Avg","Avg","Avg","Max","TMx"
"2020-05-21 14:05:30",53490,19.43,22.56,999.0967,933,0,"2020-05-21 14:00:30"
"2020-05-21 14:35:30",53491,18.85,28.49,998.6727,902,0,"2020-05-21 14:30:30"
"2020-05-21 15:05:30",53492,18.1,33.34,998.2034,854,0,"2020-05-21 15:00:30"
"2020-05-21 15:35:30",53493,19.51,27.24,997.9468,799.7,0,"2020-05-21 15:30:30"
"2020-05-21 16:05:30",53494,19.79,27.56,997.3734,733.9,0,"2020-05-21 16:00:30"
"2020-05-21 16:35:30",53495,22.28,18.79,996.8307,656,0,"2020-05-21 16:30:30"
"2020-05-21 17:05:30",53496,20.56,26.61,996.5135,572.9,0,"2020-05-21 17:00:30"
"2020-05-21 17:35:30",53497,20.58,30.11,996.1494,480.7,0,"2020-05-21 17:30:30"
"2020-05-21 18:05:30",53498,20.85,32.6,995.8533,390.6,0,"2020-05-21 18:00:30"
"2020-05-21 18:35:30",53499,21.87,31.17,995.4255,298.4,0,"2020-05-21 18:30:30"
"2020-05-21 19:05:30",53500,18.6,45.5,995.1393,207.5,0,"2020-05-21 19:00:30"
"2020-05-21 19:35:30",53501,18.48,50.19,995.1172,123,0,"2020-05-21 19:30:30"
"2020-05-21 20:05:30",53502,18.1,52.86,995.1297,41.89,0,"2020-05-21 20:00:30"
"2020-05-21 20:35:30",53503,19.52,48.15,995.3629,3.704,0,"2020-05-21 20:30:30"
"2020-05-21 21:05:30",53504,19.24,48.54,995.5652,0.017,0,"2020-05-21 21:00:30"
"2020-05-21 21:35:30",53505,17.37,58.68,995.5677,0,0,"2020-05-21 21:30:30"
"2020-05-21 22:05:30",53506,17.48,56.79,995.7636,0,0,"2020-05-21 22:00:30"
"2020-05-21 22:35:30",53507,16.17,64.47,995.7822,0,0,"2020-05-21 22:30:30"
"2020-05-21 23:05:30",53508,16.48,62.56,995.972,0,0,"2020-05-21 23:00:30"
"2020-05-21 23:35:30",53509,16.91,60.47,995.9867,0,0,"2020-05-21 23:30:30"
"2020-05-22 00:05:30",53510,17.58,56.67,996.2038,0,0,"2020-05-22 00:00:30"
"2020-05-22 00:35:30",53511,14.79,72.8,996.2087,0,0,"2020-05-22 00:30:30"
"2020-05-22 01:05:30",53512,14.72,72.1,996.2975,0,0,"2020-05-22 01:00:30"
"2020-05-22 01:35:30",53513,15.08,68.75,996.3453,0,0,"2020-05-22 01:30:30"
"2020-05-22 02:05:30",53514,14.69,70.75,996.1733,0,0,"2020-05-22 02:00:30"
"2020-05-22 02:35:30",53515,13.95,75.65,996.0764,0,0,"2020-05-22 02:30:30"
"2020-05-22 03:05:30",53516,13.66,76.28,995.9728,0,0,"2020-05-22 03:00:30"
"2020-05-22 03:35:30",53517,13.18,79.42,995.8961,0,0,"2020-05-22 03:30:30"
"2020-05-22 04:05:30",53518,13.1,79.55,995.6982,0,0,"2020-05-22 04:00:30"
"2020-05-22 04:35:30",53519,13.01,79.87,995.705,0,0,"2020-05-22 04:30:30"
"2020-05-22 05:05:30",53520,12.67,82.7,995.5899,0,0,"2020-05-22 05:00:30"
"2020-05-22 05:35:30",53521,12.26,87.1,995.4232,3.379,0,"2020-05-22 05:30:30"
"2020-05-22 06:05:30",53522,12.29,86,995.3412,28.71,0,"2020-05-22 06:00:30"
"2020-05-22 06:35:30",53523,12.12,87.8,995.3389,97.7,0,"2020-05-22 06:30:30"
"2020-05-22 07:05:30",53524,12.33,87.2,995.257,121.6,0,"2020-05-22 07:00:30"
"2020-05-22 07:35:30",53525,12.75,85.8,995.2191,250.7,0,"2020-05-22 07:30:30"
"2020-05-22 08:05:30",53526,13.16,84.7,995.2543,336.2,0,"2020-05-22 08:00:30"
"2020-05-22 08:35:30",53527,14.57,79.66,995.2318,422.1,0,"2020-05-22 08:30:30"
"2020-05-22 09:05:30",53528,14.64,80.3,995.2719,504.8,0,"2020-05-22 09:00:30"
"2020-05-22 09:35:30",53529,17.48,67.98,995.0892,584.7,0,"2020-05-22 09:30:30"
"2020-05-22 10:05:30",53530,18.43,64.73,994.9247,657.5,0,"2020-05-22 10:00:30"
"2020-05-22 10:35:30",53531,19.22,61.6,994.5161,733.5,0,"2020-05-22 10:30:30"
"2020-05-22 11:05:30",53532,20.09,56.91,994.4681,790.3,0,"2020-05-22 11:00:30"
"2020-05-22 11:35:30",53533,19.99,54.03,994.045,860,0,"2020-05-22 11:30:30"
"2020-05-22 12:05:30",53534,20.53,53.8,993.6974,941,0,"2020-05-22 12:00:30"
"2020-05-22 12:35:30",53535,21.08,54.15,993.2612,1004,0,"2020-05-22 12:30:30"
"2020-05-22 13:05:30",53536,21.17,55.7,992.8193,960,0,"2020-05-22 13:00:30"
"2020-05-22 13:35:30",53537,21.96,51.73,992.471,663.8,0,"2020-05-22 13:30:30"
"2020-05-22 14:05:30",53538,21.89,53.87,992.1396,416.5,0,"2020-05-22 14:00:30"
"2020-05-22 14:35:30",53539,23.04,47.77,991.8409,532.4,0,"2020-05-22 14:30:30"
"2020-05-22 15:05:30",53540,23.2,47.79,991.4327,773.4,0,"2020-05-22 15:00:30"
"2020-05-22 15:35:30",53541,23.95,47.97,990.9907,632.5,0,"2020-05-22 15:30:30"
"2020-05-22 16:05:30",53542,23.06,52.62,990.7836,805,0,"2020-05-22 16:00:30"
"2020-05-22 16:35:30",53543,23.23,49.96,990.5997,330.5,0,"2020-05-22 16:30:30"
"2020-05-22 17:05:30",53544,22.14,55.64,990.371,199.5,0,"2020-05-22 17:00:30"
"2020-05-22 17:35:30",53545,22.76,57.01,990.0429,321.6,0,"2020-05-22 17:30:30"
"2020-05-22 18:05:30",53546,23.31,51.83,989.874,131.7,0,"2020-05-22 18:00:30"
"2020-05-22 18:35:30",53547,21.58,60.64,989.7841,62.85,0,"2020-05-22 18:30:30"
"2020-05-22 19:05:30",53548,22.2,59.21,989.7148,70.73,0,"2020-05-22 19:00:30"
"2020-05-22 19:35:30",53549,20.86,65.56,989.585,43.47,0,"2020-05-22 19:30:30"
"2020-05-22 20:05:30",53550,19.35,75.92,989.804,10.76,0,"2020-05-22 20:00:30"
"2020-05-22 20:35:30",53551,19.17,79.68,989.8734,2.261,0,"2020-05-22 20:30:30"
"2020-05-22 21:05:30",53552,17.05,88.4,990.0123,0.002,0,"2020-05-22 21:00:30"
"2020-05-22 21:35:30",53553,16.47,93.9,990.3591,0,0,"2020-05-22 21:30:30"
"2020-05-22 22:05:30",53554,15.66,100,990.5378,0,0,"2020-05-22 22:00:30"
"2020-05-22 22:35:30",53555,15.69,100,990.4697,0,0,"2020-05-22 22:30:30"
"2020-05-22 23:05:30",53556,15.78,100,990.6663,0,0,"2020-05-22 23:00:30"
"2020-05-22 23:35:30",53557,16.78,100,990.6559,0,0,"2020-05-22 23:30:30"
"2020-05-23 00:05:30",53558,16.34,100,990.7626,0,0,"2020-05-23 00:00:30"
"2020-05-23 00:35:30",53559,16.78,100,990.6814,0,0,"2020-05-23 00:30:30"
"2020-05-23 01:05:30",53560,16.23,100,990.5379,0,0,"2020-05-23 01:00:30"
"2020-05-23 01:35:30",53561,16.22,100,990.375,0,0,"2020-05-23 01:30:30"
"2020-05-23 02:05:30",53562,16.36,100,990.0714,0,0,"2020-05-23 02:00:30"
"2020-05-23 02:35:30",53563,16.55,100,990.1488,0,0,"2020-05-23 02:30:30"
"2020-05-23 03:05:30",53564,15.63,100,990.1804,0,0,"2020-05-23 03:00:30"
"2020-05-23 03:35:30",53565,15.88,100,990.1564,0,0,"2020-05-23 03:30:30"
"2020-05-23 04:05:30",53566,15.58,100,990.3472,0,0,"2020-05-23 04:00:30"
"2020-05-23 04:35:30",53567,14.97,100,990.3051,0,0,"2020-05-23 04:30:30"
"2020-05-23 05:05:30",53568,15.09,100,990.2087,0,0,"2020-05-23 05:00:30"
"2020-05-23 05:35:30",53569,15.66,100,990.2147,0.74,0,"2020-05-23 05:30:30"
"2020-05-23 06:05:30",53570,16.71,100,990.303,9.99,0,"2020-05-23 06:00:30"
"2020-05-23 06:35:30",53571,16.21,100,990.2125,28.46,0,"2020-05-23 06:30:30"
"2020-05-23 07:05:30",53572,15.66,100,990.1827,52.98,0,"2020-05-23 07:00:30"
"2020-05-23 07:35:30",53573,15.79,100,990.5108,120.3,0,"2020-05-23 07:30:30"
"2020-05-23 08:05:30",53574,16.49,100,990.5132,191.7,0,"2020-05-23 08:00:30"
"2020-05-23 08:35:30",53575,17.14,100,990.7203,410.9,0,"2020-05-23 08:30:30"
"2020-05-23 09:05:30",53576,18.66,100,991.4958,225.8,0,"2020-05-23 09:00:30"
"2020-05-23 09:35:30",53577,19.34,86.5,991.4321,349,0,"2020-05-23 09:30:30"
"2020-05-23 10:05:30",53578,19.6,83,990.8852,771.6,0,"2020-05-23 10:00:30"
"2020-05-23 10:35:30",53579,20.73,75.33,991.2078,599.9,0,"2020-05-23 10:30:30"
"2020-05-23 11:05:30",53580,21.23,71.83,991.37,461.6,0,"2020-05-23 11:00:30"
"2020-05-23 11:35:30",53581,21.74,66.73,991.3473,706,0,"2020-05-23 11:30:30"
"2020-05-23 12:05:30",53582,21.8,61.62,991.3705,685,0,"2020-05-23 12:00:30"
"2020-05-23 12:35:30",53583,22.64,59.56,991.4637,443.5,0,"2020-05-23 12:30:30"
"2020-05-23 13:05:30",53584,22.24,61.62,991.5755,494.6,0,"2020-05-23 13:00:30"
"2020-05-23 13:35:30",53585,22.21,56.54,991.6481,643.3,0,"2020-05-23 13:30:30"
"2020-05-23 14:05:30",53586,23.17,54.78,991.6841,727.9,0,"2020-05-23 14:00:30"
"2020-05-23 14:35:30",53587,21.61,65.79,991.4304,924,0,"2020-05-23 14:30:30"
"2020-05-23 15:05:30",53588,21.14,72.95,991.1305,586,0,"2020-05-23 15:00:30"
"2020-05-23 15:35:30",53589,20.85,73.57,991.0111,756,0,"2020-05-23 15:30:30"
"2020-05-23 16:05:30",53590,20.48,73.5,990.9543,693.7,0,"2020-05-23 16:00:30"
"2020-05-23 16:35:30",53591,20.03,71.92,990.9132,615.9,0,"2020-05-23 16:30:30"
"2020-05-23 17:05:30",53592,20.62,69.21,990.9402,527.8,0,"2020-05-23 17:00:30"
"2020-05-23 17:35:30",53593,21.4,64.79,990.8992,458.2,0,"2020-05-23 17:30:30"
"2020-05-23 18:05:30",53594,21.83,56.88,990.6769,315.9,0,"2020-05-23 18:00:30"
"2020-05-23 18:35:30",53595,21.79,55.16,990.8581,127.6,0,"2020-05-23 18:30:30"
"2020-05-23 19:05:30",53596,20.95,58.84,990.8463,215.3,0,"2020-05-23 19:00:30"
"2020-05-23 19:35:30",53597,22.11,52.44,991.1059,86.9,0,"2020-05-23 19:30:30"
"2020-05-23 20:05:30",53598,20.95,54.99,991.205,30.46,0,"2020-05-23 20:00:30"
"2020-05-23 20:35:30",53599,20.19,61.42,991.4131,2.579,0,"2020-05-23 20:30:30"
"2020-05-23 21:05:30",53600,18.7,75.13,991.7079,0.01,0,"2020-05-23 21:00:30"
"2020-05-23 21:35:30",53601,16.41,88.2,992.1566,0,0,"2020-05-23 21:30:30"
"2020-05-23 22:05:30",53602,16.6,85.7,992.4584,0,0,"2020-05-23 22:00:30"
"2020-05-23 22:35:30",53603,16.1,89.4,992.787,0,0,"2020-05-23 22:30:30"
"2020-05-23 23:05:30",53604,16.31,87.1,992.8864,0,0,"2020-05-23 23:00:30"
"2020-05-23 23:35:30",53605,15.38,100,993.1001,0,0,"2020-05-23 23:30:30"
"2020-05-24 00:05:30",53606,15.92,99.8,993.4144,0,0,"2020-05-24 00:00:30"
"2020-05-24 00:35:30",53607,16.05,97.4,993.7008,0,0,"2020-05-24 00:30:30"
"2020-05-24 01:05:30",53608,16.4,96.2,993.7587,0,0,"2020-05-24 01:00:30"
"2020-05-24 01:35:30",53609,16.29,98.7,994.0542,0.001,0,"2020-05-24 01:30:30"
"2020-05-24 02:05:30",53610,16.37,97.5,994.3156,0.002,0,"2020-05-24 02:00:30"
"2020-05-24 02:35:30",53611,16.71,89.1,994.7408,0,0,"2020-05-24 02:30:30"
"2020-05-24 03:05:30",53612,16.35,76.93,994.6866,0.002,0,"2020-05-24 03:00:30"
"2020-05-24 03:35:30",53613,16.2,71.39,994.8568,0,0,"2020-05-24 03:30:30"
"2020-05-24 04:05:30",53614,15.63,69.6,994.7828,0,0,"2020-05-24 04:00:30"
"2020-05-24 04:35:30",53615,15.06,72.36,994.7819,0.002,0,"2020-05-24 04:30:30"
"2020-05-24 05:05:30",53616,15.34,60.96,994.7201,0.149,0,"2020-05-24 05:00:30"
"2020-05-24 05:35:30",53617,14.58,68.65,994.8189,7.121,0,"2020-05-24 05:30:30"
"2020-05-24 06:05:30",53618,14.36,67.52,995.075,33.49,0,"2020-05-24 06:00:30"
"2020-05-24 06:35:30",53619,14.55,63.04,995.7457,88.5,0,"2020-05-24 06:30:30"
"2020-05-24 07:05:30",53620,14.64,58.09,995.6666,71.67,0,"2020-05-24 07:00:30"
"2020-05-24 07:35:30",53621,14.92,53.04,995.8323,260.3,0,"2020-05-24 07:30:30"
"2020-05-24 08:05:30",53622,15.59,46.95,996.1113,418.2,0,"2020-05-24 08:00:30"
"2020-05-24 08:35:30",53623,16.35,46.34,996.1282,331.5,0,"2020-05-24 08:30:30"
"2020-05-24 09:05:30",53624,16.89,47.69,996.1298,595,0,"2020-05-24 09:00:30"
"2020-05-24 09:35:30",53625,16.5,58.74,996.0268,761.9,0,"2020-05-24 09:30:30"
"2020-05-24 10:05:30",53626,17.61,57.85,995.6589,444.7,0,"2020-05-24 10:00:30"
"2020-05-24 10:35:30",53627,18.58,58.36,995.7445,868,0,"2020-05-24 10:30:30"
"2020-05-24 11:05:30",53628,17.91,65.94,995.8226,683.3,0,"2020-05-24 11:00:30"
"2020-05-24 11:35:30",53629,17.61,68.79,995.5809,450.1,0,"2020-05-24 11:30:30"
"2020-05-24 12:05:30",53630,18.16,66.88,995.5997,679.9,0,"2020-05-24 12:00:30"
"2020-05-24 12:35:30",53631,18.07,68.61,995.2659,606.2,0,"2020-05-24 12:30:30"
"2020-05-24 13:05:30",53632,19.49,63.8,994.9432,919,0,"2020-05-24 13:00:30"
"2020-05-24 13:35:30",53633,20.12,61.7,994.5234,893,0,"2020-05-24 13:30:30"
"2020-05-24 14:05:30",53634,20.73,59.45,994.0606,854,0,"2020-05-24 14:00:30"
"2020-05-24 14:35:30",53635,22.28,53.64,993.676,853,0,"2020-05-24 14:30:30"
"2020-05-24 15:05:30",53636,23.17,51.29,993.2177,834,0,"2020-05-24 15:00:30"
"2020-05-24 15:35:30",53637,22.87,51.11,992.8065,763.7,0,"2020-05-24 15:30:30"
"2020-05-24 16:05:30",53638,22.24,52.18,992.6899,695.9,0,"2020-05-24 16:00:30"
"2020-05-24 16:35:30",53639,21.14,56.77,992.6299,623.1,0,"2020-05-24 16:30:30"
"2020-05-24 17:05:30",53640,21.91,54.99,992.6196,547.7,0,"2020-05-24 17:00:30"
"2020-05-24 17:35:30",53641,21.62,55.93,992.6044,467.1,0,"2020-05-24 17:30:30"
"2020-05-24 18:05:30",53642,20.81,58.86,992.4293,218.8,0,"2020-05-24 18:00:30"
"2020-05-24 18:35:30",53643,21.08,59.93,992.1193,293,0,"2020-05-24 18:30:30"
"2020-05-24 19:05:30",53644,21.66,58.42,991.7929,203.8,0,"2020-05-24 19:00:30"
"2020-05-24 19:35:30",53645,20.81,61.24,991.5662,119.2,0,"2020-05-24 19:30:30"
"2020-05-24 20:05:30",53646,19,66.08,991.8269,44.86,0,"2020-05-24 20:00:30"
"2020-05-24 20:35:30",53647,18.67,67.51,991.9988,2.61,0,"2020-05-24 20:30:30"
"2020-05-24 21:05:30",53648,18.51,68.33,992.3054,0.12,0,"2020-05-24 21:00:30"
"2020-05-24 21:35:30",53649,16.35,75.58,992.5587,0,0,"2020-05-24 21:30:30"
"2020-05-24 22:05:30",53650,16.42,75.67,992.7924,0,0,"2020-05-24 22:00:30"
"2020-05-24 22:35:30",53651,16.65,76.5,992.9503,0,0,"2020-05-24 22:30:30"
"2020-05-24 23:05:30",53652,16.41,76.96,992.7113,0,0,"2020-05-24 23:00:30"
"2020-05-24 23:35:30",53653,16.06,78.24,992.5765,0,0,"2020-05-24 23:30:30"
"2020-05-25 00:05:30",53654,16.71,76.12,992.7908,0,0,"2020-05-25 00:00:30"
"2020-05-25 00:35:30",53655,15.89,79.41,992.9449,0,0,"2020-05-25 00:30:30"
"2020-05-25 01:05:30",53656,15.93,79.36,993.0845,0,0,"2020-05-25 01:00:30"
"2020-05-25 01:35:30",53657,15.75,80.1,992.6913,0,0,"2020-05-25 01:30:30"
"2020-05-25 02:05:30",53658,16.1,78.42,992.3894,0,0,"2020-05-25 02:00:30"
"2020-05-25 02:35:30",53659,15.33,81.5,992.3951,0,0,"2020-05-25 02:30:30"
"2020-05-25 03:05:30",53660,14.9,83.1,992.6681,0,0,"2020-05-25 03:00:30"
"2020-05-25 03:35:30",53661,15.29,82.2,992.6238,0,0,"2020-05-25 03:30:30"
"2020-05-25 04:05:30",53662,14.38,85.5,992.4661,0,0,"2020-05-25 04:00:30"
"2020-05-25 04:35:30",53663,14.54,85.3,992.2762,0,0,"2020-05-25 04:30:30"
"2020-05-25 05:05:30",53664,14.62,85.2,992.4636,0.002,0,"2020-05-25 05:00:30"
"2020-05-25 05:35:30",53665,15.21,83.9,992.5871,2.086,0,"2020-05-25 05:30:30"
"2020-05-25 06:05:30",53666,13.63,88.6,992.8884,11.05,0,"2020-05-25 06:00:30"
"2020-05-25 06:35:30",53667,14.69,86.3,992.9698,28.82,0,"2020-05-25 06:30:30"
"2020-05-25 07:05:30",53668,14.7,86.2,993.0278,104.6,0,"2020-05-25 07:00:30"
"2020-05-25 07:35:30",53669,14.35,87.4,993.1003,238.3,0,"2020-05-25 07:30:30"
"2020-05-25 08:05:30",53670,16.81,83.3,994.5192,27.3,0,"2020-05-25 08:00:30"
"2020-05-25 08:35:30",53671,14.74,90.5,994.2991,103.4,0,"2020-05-25 08:30:30"
"2020-05-25 09:05:30",53672,13.88,97.5,993.8928,152.5,0,"2020-05-25 09:00:30"
"2020-05-25 09:35:30",53673,15.82,87.4,993.3636,584.1,0,"2020-05-25 09:30:30"
"2020-05-25 10:05:30",53674,16.1,84.1,993.3818,642,0,"2020-05-25 10:00:30"
"2020-05-25 10:35:30",53675,16.16,83.3,993.7106,691.9,0,"2020-05-25 10:30:30"
"2020-05-25 11:05:30",53676,16.53,81.1,993.9662,770.5,0,"2020-05-25 11:00:30"
"2020-05-25 11:35:30",53677,17.86,77.81,993.7576,789.9,0,"2020-05-25 11:30:30"
"2020-05-25 12:05:30",53678,17.77,77.98,993.8439,826,0,"2020-05-25 12:00:30"
"2020-05-25 12:35:30",53679,18.3,76.43,993.9371,855,0,"2020-05-25 12:30:30"
"2020-05-25 13:05:30",53680,18.42,76.29,993.6573,880,0,"2020-05-25 13:00:30"
"2020-05-25 13:35:30",53681,18.61,75.28,993.3624,915,0,"2020-05-25 13:30:30"
"2020-05-25 14:05:30",53682,19.57,73.37,993.337,754.9,0,"2020-05-25 14:00:30"
"2020-05-25 14:35:30",53683,20.45,71.09,992.9031,836,0,"2020-05-25 14:30:30"
"2020-05-25 15:05:30",53684,20.04,72.28,992.7909,812,0,"2020-05-25 15:00:30"
"2020-05-25 15:35:30",53685,19.76,73.24,992.532,513.2,0,"2020-05-25 15:30:30"
"2020-05-25 16:05:30",53686,21.29,69.85,992.1891,544.5,0,"2020-05-25 16:00:30"
"2020-05-25 16:35:30",53687,19.8,72.49,991.9124,559.1,0,"2020-05-25 16:30:30"
"2020-05-25 17:05:30",53688,19.95,72.71,991.7835,322.9,0,"2020-05-25 17:00:30"
"2020-05-25 17:35:30",53689,21.54,69.54,991.462,486.7,0,"2020-05-25 17:30:30"
"2020-05-25 18:05:30",53690,21.68,68.5,991.4356,359.5,0,"2020-05-25 18:00:30"
"2020-05-25 18:35:30",53691,19.5,74.78,991.2529,270.7,0,"2020-05-25 18:30:30"
"2020-05-25 19:05:30",53692,20.22,74.3,991.509,177.3,0,"2020-05-25 19:00:30"
"2020-05-25 19:35:30",53693,20.72,74.13,991.7368,94.4,0,"2020-05-25 19:30:30"
"2020-05-25 20:05:30",53694,21.43,74.8,991.7719,23.59,0,"2020-05-25 20:00:30"
"2020-05-25 20:35:30",53695,18.5,86.6,991.8738,2.939,0,"2020-05-25 20:30:30"
"2020-05-25 21:05:30",53696,20.89,77.21,992.1505,0.012,0,"2020-05-25 21:00:30"
"2020-05-25 21:35:30",53697,18.9,92.3,992.4821,0,0,"2020-05-25 21:30:30"
"2020-05-25 22:05:30",53698,18.35,99.1,992.9139,0,0,"2020-05-25 22:00:30"
"2020-05-25 22:35:30",53699,16.39,100,993.1885,0,0,"2020-05-25 22:30:30"
"2020-05-25 23:05:30",53700,16.43,100,993.2242,0,0,"2020-05-25 23:00:30"
"2020-05-25 23:35:30",53701,16.75,100,993.322,0,0,"2020-05-25 23:30:30"
"2020-05-26 00:05:30",53702,15.44,100,993.4328,0,0,"2020-05-26 00:00:30"
"2020-05-26 00:35:30",53703,16.7,100,993.5048,0,0,"2020-05-26 00:30:30"
"2020-05-26 01:05:30",53704,17.12,100,993.5492,0,0,"2020-05-26 01:00:30"
"2020-05-26 01:35:30",53705,17.28,100,993.5231,0,0,"2020-05-26 01:30:30"
"2020-05-26 02:05:30",53706,17.21,100,993.5356,0,0,"2020-05-26 02:00:30"
"2020-05-26 02:35:30",53707,16.75,100,993.4116,0,0,"2020-05-26 02:30:30"
"2020-05-26 03:05:30",53708,16.9,100,993.4842,0,0,"2020-05-26 03:00:30"
"2020-05-26 03:35:30",53709,17.06,100,993.7432,0,0,"2020-05-26 03:30:30"
"2020-05-26 04:05:30",53710,16.26,100,993.9675,0,0,"2020-05-26 04:00:30"
"2020-05-26 04:35:30",53711,16.64,100,994.1046,0,0,"2020-05-26 04:30:30"
"2020-05-26 05:05:30",53712,16.22,100,994.3888,0,0,"2020-05-26 05:00:30"
"2020-05-26 05:35:30",53713,16.43,100,994.7152,2.768,0,"2020-05-26 05:30:30"
"2020-05-26 06:05:30",53714,16.37,100,995.0168,26.23,0,"2020-05-26 06:00:30"
"2020-05-26 06:35:30",53715,16.37,100,995.2145,90.9,0,"2020-05-26 06:30:30"
"2020-05-26 07:05:30",53716,16.28,100,995.3688,95.1,0,"2020-05-26 07:00:30"
"2020-05-26 07:35:30",53717,16.97,100,995.378,242,0,"2020-05-26 07:30:30"
"2020-05-26 08:05:30",53718,16.22,100,995.3423,324.9,0,"2020-05-26 08:00:30"
"2020-05-26 08:35:30",53719,17.42,97.4,995.5875,407.9,0,"2020-05-26 08:30:30"
"2020-05-26 09:05:30",53720,17.53,94.1,995.6089,490.1,0,"2020-05-26 09:00:30"
"2020-05-26 09:35:30",53721,17.36,94.3,995.5196,567.7,0,"2020-05-26 09:30:30"
"2020-05-26 10:05:30",53722,17.74,92.9,995.3627,637.9,0,"2020-05-26 10:00:30"
"2020-05-26 10:35:30",53723,19.58,86.8,995.2966,703.7,0,"2020-05-26 10:30:30"
"2020-05-26 11:05:30",53724,20.76,81.3,995.1332,761.6,0,"2020-05-26 11:00:30"
"2020-05-26 11:35:30",53725,24.37,68.82,995.1509,811,0,"2020-05-26 11:30:30"
"2020-05-26 12:05:30",53726,23.46,72.04,995.0701,847,0,"2020-05-26 12:00:30"
"2020-05-26 12:35:30",53727,26.25,62.76,994.9355,869,0,"2020-05-26 12:30:30"
"2020-05-26 13:05:30",53728,28.71,51.28,994.7021,877,0,"2020-05-26 13:00:30"
"2020-05-26 13:35:30",53729,28.53,53.74,994.3779,879,0,"2020-05-26 13:30:30"
"2020-05-26 14:05:30",53730,30.06,43.44,994.0734,868,0,"2020-05-26 14:00:30"
"2020-05-26 14:35:30",53731,30.09,38.58,993.5818,838,0,"2020-05-26 14:30:30"
"2020-05-26 15:05:30",53732,30.99,32.51,993.436,801,0,"2020-05-26 15:00:30"
"2020-05-26 15:35:30",53733,30.41,36.32,993.329,747.7,0,"2020-05-26 15:30:30"
"2020-05-26 16:05:30",53734,30.08,35.7,993.0238,697.1,0,"2020-05-26 16:00:30"
"2020-05-26 16:35:30",53735,30.97,31.16,992.9067,622,0,"2020-05-26 16:30:30"
"2020-05-26 17:05:30",53736,29.88,35.59,992.6758,537.1,0,"2020-05-26 17:00:30"
"2020-05-26 17:35:30",53737,29.68,35.01,992.3643,268.4,0,"2020-05-26 17:30:30"
"2020-05-26 18:05:30",53738,30.82,34.12,992.0912,365.8,0,"2020-05-26 18:00:30"
"2020-05-26 18:35:30",53739,29.22,45.66,991.9901,281.7,0,"2020-05-26 18:30:30"
"2020-05-26 19:05:30",53740,27.86,49.68,992.1074,191.5,0,"2020-05-26 19:00:30"
"2020-05-26 19:35:30",53741,27.84,46.7,992.1956,117,0,"2020-05-26 19:30:30"
"2020-05-26 20:05:30",53742,26.05,56.38,992.4177,47.49,0,"2020-05-26 20:00:30"
"2020-05-26 20:35:30",53743,24.11,68.39,992.5342,4.521,0,"2020-05-26 20:30:30"
"2020-05-26 21:05:30",53744,22.71,73.71,992.7454,0,0,"2020-05-26 21:00:30"
"2020-05-26 21:35:30",53745,22.3,77.85,993.1071,0,0,"2020-05-26 21:30:30"
"2020-05-26 22:05:30",53746,22.47,79.28,993.263,0,0,"2020-05-26 22:00:30"
"2020-05-26 22:35:30",53747,20.02,90.6,993.4701,0,0,"2020-05-26 22:30:30"
"2020-05-26 23:05:30",53748,19.32,99,993.6393,0,0,"2020-05-26 23:00:30"
"2020-05-26 23:35:30",53749,19.27,93.1,993.8162,0,0,"2020-05-26 23:30:30"
"2020-05-27 00:05:30",53750,18.95,95.4,993.8577,0,0,"2020-05-27 00:00:30"
"2020-05-27 00:35:30",53751,19.02,91.1,993.9429,0,0,"2020-05-27 00:30:30"
"2020-05-27 01:05:30",53752,20.35,80.3,994,0,0,"2020-05-27 01:00:30"
"2020-05-27 01:35:30",53753,19.67,82.7,994.1326,0,0,"2020-05-27 01:30:30"
"2020-05-27 02:05:30",53754,18.59,89.8,994.1111,0,0,"2020-05-27 02:00:30"
"2020-05-27 02:35:30",53755,18.2,92.7,994.1495,0,0,"2020-05-27 02:30:30"
"2020-05-27 03:05:30",53756,18.37,91.9,994.1419,0,0,"2020-05-27 03:00:30"
"2020-05-27 03:35:30",53757,17.89,95.6,994.1684,0,0,"2020-05-27 03:30:30"
"2020-05-27 04:05:30",53758,17.23,97.5,994.1008,0,0,"2020-05-27 04:00:30"
"2020-05-27 04:35:30",53759,18,94.6,994.1478,0,0,"2020-05-27 04:30:30"
"2020-05-27 05:05:30",53760,17.21,98.7,994.2621,0.133,0,"2020-05-27 05:00:30"
"2020-05-27 05:35:30",53761,17.65,98.4,994.3358,4.211,0,"2020-05-27 05:30:30"
"2020-05-27 06:05:30",53762,17.85,97.6,994.5043,30.97,0,"2020-05-27 06:00:30"
"2020-05-27 06:35:30",53763,17.74,97.4,994.6604,95.4,0,"2020-05-27 06:30:30"
"2020-05-27 07:05:30",53764,18.6,90.9,994.8134,96.4,0,"2020-05-27 07:00:30"
"2020-05-27 07:35:30",53765,18.55,90.3,995.121,242.8,0,"2020-05-27 07:30:30"
"2020-05-27 08:05:30",53766,18.44,89,995.1887,326.6,0,"2020-05-27 08:00:30"
"2020-05-27 08:35:30",53767,19.51,81.9,995.2568,415.1,0,"2020-05-27 08:30:30"
