"TOA5","OwascoMetInternet","CR1000","60228","CR1000.Std.26","CPU:Owasco_MET.cr1","22473","WindCorrected"
"TIMESTAMP","RECORD","W_DirCorr","W_SpdRaw_WVc"
"TS","RN","",""
"","","Smp","Smp"
"2019-10-30 12:35:31",52859,176.7,2.32
"2021-04-09 15:35:39",62007,191.4,0.764
"2021-04-17 14:35:30",62008,301.6,4.322
"2021-04-17 15:05:30",62009,284.1,4.822
"2021-04-17 15:35:30",62010,299.3,4.543
"2021-04-17 16:05:30",62011,307.3,3.4
"2021-04-17 16:35:30",62012,312.9,3.833
"2021-04-17 17:05:30",62013,331.7,4.125
"2021-04-17 17:35:30",62014,325.6,4.003
"2021-04-17 18:05:30",62015,325.2,2.492
"2021-04-17 18:35:30",62016,302.8,3.495
"2021-04-17 19:05:30",62017,303.2,2.658
"2021-04-17 19:35:30",62018,304.1,1.932
"2021-04-17 20:05:30",62019,280.1,0.517
"2021-04-17 20:35:30",62020,37.39,0.746
"2021-04-17 21:05:30",62021,149.2,1.067
"2021-04-17 21:35:30",62022,155.9,1.739
"2021-04-17 22:05:30",62023,159,1.087
"2021-04-17 22:35:30",62024,170.4,1.792
"2021-04-17 23:05:30",62025,163.6,1.478
"2021-04-17 23:35:30",62026,173.6,2.107
"2021-04-18 00:05:30",62027,172.6,2.218
"2021-04-18 00:35:30",62028,150.2,1.857
"2021-04-18 01:05:30",62029,156.4,1.736
"2021-04-18 01:35:30",62030,173.5,2.619
"2021-04-18 02:05:30",62031,152.9,2.661
"2021-04-18 02:35:30",62032,181.2,3.058
"2021-04-18 03:05:30",62033,169,2.077
"2021-04-18 03:35:30",62034,155.3,2.072
"2021-04-18 04:05:30",62035,129.8,1.751
"2021-04-18 04:35:30",62036,185.9,2.419
"2021-04-18 05:05:30",62037,166.2,1.645
"2021-04-18 05:35:30",62038,163.2,1.536
"2021-04-18 06:05:30",62039,138.9,1.656
"2021-04-18 06:35:30",62040,152,1.299
"2021-04-18 07:05:30",62041,172.7,2.589
"2021-04-18 07:35:30",62042,150.6,2.583
"2021-04-18 08:05:30",62043,149.9,0.949
"2021-04-18 08:35:30",62044,147.9,0.704
"2021-04-18 09:05:30",62045,250.6,2.269
"2021-04-18 09:35:30",62046,270.3,2.916
"2021-04-18 10:05:30",62047,283.8,3.094
"2021-04-18 10:35:30",62048,262.3,2.675
"2021-04-18 11:05:30",62049,234.9,2.811
"2021-04-18 11:35:30",62050,277.2,2.517
"2021-04-18 12:05:30",62051,254.2,1.847
"2021-04-18 12:35:30",62052,249.3,3.254
"2021-04-18 13:05:30",62053,265.9,3.382
"2021-04-18 13:35:30",62054,282.8,3.356
"2021-04-18 14:05:30",62055,334.9,3.191
