"TOA5","OwascoMetDirect","CR1000","60228","CR1000.Std.26","CPU:Owasco_MET.cr1","333","TRB_Avg"
"TIMESTAMP","RECORD","AirTempC_Avg","RHumidity_Avg","P_mb_Avg","SolarRad_Avg","Precip_mm_Max","Precip_mm_TMx"
"TS","RN","","","","","",""
"","","Avg","Avg","Avg","Avg","Max","TMx"
"2022-10-09 03:05:30",79911,8.94,70.75,992.9772,0.002,0,"2022-10-09 03:00:30"
"2022-10-09 03:35:30",79912,8.69,71.43,992.7204,0,0,"2022-10-09 03:30:30"
"2022-10-09 04:05:30",79913,8.81,69.73,992.5779,0.002,0,"2022-10-09 04:00:30"
"2022-10-09 04:35:30",79914,8.8,69.92,992.487,0.002,0,"2022-10-09 04:30:30"
"2022-10-09 05:05:30",79915,8.61,69.85,992.2361,0,0,"2022-10-09 05:00:30"
"2022-10-09 05:35:30",79916,8.5,71.4,992.1762,0.01,0,"2022-10-09 05:30:30"
"2022-10-09 06:05:30",79917,8.41,73.42,992.0358,0,0,"2022-10-09 06:00:30"
"2022-10-09 06:35:30",79918,8.2,73.5,991.9246,0.001,0,"2022-10-09 06:30:30"
"2022-10-09 07:05:30",79919,8,72.75,991.9051,0.247,0,"2022-10-09 07:00:30"
"2022-10-09 07:35:30",79920,8.03,74.46,992.0585,9.79,0,"2022-10-09 07:30:30"
"2022-10-09 08:05:30",79921,7.898,76.2,991.9645,33.63,0,"2022-10-09 08:00:30"
"2022-10-09 08:35:30",79922,8.31,74.93,992.0062,118.2,0,"2022-10-09 08:30:30"
"2022-10-09 09:05:30",79923,8.93,73.19,992.1923,197.6,0,"2022-10-09 09:00:30"
"2022-10-09 09:35:30",79924,9.69,67.99,992.197,272.8,0,"2022-10-09 09:30:30"
"2022-10-09 10:05:30",79925,10.72,64.79,992.3422,345.9,0,"2022-10-09 10:00:30"
"2022-10-09 10:35:30",79926,11.19,64.47,992.3433,414.8,0,"2022-10-09 10:30:30"
"2022-10-09 11:05:30",79927,11.76,62.77,992.3651,476.2,0,"2022-10-09 11:00:30"
"2022-10-09 11:35:30",79928,12.56,62.18,992.3849,555.8,0,"2022-10-09 11:30:30"
"2022-10-09 12:05:30",79929,13.03,60.64,992.3843,300.3,0,"2022-10-09 12:00:30"
"2022-10-09 12:35:30",79930,13.59,55.5,992.412,635,0,"2022-10-09 12:30:30"
"2022-10-09 13:05:30",79931,13.45,57.37,992.6012,456.6,0,"2022-10-09 13:00:30"
"2022-10-09 13:35:30",79932,13.5,58.27,992.5616,121.4,0,"2022-10-09 13:30:30"
"2022-10-09 14:05:30",79933,13.54,57.53,992.4008,120.6,0,"2022-10-09 14:00:30"
"2022-10-09 14:35:30",79934,14.06,57.48,992.262,537.2,0,"2022-10-09 14:30:30"
"2022-10-09 15:05:30",79935,14.51,55.32,992.0204,486.6,0,"2022-10-09 15:00:30"
"2022-10-09 15:35:30",79936,14.84,52.26,992.0295,251.3,0,"2022-10-09 15:30:30"
"2022-10-09 16:05:30",79937,14.73,48.96,992.153,120.4,0,"2022-10-09 16:00:30"
"2022-10-09 16:35:30",79938,14.77,51.78,992.1049,75.79,0,"2022-10-09 16:30:30"
"2022-10-09 17:05:30",79939,14.78,50.6,992.2201,44.14,0,"2022-10-09 17:00:30"
"2022-10-09 17:35:30",79940,13.59,64.58,992.3888,21.24,0,"2022-10-09 17:30:30"
"2022-10-09 18:05:30",79941,13.3,67.15,992.751,17.53,0,"2022-10-09 18:00:30"
"2022-10-09 18:35:30",79942,13.09,67.31,993.0564,6.332,0,"2022-10-09 18:30:30"
"2022-10-09 19:05:30",79943,12.56,68.67,993.1878,0.247,0,"2022-10-09 19:00:30"
"2022-10-09 19:35:30",79944,12.66,70.23,993.4301,0,0,"2022-10-09 19:30:30"
"2022-10-09 20:05:30",79945,12.57,70.4,993.5355,0,0,"2022-10-09 20:00:30"
"2022-10-09 20:35:30",79946,11.68,83.1,993.6243,0,0,"2022-10-09 20:30:30"
"2022-10-09 21:05:30",79947,11.7,81.4,993.5773,0,0,"2022-10-09 21:00:30"
"2022-10-09 21:35:30",79948,11.82,86.2,993.4886,0,0,"2022-10-09 21:30:30"
"2022-10-09 22:05:30",79949,11.5,88,993.4702,0,0,"2022-10-09 22:00:30"
"2022-10-09 22:35:30",79950,11.41,82.4,993.5195,0,0,"2022-10-09 22:30:30"
"2022-10-09 23:05:30",79951,11.69,79.07,993.4312,0,0,"2022-10-09 23:00:30"
"2022-10-09 23:35:30",79952,11.61,77.01,993.4739,0,0,"2022-10-09 23:30:30"
"2022-10-10 00:05:30",79953,11.95,74.54,993.3657,0.002,0,"2022-10-10 00:00:30"
"2022-10-10 00:35:30",79954,12.09,75.5,993.3077,0,0,"2022-10-10 00:30:30"
"2022-10-10 01:05:30",79955,12.69,68.66,993.2303,0.001,0,"2022-10-10 01:00:30"
"2022-10-10 01:35:30",79956,12.89,66.55,993.1333,0,0,"2022-10-10 01:30:30"
"2022-10-10 02:05:30",79957,12.97,61.68,993.1224,0,0,"2022-10-10 02:00:30"
"2022-10-10 02:35:30",79958,13,63.01,993.13,0,0,"2022-10-10 02:30:30"
"2022-10-10 03:05:30",79959,12.82,66.25,993.3337,0,0,"2022-10-10 03:00:30"
"2022-10-10 03:35:30",79960,12.73,62.53,993.3884,0,0,"2022-10-10 03:30:30"
"2022-10-10 04:05:30",79961,12.44,66.22,993.4778,0,0,"2022-10-10 04:00:30"
"2022-10-10 04:35:30",79962,12.19,65.78,993.6988,0,0,"2022-10-10 04:30:30"
"2022-10-10 05:05:30",79963,11.83,69.04,993.6608,0,0,"2022-10-10 05:00:30"
"2022-10-10 05:35:30",79964,10.91,79.46,994.1744,0,0,"2022-10-10 05:30:30"
"2022-10-10 06:05:30",79965,10.22,87,994.2897,0,0,"2022-10-10 06:00:30"
"2022-10-10 06:35:30",79966,10.19,86.5,994.3098,0,0,"2022-10-10 06:30:30"
"2022-10-10 07:05:30",79967,10.27,90.3,994.428,0.027,0,"2022-10-10 07:00:30"
"2022-10-10 07:35:30",79968,10.67,89.1,994.5903,3.926,0,"2022-10-10 07:30:30"
"2022-10-10 08:05:30",79969,10.15,88.8,994.8894,18.34,0,"2022-10-10 08:00:30"
"2022-10-10 08:35:30",79970,10.51,86.6,994.9453,78.42,0,"2022-10-10 08:30:30"
"2022-10-10 09:05:30",79971,10.6,87.1,995.415,94,0,"2022-10-10 09:00:30"
"2022-10-10 09:35:30",79972,10.96,80.3,995.5932,188.1,0,"2022-10-10 09:30:30"
"2022-10-10 10:05:30",79973,11.44,77.83,995.7152,124.1,0,"2022-10-10 10:00:30"
"2022-10-10 10:35:30",79974,12.18,72.64,995.7971,404.1,0,"2022-10-10 10:30:30"
"2022-10-10 11:05:30",79975,12.55,70.25,996.0667,494.2,0,"2022-10-10 11:00:30"
"2022-10-10 11:35:30",79976,12.61,70.79,996.1721,315.8,0,"2022-10-10 11:30:30"
"2022-10-10 12:05:30",79977,12.63,78.87,996.3387,537.4,0,"2022-10-10 12:00:30"
"2022-10-10 12:35:30",79978,12.62,74.39,996.4722,564.5,0,"2022-10-10 12:30:30"
"2022-10-10 13:05:30",79979,12.7,76.11,996.5431,222.7,0,"2022-10-10 13:00:30"
"2022-10-10 13:35:30",79980,12.21,81.2,996.545,508.4,0,"2022-10-10 13:30:30"
"2022-10-10 14:05:30",79981,12.43,78.97,996.3351,413.6,0,"2022-10-10 14:00:30"
"2022-10-10 14:35:30",79982,12.8,75.6,996.1281,188,0,"2022-10-10 14:30:30"
"2022-10-10 15:05:30",79983,13.14,72.15,996.0526,166.5,0,"2022-10-10 15:00:30"
"2022-10-10 15:35:30",79984,13.07,69.54,995.927,209,0,"2022-10-10 15:30:30"
"2022-10-10 16:05:30",79985,13.48,63.44,996.0238,315.5,0,"2022-10-10 16:00:30"
"2022-10-10 16:35:30",79986,13.62,61.58,996.144,324.7,0,"2022-10-10 16:30:30"
"2022-10-10 17:05:30",79987,13.57,61.33,996.2404,255.4,0,"2022-10-10 17:00:30"
"2022-10-10 17:35:30",79988,13.44,61.68,996.2983,166.5,0,"2022-10-10 17:30:30"
"2022-10-10 18:05:30",79989,13.36,61.38,996.4752,88.8,0,"2022-10-10 18:00:30"
"2022-10-10 18:35:30",79990,12.93,61.28,996.5735,10.1,0,"2022-10-10 18:30:30"
"2022-10-10 19:05:30",79991,11.82,67.64,996.7578,0.416,0,"2022-10-10 19:00:30"
"2022-10-10 19:35:30",79992,11.22,70.38,997.1384,0,0,"2022-10-10 19:30:30"
"2022-10-10 20:05:30",79993,10.9,70.62,997.6949,0,0,"2022-10-10 20:00:30"
"2022-10-10 20:35:30",79994,10.35,75.68,997.7031,0,0,"2022-10-10 20:30:30"
"2022-10-10 21:05:30",79995,9.22,84,997.8578,0,0,"2022-10-10 21:00:30"
"2022-10-10 21:35:30",79996,8.79,87,998.0376,0,0,"2022-10-10 21:30:30"
"2022-10-10 22:05:30",79997,9.12,89.7,998.2761,0,0,"2022-10-10 22:00:30"
"2022-10-10 22:35:30",79998,8.53,90.7,998.5825,0,0,"2022-10-10 22:30:30"
"2022-10-10 23:05:30",79999,8.82,94,998.6703,0,0,"2022-10-10 23:00:30"
"2022-10-10 23:35:30",80000,8.02,95.1,998.7869,0.001,0,"2022-10-10 23:30:30"
"2022-10-11 00:05:30",80001,7.731,96.8,998.7667,0.001,0,"2022-10-11 00:00:30"
"2022-10-11 00:35:30",80002,7.39,97.2,998.7645,0.001,0,"2022-10-11 00:30:30"
"2022-10-11 01:05:30",80003,7.774,98,998.6702,0.002,0,"2022-10-11 01:00:30"
"2022-10-11 01:35:30",80004,7.923,100,998.5825,0.004,0,"2022-10-11 01:30:30"
"2022-10-11 02:05:30",80005,7.817,100,998.6009,0,0,"2022-10-11 02:00:30"
"2022-10-11 02:35:30",80006,7.821,100,998.69,0.002,0,"2022-10-11 02:30:30"
"2022-10-11 03:05:30",80007,7.828,100,998.5683,0,0,"2022-10-11 03:00:30"
"2022-10-11 03:35:30",80008,7.601,100,998.5054,0,0,"2022-10-11 03:30:30"
"2022-10-11 04:05:30",80009,7.441,100,998.4271,0.002,0,"2022-10-11 04:00:30"
"2022-10-11 04:35:30",80010,8,100,998.4324,0.001,0,"2022-10-11 04:30:30"
"2022-10-11 05:05:30",80011,7.871,100,998.7833,0,0,"2022-10-11 05:00:30"
"2022-10-11 05:35:30",80012,7.835,100,998.7925,0.001,0,"2022-10-11 05:30:30"
"2022-10-11 06:05:30",80013,7.611,100,999.1201,0.002,0,"2022-10-11 06:00:30"
"2022-10-11 06:35:30",80014,7.926,100,999.2365,0.002,0,"2022-10-11 06:30:30"
"2022-10-11 07:05:30",80015,8.06,100,999.0895,0.247,0,"2022-10-11 07:00:30"
"2022-10-11 07:35:30",80016,7.86,100,999.1693,6.759,0,"2022-10-11 07:30:30"
"2022-10-11 08:05:30",80017,7.856,100,999.3806,50.2,0,"2022-10-11 08:00:30"
"2022-10-11 08:35:30",80018,8.21,100,999.3824,122.2,0,"2022-10-11 08:30:30"
"2022-10-11 09:05:30",80019,8.56,100,999.3273,197.4,0,"2022-10-11 09:00:30"
"2022-10-11 09:35:30",80020,9.72,96.1,999.1665,267.4,0,"2022-10-11 09:30:30"
"2022-10-11 10:05:30",80021,11.09,91.1,999.221,332.2,0,"2022-10-11 10:00:30"
"2022-10-11 10:35:30",80022,12.46,81.2,999.2242,396.8,0,"2022-10-11 10:30:30"
"2022-10-11 11:35:30",80023,15.46,62.34,999.1096,502.6,0,"2022-10-11 11:30:30"
"2022-10-11 12:05:30",80024,16.2,60.8,999.0495,536.1,0,"2022-10-11 12:00:30"
"2022-10-11 12:35:30",80025,17.12,59.9,998.7184,647.5,0,"2022-10-11 12:30:30"
"2022-10-11 13:35:30",80026,-74.62,"NAN",997.8832,0.008,0,"2022-10-11 13:30:30"
"2022-10-11 14:35:30",80027,-67.59,"NAN",1003.74,0.002,0,"2022-10-11 14:30:30"
"2022-10-16 11:05:30",80028,-117.7,"NAN",995.3221,0.012,0,"2022-10-16 11:00:30"
"2022-10-16 11:35:30",80029,-113.8,"NAN",995.236,0.021,0,"2022-10-16 11:30:30"
"2022-10-16 12:05:30",80030,-108.3,"NAN",994.9858,0.023,0,"2022-10-16 12:00:30"
"2022-10-16 12:35:30",80031,-103.1,"NAN",994.5848,0.02,0,"2022-10-16 12:30:30"
"2022-10-16 13:05:30",80032,-99.8,"NAN",994.4095,0.03,0,"2022-10-16 13:00:30"
"2022-10-16 13:35:30",80033,-94.3,"NAN",992.2746,0.03,0,"2022-10-16 13:30:30"
"2022-10-16 14:05:30",80034,-85.9,"NAN",993.6337,0.014,0,"2022-10-16 14:00:30"
"2022-10-16 14:35:30",80035,-75.38,"NAN",993.1979,0.022,0,"2022-10-16 14:30:30"
"2022-10-16 15:05:30",80036,-73.92,"NAN",992.8236,0.007,0,"2022-10-16 15:00:30"
"2023-04-11 11:05:30",80037,-137.2,"NAN",1000.315,0.056,0,"2023-04-11 11:00:30"
"2023-04-11 12:05:30",80038,20.6,25.14,999.4608,564.3,0,"2023-04-11 12:00:30"
"2023-04-13 14:05:30",80039,-98.2,"NAN",991.1265,0,0,"2023-04-13 14:00:30"
