"TOA5","OwascoMetDirect","CR1000","60228","CR1000.Std.26","CPU:Owasco_MET.cr1","333","TRB_Avg"
"TIMESTAMP","RECORD","AirTempC_Avg","RHumidity_Avg","P_mb_Avg","SolarRad_Avg","Precip_mm_Max","Precip_mm_TMx"
"TS","RN","","","","","",""
"","","Avg","Avg","Avg","Avg","Max","TMx"
"2020-11-04 13:35:30",61505,-32.77,"NAN",1003.747,0,0,"2020-11-04 13:30:30"
"2020-11-04 14:05:30",61506,-37.11,"NAN",1003.46,0,0,"2020-11-04 14:00:30"
"2020-11-04 14:35:30",61507,-44.59,"NAN",1003.486,0,0,"2020-11-04 14:30:30"
"2020-11-04 15:05:30",61508,-39.86,"NAN",1003.258,0,0,"2020-11-04 15:00:30"
"2020-11-04 15:35:30",61509,-33.39,"NAN",1003.237,0,0,"2020-11-04 15:30:30"
"2020-11-04 16:05:30",61510,-30.36,"NAN",1003.139,0,0,"2020-11-04 16:00:30"
"2020-11-04 16:35:30",61511,-26.86,"NAN",1003.198,0,0,"2020-11-04 16:30:30"
"2020-11-04 17:05:30",61512,-24,"NAN",1003.345,0,0,"2020-11-04 17:00:30"
"2020-11-04 17:35:30",61513,-22.7,"NAN",1003.423,0,0,"2020-11-04 17:30:30"
"2020-11-04 18:05:30",61514,-20.29,"NAN",1003.539,0,0,"2020-11-04 18:00:30"
"2020-11-04 18:35:30",61515,-18.9,"NAN",1003.742,0,0,"2020-11-04 18:30:30"
"2020-11-04 19:05:30",61516,-17.81,"NAN",1004.038,0,0,"2020-11-04 19:00:30"
"2020-11-04 19:35:30",61517,-17.62,"NAN",1004.174,0,0,"2020-11-04 19:30:30"
"2020-11-04 20:05:30",61518,-14.45,"NAN",1004.277,0.002,0,"2020-11-04 20:00:30"
"2020-11-04 20:35:30",61519,-13.62,"NAN",1004.413,0.007,0,"2020-11-04 20:30:30"
"2020-11-04 21:05:30",61520,-13.4,"NAN",1004.351,0.008,0,"2020-11-04 21:00:30"
"2020-11-04 21:35:30",61521,-12.91,89.9,1004.326,0.016,0,"2020-11-04 21:30:30"
"2020-11-04 22:05:30",61522,-12.67,88.7,1004.542,0.039,0,"2020-11-04 22:00:30"
"2020-11-04 22:35:30",61523,-12.6,88.2,1004.568,0.032,0,"2020-11-04 22:30:30"
"2020-11-04 23:05:30",61524,-12.44,86,1004.669,0.031,0,"2020-11-04 23:00:30"
"2020-11-04 23:35:30",61525,-12.29,84.3,1004.794,0.03,0,"2020-11-04 23:30:30"
"2020-11-05 00:05:30",61526,-12.57,83.4,1004.867,0.026,0,"2020-11-05 00:00:30"
"2020-11-05 00:35:30",61527,-12.82,82.2,1004.984,0.033,0,"2020-11-05 00:30:30"
"2020-11-05 01:05:30",61528,-13.33,79.98,1005.161,0.041,0,"2020-11-05 01:00:30"
"2020-11-05 01:35:30",61529,-13.79,79.64,1005.163,0.031,0,"2020-11-05 01:30:30"
"2020-11-05 02:05:30",61530,-14.01,78.31,1005.195,0.028,0,"2020-11-05 02:00:30"
"2020-11-05 02:35:30",61531,-14.21,76.67,1005.106,0.03,0,"2020-11-05 02:30:30"
"2020-11-05 03:05:30",61532,-14.44,74.97,1005.198,0.021,0,"2020-11-05 03:00:30"
"2020-11-05 03:35:30",61533,-14.61,76.51,1005.164,0.016,0,"2020-11-05 03:30:30"
"2020-11-05 04:05:30",61534,-15.03,83.2,1005.069,0.011,0,"2020-11-05 04:00:30"
"2020-11-05 04:35:30",61535,-14.97,73.62,1005.029,0.03,0,"2020-11-05 04:30:30"
"2020-11-05 05:05:30",61536,-15.06,67.32,1005.041,0.014,0,"2020-11-05 05:00:30"
"2020-11-05 05:35:30",61537,-15.27,69.27,1004.966,0.016,0,"2020-11-05 05:30:30"
"2020-11-05 06:05:30",61538,-15.4,72.56,1004.837,0.012,0,"2020-11-05 06:00:30"
"2020-11-05 06:35:30",61539,-15.72,66.47,1004.882,0.015,0,"2020-11-05 06:30:30"
"2020-11-05 07:05:30",61540,-16.28,61.23,1004.773,0.01,0,"2020-11-05 07:00:30"
"2020-11-05 07:35:30",61541,-16.68,69.53,1004.808,0.007,0,"2020-11-05 07:30:30"
"2020-11-05 08:05:30",61542,-17.03,74.73,1005.043,0.011,0,"2020-11-05 08:00:30"
"2020-11-05 08:35:30",61543,-17.07,73.16,1005.122,0.007,0,"2020-11-05 08:30:30"
"2020-11-05 09:05:30",61544,-17.18,73.41,1005.167,0.002,0,"2020-11-05 09:00:30"
"2020-11-05 09:35:30",61545,-17.03,69.19,1005.104,0.01,0,"2020-11-05 09:30:30"
"2020-11-05 10:05:30",61546,-16.96,78.93,1004.918,0.007,0,"2020-11-05 10:00:30"
"2020-11-05 10:35:30",61547,-17.54,90.8,1004.919,0.01,0,"2020-11-05 10:30:30"
"2020-11-05 11:05:30",61548,-19.41,"NAN",1004.614,0.021,0,"2020-11-05 11:00:30"
"2020-11-05 11:35:30",61549,-56.96,"NAN",1004.424,0,0,"2020-11-05 11:30:30"
"2020-11-05 12:05:30",61550,-23.68,"NAN",1003.993,0.012,0,"2020-11-05 12:00:30"
"2020-11-05 12:35:30",61551,-23.21,"NAN",1003.623,0.008,0,"2020-11-05 12:30:30"
"2020-11-05 13:05:30",61552,-23.38,"NAN",1003.226,0.001,0,"2020-11-05 13:00:30"
"2020-11-05 13:35:30",61553,-27.4,"NAN",1002.955,0,0,"2020-11-05 13:30:30"
"2020-11-05 14:05:30",61554,-24.45,"NAN",1002.683,0,0,"2020-11-05 14:00:30"
"2020-11-05 14:35:30",61555,-24.69,"NAN",1002.437,0,0,"2020-11-05 14:30:30"
"2020-11-05 15:05:30",61556,-25.39,"NAN",1002.31,0,0,"2020-11-05 15:00:30"
"2020-11-05 15:35:30",61557,-27.04,"NAN",1002.176,0,0,"2020-11-05 15:30:30"
"2020-11-05 16:05:30",61558,-36.69,"NAN",1001.979,0,0,"2020-11-05 16:00:30"
"2020-11-05 16:35:30",61559,-26.64,"NAN",1001.794,0,0,"2020-11-05 16:30:30"
"2020-11-05 17:05:30",61560,-24.17,"NAN",1001.721,0,0,"2020-11-05 17:00:30"
"2020-11-05 17:35:30",61561,-21.35,"NAN",1001.868,0,0,"2020-11-05 17:30:30"
"2020-11-05 18:05:30",61562,-19.97,"NAN",1002.016,0,0,"2020-11-05 18:00:30"
"2020-11-05 18:35:30",61563,-19.06,"NAN",1002.317,0,0,"2020-11-05 18:30:30"
"2020-11-05 19:05:30",61564,-18.43,"NAN",1002.717,0,0,"2020-11-05 19:00:30"
"2020-11-05 19:35:30",61565,-15,"NAN",1002.836,0,0,"2020-11-05 19:30:30"
"2020-11-05 20:05:30",61566,-14.52,"NAN",1002.838,0,0,"2020-11-05 20:00:30"
"2020-11-05 20:35:30",61567,-13.71,"NAN",1002.796,0,0,"2020-11-05 20:30:30"
"2020-11-05 21:05:30",61568,-13.3,"NAN",1002.842,0,0,"2020-11-05 21:00:30"
"2020-11-05 21:35:30",61569,-12.93,"NAN",1002.879,0.004,0,"2020-11-05 21:30:30"
"2020-11-05 22:05:30",61570,-12.52,87.9,1002.756,0.005,0,"2020-11-05 22:00:30"
"2020-11-05 22:35:30",61571,-12.25,86.7,1003.108,0.002,0,"2020-11-05 22:30:30"
"2020-11-05 23:05:30",61572,-12.25,87.5,1003.263,0.002,0,"2020-11-05 23:00:30"
"2020-11-05 23:35:30",61573,-12.08,86.7,1003.111,0.003,0,"2020-11-05 23:30:30"
"2020-11-06 00:05:30",61574,-11.9,81.2,1003.198,0.008,0,"2020-11-06 00:00:30"
"2020-11-06 00:35:30",61575,-11.76,79.83,1003.188,0.008,0,"2020-11-06 00:30:30"
"2020-11-06 01:05:30",61576,-11.81,79.55,1003.217,0.02,0,"2020-11-06 01:00:30"
"2020-11-06 01:35:30",61577,-12.28,80.7,1003.2,0.022,0,"2020-11-06 01:30:30"
"2020-11-06 02:05:30",61578,-13.1,78.62,1003.223,0.031,0,"2020-11-06 02:00:30"
"2020-11-06 02:35:30",61579,-13.2,77.8,1002.889,0.03,0,"2020-11-06 02:30:30"
"2020-11-06 03:05:30",61580,-13.52,80.2,1002.867,0.025,0,"2020-11-06 03:00:30"
"2020-11-06 03:35:30",61581,-13.74,80.3,1002.768,0.04,0,"2020-11-06 03:30:30"
"2020-11-06 04:05:30",61582,-14.36,78.23,1002.651,0.03,0,"2020-11-06 04:00:30"
"2020-11-06 04:35:30",61583,-15.08,76.66,1002.778,0.039,0,"2020-11-06 04:30:30"
"2020-11-06 05:05:30",61584,-15.45,72.98,1002.811,0.022,0,"2020-11-06 05:00:30"
"2020-11-06 05:35:30",61585,-18.33,100,1002.928,0.021,0,"2020-11-06 05:30:30"
"2020-11-06 06:05:30",61586,-16.66,81,1003.092,0.025,0,"2020-11-06 06:00:30"
"2020-11-06 06:35:30",61587,-16.45,66.94,1003.204,0.041,0,"2020-11-06 06:30:30"
"2020-11-06 07:05:30",61588,-16.63,67.11,1003.253,0.043,0,"2020-11-06 07:00:30"
"2020-11-06 07:35:30",61589,-16.69,58.61,1003.353,0.025,0,"2020-11-06 07:30:30"
"2020-11-06 08:05:30",61590,-18.77,96.5,1003.432,0.011,0,"2020-11-06 08:00:30"
"2020-11-06 08:35:30",61591,-17.89,87.9,1003.729,0.011,0,"2020-11-06 08:30:30"
"2020-11-06 09:05:30",61592,-17.17,67.56,1003.871,0.011,0,"2020-11-06 09:00:30"
"2020-11-06 09:35:30",61593,-17.02,60.96,1003.916,0.021,0,"2020-11-06 09:30:30"
"2020-11-06 10:05:30",61594,-16.65,66.98,1003.701,0.02,0,"2020-11-06 10:00:30"
"2020-11-06 10:35:30",61595,-16.55,82.5,1003.495,0.009,0,"2020-11-06 10:30:30"
"2020-11-06 11:05:30",61596,-18.09,99.8,1003.179,0.01,0,"2020-11-06 11:00:30"
"2020-11-06 11:35:30",61597,-57.95,"NAN",1003.032,0.001,0,"2020-11-06 11:30:30"
"2020-11-06 12:05:30",61598,-26.45,"NAN",1002.667,0.001,0,"2020-11-06 12:00:30"
"2020-11-06 12:35:30",61599,-34.07,"NAN",1002.366,0,0,"2020-11-06 12:30:30"
"2020-11-06 13:05:30",61600,-33.44,"NAN",1001.899,0,0,"2020-11-06 13:00:30"
"2020-11-06 13:35:30",61601,-43.09,"NAN",1001.91,0,0,"2020-11-06 13:30:30"
"2020-11-06 14:05:30",61602,-42.15,"NAN",1001.76,0,0,"2020-11-06 14:00:30"
"2020-11-06 14:35:30",61603,-40.64,"NAN",1001.63,0,0,"2020-11-06 14:30:30"
"2020-11-06 15:05:30",61604,-39.16,"NAN",1001.518,0,0,"2020-11-06 15:00:30"
"2020-11-06 15:35:30",61605,-39.59,"NAN",1001.53,0,0,"2020-11-06 15:30:30"
"2020-11-06 16:05:30",61606,-38.23,"NAN",1001.501,0,0,"2020-11-06 16:00:30"
"2020-11-06 16:35:30",61607,-34.04,"NAN",1001.62,0,0,"2020-11-06 16:30:30"
"2020-11-06 17:05:30",61608,-24.53,"NAN",1001.768,0,0,"2020-11-06 17:00:30"
"2020-11-06 17:35:30",61609,-24.05,"NAN",1001.983,0,0,"2020-11-06 17:30:30"
"2020-11-06 18:05:30",61610,-20.7,"NAN",1002.26,0,0,"2020-11-06 18:00:30"
"2020-11-06 18:35:30",61611,-18.7,"NAN",1002.222,0,0,"2020-11-06 18:30:30"
"2020-11-06 19:05:30",61612,-14.58,"NAN",1002.541,0,0,"2020-11-06 19:00:30"
"2020-11-06 19:35:30",61613,-13.44,"NAN",1002.598,0,0,"2020-11-06 19:30:30"
"2020-11-06 20:05:30",61614,-12.81,"NAN",1002.625,0,0,"2020-11-06 20:00:30"
"2020-11-06 20:35:30",61615,-11.77,"NAN",1002.737,0,0,"2020-11-06 20:30:30"
"2020-11-06 21:05:30",61616,-11.1,"NAN",1002.903,0,0,"2020-11-06 21:00:30"
"2020-11-06 21:35:30",61617,-10.48,"NAN",1002.744,0,0,"2020-11-06 21:30:30"
"2020-11-06 22:05:30",61618,-10.02,"NAN",1002.836,0,0,"2020-11-06 22:00:30"
"2020-11-06 22:35:30",61619,-10.32,95.9,1003.089,0,0,"2020-11-06 22:30:30"
"2020-11-06 23:05:30",61620,-10.07,95.1,1003.103,0,0,"2020-11-06 23:00:30"
"2020-11-06 23:35:30",61621,-9.66,"NAN",1003.289,0.002,0,"2020-11-06 23:30:30"
"2020-11-07 00:05:30",61622,-9.72,"NAN",1003.687,0.002,0,"2020-11-07 00:00:30"
"2020-11-07 00:35:30",61623,-9.89,85.5,1003.33,0.014,0,"2020-11-07 00:30:30"
"2020-11-07 01:05:30",61624,-10.86,82.4,1003.61,0.018,0,"2020-11-07 01:00:30"
"2020-11-07 01:35:30",61625,-11.19,83,1003.582,0.026,0,"2020-11-07 01:30:30"
"2020-11-07 02:05:30",61626,-12.14,82,1003.762,0.02,0,"2020-11-07 02:00:30"
"2020-11-07 02:35:30",61627,-13.3,77.89,1003.917,0.029,0,"2020-11-07 02:30:30"
"2020-11-07 03:05:30",61628,-14.04,72.41,1004.112,0.038,0,"2020-11-07 03:00:30"
"2020-11-07 03:35:30",61629,-13.78,70.46,1004.012,0.021,0,"2020-11-07 03:30:30"
"2020-11-07 04:05:30",61630,-14.71,67.95,1003.855,0.032,0,"2020-11-07 04:00:30"
"2020-11-07 04:35:30",61631,-15.3,70.48,1003.604,0.033,0,"2020-11-07 04:30:30"
"2020-11-07 05:05:30",61632,-15.24,68.66,1003.849,0.03,0,"2020-11-07 05:00:30"
"2020-11-07 05:35:30",61633,-15.49,68.18,1003.907,0.02,0,"2020-11-07 05:30:30"
"2020-11-07 06:05:30",61634,-15.91,70.36,1004.244,0.008,0,"2020-11-07 06:00:30"
"2020-11-07 06:35:30",61635,-18.93,61.71,1004.625,0.021,0,"2020-11-07 06:30:30"
"2020-11-07 07:05:30",61636,-19.94,65.61,1004.898,0.012,0,"2020-11-07 07:00:30"
"2020-11-07 07:35:30",61637,-20.55,74.56,1005.149,0.009,0,"2020-11-07 07:30:30"
"2020-11-07 08:05:30",61638,-19.78,60.55,1005.277,0.011,0,"2020-11-07 08:00:30"
"2020-11-07 08:35:30",61639,-19.68,59.57,1005.528,0.003,0,"2020-11-07 08:30:30"
"2020-11-07 09:05:30",61640,-20.05,61.2,1005.765,0.009,0,"2020-11-07 09:00:30"
"2020-11-07 09:35:30",61641,-20.92,64.24,1005.853,0.004,0,"2020-11-07 09:30:30"
"2020-11-07 10:05:30",61642,-21.18,78.62,1005.638,0.007,0,"2020-11-07 10:00:30"
"2020-11-07 10:35:30",61643,-22.75,"NAN",1005.432,0.017,0,"2020-11-07 10:30:30"
"2020-11-07 11:05:30",61644,-24.59,"NAN",1005.285,0.016,0,"2020-11-07 11:00:30"
"2020-11-07 11:35:30",61645,-31.3,"NAN",1005.207,0.008,0,"2020-11-07 11:30:30"
"2020-11-07 12:05:30",61646,-44.34,"NAN",1005.028,0,0,"2020-11-07 12:00:30"
"2020-11-07 12:35:30",61647,-31.87,"NAN",1004.656,0,0,"2020-11-07 12:30:30"
"2020-11-07 13:05:30",61648,-32.99,"NAN",1004.183,0,0,"2020-11-07 13:00:30"
"2020-11-07 13:35:30",61649,-34.85,"NAN",1003.942,0,0,"2020-11-07 13:30:30"
"2020-11-07 14:05:30",61650,-34.35,"NAN",1003.776,0,0,"2020-11-07 14:00:30"
"2020-11-07 14:35:30",61651,-38.78,"NAN",1003.565,0,0,"2020-11-07 14:30:30"
"2020-11-07 15:05:30",61652,-37.74,"NAN",1003.415,0,0,"2020-11-07 15:00:30"
"2020-11-07 15:35:30",61653,-37.05,"NAN",1003.362,0,0,"2020-11-07 15:30:30"
"2020-11-07 16:05:30",61654,-39.19,"NAN",1003.167,0,0,"2020-11-07 16:00:30"
"2020-11-07 16:35:30",61655,-35.69,"NAN",1003.533,0,0,"2020-11-07 16:30:30"
"2020-11-07 17:05:30",61656,-26.82,"NAN",1003.738,0,0,"2020-11-07 17:00:30"
"2020-11-07 17:35:30",61657,-24.24,"NAN",1003.977,0,0,"2020-11-07 17:30:30"
"2020-11-07 18:05:30",61658,-23.77,"NAN",1004.106,0,0,"2020-11-07 18:00:30"
"2020-11-07 18:35:30",61659,-21.38,"NAN",1004.212,0,0,"2020-11-07 18:30:30"
"2020-11-07 19:05:30",61660,-18.79,"NAN",1004.455,0,0,"2020-11-07 19:00:30"
"2020-11-07 19:35:30",61661,-18,"NAN",1004.59,0,0,"2020-11-07 19:30:30"
"2020-11-07 20:05:30",61662,-17.2,"NAN",1004.75,0,0,"2020-11-07 20:00:30"
"2020-11-07 20:35:30",61663,-16.78,"NAN",1004.789,0,0,"2020-11-07 20:30:30"
"2020-11-07 21:05:30",61664,-16.21,"NAN",1004.704,0,0,"2020-11-07 21:00:30"
"2020-11-07 21:35:30",61665,-15.95,"NAN",1004.784,0,0,"2020-11-07 21:30:30"
"2020-11-07 22:05:30",61666,-15.9,"NAN",1004.967,0,0,"2020-11-07 22:00:30"
"2020-11-07 22:35:30",61667,-16.36,"NAN",1005.173,0.004,0,"2020-11-07 22:30:30"
"2020-11-07 23:05:30",61668,-16.4,93.9,1005.026,0.007,0,"2020-11-07 23:00:30"
"2020-11-07 23:35:30",61669,-18.41,"NAN",1005.055,0.002,0,"2020-11-07 23:30:30"
"2020-11-08 00:05:30",61670,-18.96,90.7,1005.023,0.008,0,"2020-11-08 00:00:30"
"2020-11-08 00:35:30",61671,-19.85,86.5,1005.271,0.016,0,"2020-11-08 00:30:30"
"2020-11-08 01:05:30",61672,-20.06,88.2,1005.385,0.034,0,"2020-11-08 01:00:30"
"2020-11-08 01:35:30",61673,-20,84.5,1005.602,0.034,0,"2020-11-08 01:30:30"
"2020-11-08 02:05:30",61674,-20.06,82.2,1005.854,0.042,0,"2020-11-08 02:00:30"
"2020-11-08 02:35:30",61675,-20.23,81.2,1006.017,0.029,0,"2020-11-08 02:30:30"
"2020-11-08 03:05:30",61676,-20.42,80,1006.038,0.021,0,"2020-11-08 03:00:30"
"2020-11-08 03:35:30",61677,-20.4,79.52,1006.137,0.013,0,"2020-11-08 03:30:30"
"2020-11-08 04:05:30",61678,-20.65,78.51,1006.44,0.005,0,"2020-11-08 04:00:30"
"2020-11-08 04:35:30",61679,-20.66,75.67,1006.515,0.008,0,"2020-11-08 04:30:30"
"2020-11-08 05:05:30",61680,-20.77,74.96,1006.93,0.004,0,"2020-11-08 05:00:30"
"2020-11-08 05:35:30",61681,-20.86,76.07,1007.292,0.002,0,"2020-11-08 05:30:30"
"2020-11-08 06:05:30",61682,-21.3,76.02,1007.486,0.002,0,"2020-11-08 06:00:30"
"2020-11-08 06:35:30",61683,-21.35,74.06,1007.683,0.002,0,"2020-11-08 06:30:30"
"2020-11-08 07:05:30",61684,-21.62,78.09,1007.955,0.005,0,"2020-11-08 07:00:30"
"2020-11-08 07:35:30",61685,-21.67,76.54,1008.214,0.001,0,"2020-11-08 07:30:30"
"2020-11-08 08:05:30",61686,-21.55,72.45,1008.519,0.001,0,"2020-11-08 08:00:30"
"2020-11-08 08:35:30",61687,-21.57,74.2,1008.969,0.004,0,"2020-11-08 08:30:30"
"2020-11-08 09:05:30",61688,-21.74,76.68,1009.155,0.003,0,"2020-11-08 09:00:30"
"2020-11-08 09:35:30",61689,-21.99,80.2,1009.325,0.002,0,"2020-11-08 09:30:30"
"2020-11-08 10:05:30",61690,-21.75,84.9,1009.402,0.006,0,"2020-11-08 10:00:30"
"2020-11-08 10:35:30",61691,-24.43,"NAN",1009.537,0.002,0,"2020-11-08 10:30:30"
"2020-11-08 11:05:30",61692,-25.62,"NAN",1009.693,0.006,0,"2020-11-08 11:00:30"
"2020-11-08 11:35:30",61693,-28.9,"NAN",1009.527,0.01,0,"2020-11-08 11:30:30"
"2020-11-08 12:05:30",61694,-33.86,"NAN",1009.463,0.004,0,"2020-11-08 12:00:30"
"2020-11-08 12:35:30",61695,-59.08,"NAN",1009.043,0,0,"2020-11-08 12:30:30"
"2020-11-08 13:05:30",61696,-37.3,"NAN",1008.711,0,0,"2020-11-08 13:00:30"
"2020-11-08 13:35:30",61697,-39.77,"NAN",1008.488,0,0,"2020-11-08 13:30:30"
"2020-11-08 14:05:30",61698,-38.26,"NAN",1008.279,0,0,"2020-11-08 14:00:30"
"2020-11-08 14:35:30",61699,-41.55,"NAN",1007.905,0,0,"2020-11-08 14:30:30"
"2020-11-08 15:05:30",61700,-39.97,"NAN",1007.701,0,0,"2020-11-08 15:00:30"
"2020-11-08 15:35:30",61701,-39.21,"NAN",1007.749,0,0,"2020-11-08 15:30:30"
"2020-11-08 16:05:30",61702,-37.03,"NAN",1007.489,0,0,"2020-11-08 16:00:30"
"2020-11-08 16:35:30",61703,-35.37,"NAN",1007.47,0,0,"2020-11-08 16:30:30"
"2020-11-08 17:05:30",61704,-29.64,"NAN",1007.471,0,0,"2020-11-08 17:00:30"
"2020-11-08 17:35:30",61705,-23.96,"NAN",1007.422,0,0,"2020-11-08 17:30:30"
"2020-11-08 18:05:30",61706,-21.99,"NAN",1007.741,0,0,"2020-11-08 18:00:30"
"2020-11-08 18:35:30",61707,-19.99,"NAN",1007.892,0,0,"2020-11-08 18:30:30"
"2020-11-08 19:05:30",61708,-17.21,"NAN",1007.751,0,0,"2020-11-08 19:00:30"
"2020-11-08 19:35:30",61709,-16.45,"NAN",1007.747,0,0,"2020-11-08 19:30:30"
"2020-11-08 20:05:30",61710,-15.15,"NAN",1007.828,0,0,"2020-11-08 20:00:30"
"2020-11-08 20:35:30",61711,-14.23,"NAN",1007.675,0,0,"2020-11-08 20:30:30"
"2020-11-08 21:05:30",61712,-13.38,"NAN",1007.549,0,0,"2020-11-08 21:00:30"
"2020-11-08 21:35:30",61713,-13.84,"NAN",1007.555,0.001,0,"2020-11-08 21:30:30"
"2020-11-08 22:05:30",61714,-12.55,"NAN",1007.708,0,0,"2020-11-08 22:00:30"
"2020-11-08 22:35:30",61715,-12.83,"NAN",1007.924,0.002,0,"2020-11-08 22:30:30"
"2020-11-08 23:05:30",61716,-11.8,"NAN",1007.862,0.01,0,"2020-11-08 23:00:30"
"2020-11-08 23:35:30",61717,-12.88,94.5,1007.693,0.03,0,"2020-11-08 23:30:30"
"2020-11-09 00:05:30",61718,-13.77,93.7,1007.836,0.025,0,"2020-11-09 00:00:30"
"2020-11-09 00:35:30",61719,-14.2,"NAN",1007.869,0.019,0,"2020-11-09 00:30:30"
"2020-11-09 01:05:30",61720,-14.87,97.6,1007.717,0.019,0,"2020-11-09 01:00:30"
"2020-11-09 01:35:30",61721,-14.16,93.6,1007.723,0.017,0,"2020-11-09 01:30:30"
"2020-11-09 02:05:30",61722,-13.96,88.8,1007.56,0.025,0,"2020-11-09 02:00:30"
"2020-11-09 02:35:30",61723,-14.18,87.7,1007.587,0.012,0,"2020-11-09 02:30:30"
"2020-11-09 03:05:30",61724,-14.44,86.2,1007.448,0.025,0,"2020-11-09 03:00:30"
"2020-11-09 03:35:30",61725,-14.86,84.5,1007.387,0.02,0,"2020-11-09 03:30:30"
"2020-11-09 04:05:30",61726,-14.72,84.4,1007.134,0.013,0,"2020-11-09 04:00:30"
"2020-11-09 04:35:30",61727,-14.73,82.1,1007.291,0.005,0,"2020-11-09 04:30:30"
"2020-11-09 05:05:30",61728,-15.19,87.1,1007.234,0.002,0,"2020-11-09 05:00:30"
"2020-11-09 05:35:30",61729,-15.08,83.3,1007.284,0.007,0,"2020-11-09 05:30:30"
"2020-11-09 06:05:30",61730,-15.15,82,1007.377,0.002,0,"2020-11-09 06:00:30"
"2020-11-09 06:35:30",61731,-15.31,83.2,1007.402,0.001,0,"2020-11-09 06:30:30"
"2020-11-09 07:05:30",61732,-15.27,81.9,1007.449,0.001,0,"2020-11-09 07:00:30"
"2020-11-09 07:35:30",61733,-15.42,81.9,1007.461,0,0,"2020-11-09 07:30:30"
"2020-11-09 08:05:30",61734,-15.3,80.1,1007.536,0,0,"2020-11-09 08:00:30"
"2020-11-09 08:35:30",61735,-15.25,80.7,1007.724,0.001,0,"2020-11-09 08:30:30"
"2020-11-09 09:05:30",61736,-16.35,80.9,1007.911,0.001,0,"2020-11-09 09:00:30"
"2020-11-09 09:35:30",61737,-16.57,83.4,1007.786,0,0,"2020-11-09 09:30:30"
"2020-11-09 10:05:30",61738,-16.87,89.1,1007.784,0.001,0,"2020-11-09 10:00:30"
"2020-11-09 10:35:30",61739,-21.51,"NAN",1007.578,0.002,0,"2020-11-09 10:30:30"
"2020-11-09 11:05:30",61740,-21.74,"NAN",1007.216,0.001,0,"2020-11-09 11:00:30"
"2020-11-09 11:35:30",61741,-26.51,"NAN",1007.151,0.002,0,"2020-11-09 11:30:30"
"2020-11-09 12:05:30",61742,-31.16,"NAN",1006.838,0.002,0,"2020-11-09 12:00:30"
"2020-11-09 12:35:30",61743,-33.22,"NAN",1006.236,0.002,0,"2020-11-09 12:30:30"
"2020-11-09 13:05:30",61744,-35.22,"NAN",1005.787,0,0,"2020-11-09 13:00:30"
"2020-11-09 13:35:30",61745,-36.13,"NAN",1005.189,0,0,"2020-11-09 13:30:30"
"2020-11-09 14:05:30",61746,-39.41,"NAN",1004.676,0,0,"2020-11-09 14:00:30"
"2020-11-09 14:35:30",61747,-40.13,"NAN",1004.271,0,0,"2020-11-09 14:30:30"
"2020-11-09 15:05:30",61748,-37.71,"NAN",1003.758,0,0,"2020-11-09 15:00:30"
"2020-11-09 15:35:30",61749,-36.77,"NAN",1003.167,0,0,"2020-11-09 15:30:30"
"2020-11-09 16:05:30",61750,-34.63,"NAN",1002.907,0,0,"2020-11-09 16:00:30"
"2020-11-09 16:35:30",61751,-35.98,"NAN",1002.776,0,0,"2020-11-09 16:30:30"
"2020-11-09 17:05:30",61752,-32.97,"NAN",1002.531,0,0,"2020-11-09 17:00:30"
"2020-11-09 17:35:30",61753,-28.81,"NAN",1002.252,0,0,"2020-11-09 17:30:30"
"2020-11-09 18:05:30",61754,-22.45,"NAN",1002.186,0,0,"2020-11-09 18:00:30"
"2020-11-09 18:35:30",61755,-23.13,"NAN",1002.305,0,0,"2020-11-09 18:30:30"
"2020-11-09 19:05:30",61756,-17.94,"NAN",1002.48,0,0,"2020-11-09 19:00:30"
"2020-11-09 19:35:30",61757,-17.11,"NAN",1002.604,0,0,"2020-11-09 19:30:30"
"2020-11-09 20:05:30",61758,-15.99,"NAN",1002.667,0,0,"2020-11-09 20:00:30"
"2020-11-09 20:35:30",61759,-15.07,"NAN",1002.478,0,0,"2020-11-09 20:30:30"
"2020-11-09 21:05:30",61760,-14.81,"NAN",1002.279,0,0,"2020-11-09 21:00:30"
"2020-11-09 21:35:30",61761,-14.16,"NAN",1002.385,0.002,0,"2020-11-09 21:30:30"
"2020-11-09 22:05:30",61762,-13.49,"NAN",1002.413,0.001,0,"2020-11-09 22:00:30"
"2020-11-09 22:35:30",61763,-13.23,"NAN",1002.411,0.007,0,"2020-11-09 22:30:30"
"2020-11-09 23:05:30",61764,-12.91,"NAN",1002.248,0.013,0,"2020-11-09 23:00:30"
"2020-11-09 23:35:30",61765,-12.83,"NAN",1002.133,0.016,0,"2020-11-09 23:30:30"
"2020-11-10 00:05:30",61766,-14,"NAN",1001.949,0.019,0,"2020-11-10 00:00:30"
"2020-11-10 00:35:30",61767,-14,"NAN",1001.593,0.02,0,"2020-11-10 00:30:30"
"2020-11-10 01:05:30",61768,-14.58,"NAN",1001.481,0.016,0,"2020-11-10 01:00:30"
"2020-11-10 01:35:30",61769,-14.74,"NAN",1001.332,0.023,0,"2020-11-10 01:30:30"
"2020-11-10 02:05:30",61770,-15.23,"NAN",1001.077,0.019,0,"2020-11-10 02:00:30"
"2020-11-10 02:35:30",61771,-15.59,97.8,1000.991,0.014,0,"2020-11-10 02:30:30"
