"TOA5","OwascoMetInternet","CR1000","60228","CR1000.Std.26","CPU:Owasco_MET.cr1","22473","WindMax"
"TIMESTAMP","RECORD","W_SpdRaw_Max","W_SpdRaw_TMx"
"TS","RN","",""
"","","Max","TMx"
"2015-10-26 09:35:30",15297,4.586,"2015-10-26 09:30:20"
"2015-10-26 10:05:30",15298,4.724,"2015-10-26 10:03:50"
"2015-10-26 10:35:30",15299,3.646,"2015-10-26 10:30:55"
"2015-10-26 11:05:30",15300,4.488,"2015-10-26 11:04:25"
"2015-10-26 11:35:30",15301,3.665,"2015-10-26 11:30:55"
"2015-10-26 12:05:30",15302,3.41,"2015-10-26 12:04:10"
"2015-10-26 12:35:30",15303,2.724,"2015-10-26 12:32:40"
"2015-10-26 13:05:30",15304,4.136,"2015-10-26 13:00:30"
"2015-10-26 13:35:30",15305,4.39,"2015-10-26 13:35:25"
"2015-10-26 14:05:30",15306,4.88,"2015-10-26 14:01:30"
"2016-04-23 14:35:30",15307,3.528,"2016-04-23 14:33:25"
"2016-04-23 15:05:30",15308,2.607,"2016-04-23 15:03:30"
"2016-04-25 17:05:30",15309,4.861,"2016-04-25 17:03:55"
"2016-04-25 17:35:30",15310,5.802,"2016-04-25 17:31:05"
"2016-04-25 18:05:30",15311,5.312,"2016-04-25 18:00:20"
"2016-04-25 18:35:30",15312,4.959,"2016-04-25 18:34:10"
"2016-04-25 19:05:30",15313,4.253,"2016-04-25 19:00:00"
"2016-04-25 19:35:30",15314,3.567,"2016-04-25 19:30:00"
"2016-04-25 20:05:30",15315,3.744,"2016-04-25 20:02:55"
"2016-04-25 20:35:30",15316,6.429,"2016-04-25 20:31:35"
"2016-04-25 21:05:30",15317,5.508,"2016-04-25 21:00:00"
"2016-04-25 21:35:30",15318,2.92,"2016-04-25 21:30:25"
"2016-04-25 22:05:30",15319,2.254,"2016-04-25 22:02:50"
"2016-04-25 22:35:30",15320,1.686,"2016-04-25 22:30:00"
"2016-04-25 23:05:30",15321,0.784,"2016-04-25 23:02:00"
"2016-04-25 23:35:30",15322,3.41,"2016-04-25 23:30:25"
"2016-04-26 00:05:30",15323,2.979,"2016-04-26 00:04:55"
"2016-04-26 00:35:30",15324,3.783,"2016-04-26 00:35:05"
"2016-04-26 01:05:30",15325,2.352,"2016-04-26 01:02:15"
"2016-04-26 01:35:30",15326,2.881,"2016-04-26 01:32:25"
"2016-04-26 02:05:30",15327,1.901,"2016-04-26 02:00:00"
"2016-04-26 02:35:30",15328,1.431,"2016-04-26 02:30:55"
"2016-04-26 03:05:30",15329,1.999,"2016-04-26 03:00:25"
"2016-04-26 03:35:30",15330,1.803,"2016-04-26 03:30:00"
"2016-04-26 04:05:30",15331,0.549,"2016-04-26 04:02:30"
"2016-04-26 04:35:30",15332,1.627,"2016-04-26 04:31:05"
"2016-04-26 05:05:30",15333,2.058,"2016-04-26 05:05:30"
"2016-04-26 05:35:30",15334,5.135,"2016-04-26 05:33:55"
"2016-04-26 06:05:30",15335,4.332,"2016-04-26 06:00:00"
"2016-04-26 06:35:30",15336,3.077,"2016-04-26 06:30:00"
"2016-04-26 07:05:30",15337,1.098,"2016-04-26 07:04:45"
"2016-04-26 07:35:30",15338,0.941,"2016-04-26 07:30:00"
"2016-04-26 08:05:30",15339,3.567,"2016-04-26 08:04:00"
"2016-04-26 08:35:30",15340,3.45,"2016-04-26 08:35:25"
"2016-04-26 09:05:30",15341,4.528,"2016-04-26 09:00:50"
"2016-04-26 09:35:30",15342,4.332,"2016-04-26 09:33:50"
"2016-04-26 10:05:30",15343,5.9,"2016-04-26 10:02:15"
"2016-04-26 10:35:30",15344,5.155,"2016-04-26 10:30:00"
"2016-04-26 11:05:30",15345,3.959,"2016-04-26 11:00:40"
"2016-04-26 11:35:30",15346,6.507,"2016-04-26 11:30:20"
"2016-04-26 12:05:30",15347,6.938,"2016-04-26 12:04:00"
"2016-04-26 12:35:30",15348,6.037,"2016-04-26 12:30:00"
"2016-04-26 13:05:30",15349,3.783,"2016-04-26 13:00:00"
"2016-04-26 13:35:30",15350,6.488,"2016-04-26 13:34:55"
"2016-04-26 14:05:30",15351,5.743,"2016-04-26 14:00:00"
"2016-04-26 14:35:30",15352,5.566,"2016-04-26 14:30:10"
"2016-04-26 15:05:30",15353,6.821,"2016-04-26 15:02:20"
"2016-04-26 15:35:30",15354,7.154,"2016-04-26 15:32:20"
"2016-04-26 16:05:30",15355,6.821,"2016-04-26 16:05:25"
"2016-04-26 16:35:30",15356,6.86,"2016-04-26 16:31:05"
"2016-04-26 17:05:30",15357,6.017,"2016-04-26 17:02:00"
"2016-04-26 17:35:30",15358,6.429,"2016-04-26 17:33:50"
"2016-04-26 18:05:30",15359,6.507,"2016-04-26 18:01:45"
"2016-04-26 18:35:30",15360,5.919,"2016-04-26 18:34:45"
"2016-04-26 19:05:30",15361,6.017,"2016-04-26 19:05:30"
"2016-04-26 19:35:30",15362,6.017,"2016-04-26 19:30:00"
"2016-04-26 20:05:30",15363,4.43,"2016-04-26 20:02:10"
"2016-04-26 20:35:30",15364,3.979,"2016-04-26 20:30:15"
"2016-04-26 21:05:30",15365,3.391,"2016-04-26 21:00:20"
"2016-04-26 21:35:30",15366,1.784,"2016-04-26 21:30:00"
"2016-04-26 22:05:30",15367,1.45,"2016-04-26 22:00:00"
"2016-04-26 22:35:30",15368,1.254,"2016-04-26 22:32:00"
"2016-04-26 23:05:30",15369,1.313,"2016-04-26 23:04:45"
"2016-04-26 23:35:30",15370,1.196,"2016-04-26 23:30:00"
"2016-04-27 00:05:30",15371,0.764,"2016-04-27 00:01:20"
"2016-04-27 00:35:30",15372,0.941,"2016-04-27 00:34:30"
"2016-04-27 01:05:30",15373,0.941,"2016-04-27 01:01:25"
"2016-04-27 01:35:30",15374,1.431,"2016-04-27 01:30:35"
"2016-04-27 02:05:30",15375,1.156,"2016-04-27 02:04:30"
"2016-04-27 02:35:30",15376,1.039,"2016-04-27 02:30:20"
"2016-04-27 03:05:30",15377,2.92,"2016-04-27 03:02:40"
"2016-04-27 03:35:30",15378,3.606,"2016-04-27 03:34:15"
"2016-04-27 04:05:30",15379,3.842,"2016-04-27 04:00:20"
"2016-04-27 04:35:30",15380,2.92,"2016-04-27 04:30:00"
"2016-04-27 05:05:30",15381,3.43,"2016-04-27 05:00:45"
"2016-04-27 05:35:30",15382,3.312,"2016-04-27 05:30:00"
"2016-04-27 06:05:30",15383,2.92,"2016-04-27 06:05:25"
"2016-04-27 06:35:30",15384,2.744,"2016-04-27 06:33:40"
"2016-04-27 07:05:30",15385,3.293,"2016-04-27 07:00:25"
"2016-04-27 07:35:30",15386,3.077,"2016-04-27 07:30:00"
"2016-04-27 08:05:30",15387,3.41,"2016-04-27 08:00:40"
"2016-04-27 08:35:30",15388,1.666,"2016-04-27 08:32:55"
"2016-04-27 09:05:30",15389,2.45,"2016-04-27 09:00:55"
"2016-04-27 09:35:30",15390,2.274,"2016-04-27 09:31:05"
"2016-04-27 10:05:30",15391,2.215,"2016-04-27 10:00:10"
"2016-04-27 10:35:30",15392,1.588,"2016-04-27 10:33:05"
"2016-04-27 11:05:30",15393,1.588,"2016-04-27 11:04:25"
"2016-04-27 11:35:30",15394,1.509,"2016-04-27 11:30:50"
"2016-04-27 12:05:30",15395,1.96,"2016-04-27 12:05:00"
"2016-04-27 12:35:30",15396,2.215,"2016-04-27 12:34:45"
"2016-04-27 13:05:30",15397,1.235,"2016-04-27 13:00:00"
"2016-04-27 13:35:30",15398,0.862,"2016-04-27 13:35:20"
"2016-04-27 14:05:30",15399,1.666,"2016-04-27 14:05:10"
"2016-04-27 14:35:30",15400,1.588,"2016-04-27 14:30:00"
"2016-04-27 15:05:30",15401,6.488,"2016-04-27 15:03:40"
"2016-04-27 15:35:30",15402,7.722,"2016-04-27 15:32:25"
"2016-04-27 16:05:30",15403,5.547,"2016-04-27 16:02:15"
"2016-04-27 16:35:30",15404,5.547,"2016-04-27 16:31:45"
"2016-04-27 17:05:30",15405,6.272,"2016-04-27 17:00:10"
"2016-04-27 17:35:30",15406,3.606,"2016-04-27 17:32:00"
"2016-04-27 18:05:30",15407,5.214,"2016-04-27 18:02:30"
"2016-04-27 18:35:30",15408,3.9,"2016-04-27 18:30:00"
"2016-04-27 19:05:30",15409,5.214,"2016-04-27 19:05:15"
"2016-04-27 19:35:30",15410,5.214,"2016-04-27 19:35:00"
"2016-04-27 20:05:30",15411,4.92,"2016-04-27 20:00:00"
"2016-04-27 20:35:30",15412,3.587,"2016-04-27 20:33:10"
"2016-04-27 21:05:30",15413,3.097,"2016-04-27 21:00:00"
"2016-04-27 21:35:30",15414,0.725,"2016-04-27 21:33:20"
"2016-04-27 22:05:30",15415,0.804,"2016-04-27 22:05:25"
"2016-04-27 22:35:30",15416,1.274,"2016-04-27 22:32:45"
"2016-04-27 23:05:30",15417,1.235,"2016-04-27 23:05:25"
"2016-04-27 23:35:30",15418,2.097,"2016-04-27 23:31:30"
"2016-04-28 00:05:30",15419,1.45,"2016-04-28 00:00:00"
"2016-04-28 00:35:30",15420,1.607,"2016-04-28 00:32:55"
"2016-04-28 01:05:30",15421,1.49,"2016-04-28 01:00:00"
"2016-04-28 01:35:30",15422,3.293,"2016-04-28 01:32:05"
"2016-04-28 02:05:30",15423,2.332,"2016-04-28 02:00:00"
"2016-04-28 02:35:30",15424,1.686,"2016-04-28 02:30:20"
"2016-04-28 03:05:30",15425,2.313,"2016-04-28 03:00:15"
"2016-04-28 03:35:30",15426,3.528,"2016-04-28 03:32:00"
"2016-04-28 04:05:30",15427,2.96,"2016-04-28 04:00:00"
"2016-04-28 04:35:30",15428,2.705,"2016-04-28 04:31:55"
"2016-04-28 05:05:30",15429,3.9,"2016-04-28 05:05:15"
"2016-04-28 05:35:30",15430,3.704,"2016-04-28 05:30:00"
"2016-04-28 06:05:30",15431,3.116,"2016-04-28 06:04:55"
"2016-04-28 06:35:30",15432,2.881,"2016-04-28 06:32:05"
"2016-04-28 07:05:30",15433,2.136,"2016-04-28 07:00:00"
"2016-04-28 07:35:30",15434,0.568,"2016-04-28 07:35:00"
"2016-04-28 08:05:30",15435,0.98,"2016-04-28 08:00:15"
"2016-04-28 08:35:30",15436,1.45,"2016-04-28 08:35:25"
"2016-04-28 09:05:30",15437,3.9,"2016-04-28 09:03:45"
"2016-04-28 09:35:30",15438,2.078,"2016-04-28 09:34:45"
"2016-04-28 10:05:30",15439,3.998,"2016-04-28 10:03:40"
"2016-04-28 10:35:30",15440,4.763,"2016-04-28 10:35:25"
"2016-04-28 11:05:30",15441,5.429,"2016-04-28 11:00:20"
"2016-04-28 11:35:30",15442,4.43,"2016-04-28 11:31:20"
"2016-04-28 12:05:30",15443,3.156,"2016-04-28 12:00:10"
"2016-04-28 12:35:30",15444,2.411,"2016-04-28 12:30:10"
"2016-04-28 13:05:30",15445,4.018,"2016-04-28 13:02:50"
"2016-04-28 13:35:30",15446,2.822,"2016-04-28 13:33:00"
"2016-04-28 14:05:30",15447,4.959,"2016-04-28 14:00:10"
"2016-04-28 14:35:30",15448,4.194,"2016-04-28 14:32:05"
"2016-04-28 15:05:30",15449,3.959,"2016-04-28 15:00:30"
"2016-04-28 15:35:30",15450,3.352,"2016-04-28 15:31:00"
"2016-04-28 16:05:30",15451,2.666,"2016-04-28 16:01:15"
"2016-04-28 16:35:30",15452,2.666,"2016-04-28 16:34:35"
"2016-04-28 17:05:30",15453,6.39,"2016-04-28 17:01:55"
"2016-04-28 17:35:30",15454,5.606,"2016-04-28 17:30:00"
"2016-04-28 18:05:30",15455,5.174,"2016-04-28 18:05:05"
"2016-04-28 18:35:30",15456,4.978,"2016-04-28 18:33:15"
"2016-04-28 19:05:30",15457,4.9,"2016-04-28 19:02:00"
"2016-04-28 19:35:30",15458,4.214,"2016-04-28 19:30:00"
"2016-04-28 20:05:30",15459,4.214,"2016-04-28 20:05:00"
"2016-04-28 20:35:30",15460,3.646,"2016-04-28 20:30:00"
"2016-04-28 21:05:30",15461,1.921,"2016-04-28 21:00:45"
"2016-04-28 21:35:30",15462,2.215,"2016-04-28 21:34:00"
"2016-04-28 22:05:30",15463,2.352,"2016-04-28 22:00:35"
