"TOA5","OwascoWinchInternet","CR1000","57852","CR1000.Std.26","CPU:Owasco.cr1","37634","SystemInternals"
"TIMESTAMP","RECORD","P_RH_Avg","P_Temp_Avg","P_Batt_Min","P_Batt_Max"
"TS","RN","","","",""
"","","Avg","Avg","Min","Max"
"2015-10-26 00:00:00",4500,47.35,11.17,12.53,12.63
"2015-10-26 01:00:00",4501,47.4,11.11,12.43,12.57
"2015-10-26 02:00:00",4502,47.31,10.81,12.52,12.58
"2015-10-26 03:00:00",4503,47.42,10.42,12.52,12.58
"2015-10-26 04:00:00",4504,47.49,10.05,12.51,12.57
"2015-10-26 05:00:00",4505,47.62,9.49,12.51,12.56
"2015-10-26 06:00:00",4506,47.72,8.91,12.5,12.56
"2015-10-26 07:00:00",4507,47.79,8.4,12.49,12.55
"2015-10-26 08:00:00",4508,47.9,7.761,12.48,12.56
"2015-10-26 09:00:00",4509,47.98,7.405,12.55,13.28
"2015-10-26 10:00:00",4510,47.42,8.48,13.26,13.51
"2015-10-26 11:00:00",4511,46.65,10.2,13.47,13.6
"2015-10-26 12:00:00",4512,46.37,11.53,13.57,13.71
"2015-10-26 13:00:00",4513,46.44,12.24,13.68,13.83
"2015-10-26 14:00:00",4514,46.24,13.15,13.79,14.04
"2016-04-23 15:00:00",4515,46.99,14.5,13.03,14.32
"2016-04-25 17:00:00",4516,48.24,14.3,13.14,14.36
"2016-04-25 18:00:00",4517,47.53,15.09,13.43,14.35
"2016-04-25 19:00:00",4518,47.93,15.57,13.23,14.36
"2016-04-25 20:00:00",4519,48.28,15.25,12.85,13.27
"2016-04-25 21:00:00",4520,48.85,14.01,12.83,12.91
"2016-04-25 22:00:00",4521,49.22,12.66,12.8,12.87
"2016-04-25 23:00:00",4522,49.29,11.87,12.79,12.86
"2016-04-26 00:00:00",4523,49.24,11.42,12.77,12.87
"2016-04-26 01:00:00",4524,49.33,11.08,12.64,12.79
"2016-04-26 09:00:00",0,49.04,9.88,12.64,12.79
"2016-04-26 10:00:00",1,49.09,9.84,12.74,12.83
"2016-04-26 11:00:00",2,49.15,9.66,12.74,12.83
"2016-04-26 12:00:00",3,49.26,9.36,12.71,12.81
"2016-04-26 13:00:00",4,49.33,9.24,12.61,13.79
"2016-04-26 14:00:00",5,48.76,9.85,13.26,13.66
"2016-04-26 15:00:00",6,48.74,10.15,13.21,13.45
"2016-04-26 16:00:00",7,49,9.73,13.12,13.24
"2016-04-26 17:00:00",8,49.36,8.91,13.07,13.22
"2016-04-26 18:00:00",9,49.5,8.33,12.88,13.1
"2016-04-26 19:00:00",10,49.6,7.859,12.83,12.92
"2016-04-26 20:00:00",11,49.69,7.448,12.75,12.86
"2016-04-26 21:00:00",12,49.73,7.154,12.67,12.78
"2016-04-26 22:00:00",13,49.73,6.917,12.59,12.73
"2016-04-26 23:00:00",14,49.92,6.325,12.64,12.71
"2016-04-27 00:00:00",15,50.22,5.456,12.63,12.73
"2016-04-27 01:00:00",16,50.43,4.918,12.5,12.66
"2016-04-27 02:00:00",17,50.38,4.439,12.62,12.68
"2016-04-27 03:00:00",18,50.44,4.055,12.61,12.67
"2016-04-27 04:00:00",19,50.44,3.953,12.59,12.66
"2016-04-27 05:00:00",20,50.27,4.115,12.58,12.65
"2016-04-27 06:00:00",21,50.19,4.191,12.59,12.65
"2016-04-27 07:00:00",22,50.2,4.199,12.58,12.73
"2016-04-27 08:00:00",23,50,4.491,12.67,12.86
"2016-04-27 09:00:00",24,49.68,5.133,12.76,13.13
"2016-04-27 10:00:00",25,49.2,6.251,13.1,13.9
"2016-04-27 11:00:00",26,48.42,8.61,13.44,14.37
"2016-04-27 12:00:00",27,47.33,12.23,13.43,14.37
"2016-04-27 13:00:00",28,46.99,15.11,13.41,14.36
"2016-04-27 14:00:00",29,47.5,16.62,13.42,14.36
"2016-04-27 15:00:00",30,47.2,18.6,13.42,14.35
"2016-04-27 16:00:00",31,46.77,21.15,13.42,14.35
"2016-04-27 17:00:00",32,47.12,22.46,13.42,14.36
"2016-04-27 18:00:00",33,47.36,23.21,13.42,14.36
"2016-04-27 19:00:00",34,47.85,23.19,13.44,13.91
"2016-04-27 20:00:00",35,48.35,21.96,12.97,13.6
"2016-04-27 21:00:00",36,49.38,18.26,12.83,13
"2016-04-27 22:00:00",37,50.21,14.16,12.85,12.94
"2016-04-27 23:00:00",38,50.76,10.94,12.84,12.91
"2016-04-28 00:00:00",39,51.01,8.78,12.81,12.91
"2016-04-28 01:00:00",40,51.06,7.733,12.65,12.81
"2016-04-28 02:00:00",41,50.7,7.11,12.76,12.83
"2016-04-28 03:00:00",42,50.55,6.633,12.74,12.81
"2016-04-28 04:00:00",43,50.47,6.193,12.73,12.79
"2016-04-28 05:00:00",44,50.4,5.777,12.71,12.78
"2016-04-28 06:00:00",45,50.41,5.35,12.69,12.76
"2016-04-28 07:00:00",46,50.41,5.012,12.68,12.92
"2016-04-28 08:00:00",47,49.99,5.708,12.85,13.3
"2016-04-28 09:00:00",48,49.03,7.909,13.26,13.75
"2016-04-28 10:00:00",49,47.65,11.59,13.43,14.35
"2016-04-28 11:00:00",50,46.89,14.88,13.42,14.36
"2016-04-28 12:00:00",51,47.16,16.29,13.43,14.36
"2016-04-28 13:00:00",52,47.22,17.55,13.41,14.35
"2016-04-28 14:00:00",53,47.47,18.26,13.42,14.36
"2016-04-28 15:00:00",54,47.2,19.26,13.41,14.36
"2016-04-28 16:00:00",55,47.47,19.78,13.42,14.36
"2016-04-28 17:00:00",56,48.11,18.9,13.43,14.36
"2016-04-28 18:00:00",57,48.41,17.64,13.14,14.36
"2016-04-28 19:00:00",58,48.93,15.67,12.97,13.17
"2016-04-28 20:00:00",59,49.29,13.81,12.88,12.99
"2016-04-28 21:00:00",60,49.44,12.45,12.84,12.91
"2016-04-28 22:00:00",61,49.46,11.51,12.82,12.89
"2016-04-28 23:00:00",62,49.44,10.85,12.8,12.87
"2016-04-29 00:00:00",63,49.38,10.42,12.78,12.88
"2016-04-29 01:00:00",64,49.29,10.16,12.73,12.84
"2016-04-29 02:00:00",65,49.22,9.93,12.76,12.82
"2016-04-29 03:00:00",66,49.22,9.71,12.74,12.81
"2016-04-29 04:00:00",67,49.23,9.43,12.73,12.79
