"TOA5","OwascoMetInternet","CR1000","60228","CR1000.Std.26","CPU:Owasco_MET.cr1","22473","WindCorrected"
"TIMESTAMP","RECORD","W_DirCorr","W_SpdRaw_WVc"
"2019-04-18 14:05:30",43503,189.9,10
"2019-04-18 14:35:30",43504,182.7,11.35
"2019-04-18 15:05:30",43505,184.9,10.8
"2019-04-18 15:35:30",43506,184.6,10.86
"2019-04-18 16:05:30",43507,202.3,8.53
"2019-04-18 16:35:30",43508,186.7,6.846
"2019-04-18 17:05:30",43509,183.1,7.261
"2019-04-18 17:35:30",43510,181.8,7.577
"2019-04-18 18:05:30",43511,185.7,7.274
"2019-04-18 18:35:30",43512,184.2,7.44
"2019-04-18 19:05:30",43513,184.3,7.678
"2019-04-18 19:35:30",43514,194.5,7.059
"2019-04-18 20:05:30",43515,189.5,7.297
"2019-04-18 20:35:30",43516,184.9,6.789
"2019-04-18 21:05:30",43517,186.3,6.367
"2019-04-18 21:35:30",43518,195.8,8.91
"2019-04-18 22:05:30",43519,193.1,9.06
"2019-04-18 22:35:30",43520,192.2,8.37
"2019-04-18 23:05:30",43521,190.8,7.933
"2019-04-18 23:35:30",43522,194.3,7.138
"2019-04-19 00:05:30",43523,191.5,8.21
"2019-04-19 00:35:30",43524,192.2,6.348
"2019-04-19 01:05:30",43525,191.1,5.794
"2019-04-19 01:35:30",43526,186.1,7.479
"2019-04-19 02:05:30",43527,187.3,7.26
"2019-04-19 02:35:30",43528,189.1,7.405
"2019-04-19 03:05:30",43529,190.5,7.155
"2019-04-19 03:35:30",43530,190.6,6.489
"2019-04-19 04:05:30",43531,197.9,5.278
"2019-04-19 04:35:30",43532,193.7,5.45
"2019-04-19 05:05:30",43533,189,6.074
"2019-04-19 05:35:30",43534,184.4,6.918
"2019-04-19 06:05:30",43535,184.3,7.054
"2019-04-19 06:35:30",43536,183,7.216
"2019-04-19 07:05:30",43537,180.3,7.46
"2019-04-19 07:35:30",43538,179.6,7.98
"2019-04-19 08:05:30",43539,185.1,7.555
"2019-04-19 08:35:30",43540,188,7.915
"2019-04-19 09:05:30",43541,187.7,7.599
"2019-04-19 09:35:30",43542,182.9,7.647
"2019-04-19 10:05:30",43543,188.3,8.13
"2019-04-19 10:35:30",43544,191.6,8.51
"2019-04-19 11:05:30",43545,188.1,7.845
"2019-04-19 11:35:30",43546,187.5,7.404
"2019-04-19 12:05:30",43547,179.5,6.422
"2019-04-19 12:35:30",43548,181,7.105
"2019-04-19 13:05:30",43549,186.4,7.069
"2019-04-19 13:35:30",43550,183.9,7.875
"2019-04-19 14:05:30",43551,184.6,7.208
"2019-04-19 14:35:30",43552,185.9,7.54
"2019-04-19 15:05:30",43553,188.4,7.849
"2019-04-19 15:35:30",43554,183.7,7.108
"2019-04-19 16:05:30",43555,192,8.44
"2019-04-19 16:35:30",43556,195.8,7.357
"2019-04-19 17:05:30",43557,192.8,5.741
"2019-04-19 17:35:30",43558,181.3,5.393
"2019-04-19 18:05:30",43559,186.1,4.293
"2019-04-19 18:35:30",43560,195.7,2.855
"2019-04-19 19:05:30",43561,25.46,0.873
"2019-04-19 19:35:30",43562,109,1.509
"2019-04-19 20:05:30",43563,9.28,4.724
"2019-04-19 20:35:30",43564,4.833,2.93
"2019-04-19 21:05:30",43565,353.7,2.398
"2019-04-19 21:35:30",43566,11.35,4.258
"2019-04-19 22:05:30",43567,340.8,1.301
"2019-04-19 22:35:30",43568,257.5,2.226
"2019-04-19 23:05:30",43569,295.6,2.541
"2019-04-19 23:35:30",43570,287.1,5.393
"2019-04-20 00:05:30",43571,282.1,2.243
"2019-04-20 00:35:30",43572,154.2,0.998
"2019-04-20 01:05:30",43573,216.8,1.883
"2019-04-20 01:35:30",43574,248.6,1.696
"2019-04-20 02:05:30",43575,223.6,1.291
"2019-04-20 02:35:30",43576,274.9,1.734
"2019-04-20 03:05:30",43577,198.8,0.863
"2019-04-20 03:35:30",43578,233.4,1.359
"2019-04-20 04:05:30",43579,244.1,1.712
"2019-04-20 04:35:30",43580,267.9,2.686
"2019-04-20 05:05:30",43581,266.3,1.968
"2019-04-20 05:35:30",43582,264.8,2.003
"2019-04-20 06:05:30",43583,281.9,1.912
"2019-04-20 06:35:30",43584,246.5,1.574
"2019-04-20 07:05:30",43585,212.5,1.054
"2019-04-20 07:35:30",43586,269.4,0.521
"2019-04-20 08:05:30",43587,186.4,0.109
"2019-04-20 08:35:30",43588,39.99,0.914
"2019-04-20 09:05:30",43589,35.39,0.957
"2019-04-20 09:35:30",43590,71.15,1.172
"2019-04-20 10:05:30",43591,15.53,1.667
"2019-04-20 10:35:30",43592,334.9,2.186
"2019-04-20 11:05:30",43593,35.3,1.376
"2019-04-20 11:35:30",43594,16.04,2
"2019-04-20 12:05:30",43595,64.42,2.201
"2019-04-20 12:35:30",43596,33.92,1.155
"2019-04-20 13:05:30",43597,29.47,3.936
"2019-04-20 13:35:30",43598,350.1,2.695
"2019-04-20 14:05:30",43599,25.8,0.89
"2019-04-20 14:35:30",43600,19.4,1.74
"2019-04-20 15:05:30",43601,46.74,2.553
"2019-04-20 15:35:30",43602,340.4,3.239
"2019-04-20 16:05:30",43603,351.6,3.852
"2019-04-20 16:35:30",43604,359.8,2.777
"2019-04-20 17:05:30",43605,13.85,2.25
"2019-04-20 17:35:30",43606,318.7,3.838
"2019-04-20 18:05:30",43607,350.7,2.761
"2019-04-20 18:35:30",43608,78.37,1.056
"2019-04-20 19:05:30",43609,262.6,1.214
"2019-04-20 19:35:30",43610,332.2,4.226
"2019-04-20 20:05:30",43611,343.8,5.198
"2019-04-20 20:35:30",43612,320.7,4.515
"2019-04-20 21:05:30",43613,328.5,4.093
"2019-04-20 21:35:30",43614,306.6,3.429
"2019-04-20 22:05:30",43615,305,0.972
"2019-04-20 22:35:30",43616,284.8,2.64
"2019-04-20 23:05:30",43617,306.7,2.154
"2019-04-20 23:35:30",43618,345.5,0.457
"2019-04-21 00:05:30",43619,145.7,0.495
"2019-04-21 00:35:30",43620,161.4,1.741
"2019-04-21 01:05:30",43621,238.1,0.236
"2019-04-21 01:35:30",43622,76.27,1.077
"2019-04-21 02:05:30",43623,317.5,0.785
"2019-04-21 02:35:30",43624,320.2,2.556
"2019-04-21 03:05:30",43625,73.37,0.561
"2019-04-21 03:35:30",43626,212.6,0.499
"2019-04-21 04:05:30",43627,213.2,0.42
"2019-04-21 04:35:30",43628,192.2,3.172
"2019-04-21 05:05:30",43629,336.8,1.22
"2019-04-21 05:35:30",43630,101.5,0.621
"2019-04-21 06:05:30",43631,358.1,1.131
"2019-04-21 06:35:30",43632,13.96,3.004
"2019-04-21 07:05:30",43633,359.4,3.724
"2019-04-21 07:35:30",43634,10.88,1.823
"2019-04-21 08:05:30",43635,0.621,1.295
"2019-04-21 08:35:30",43636,267.6,1.1
"2019-04-21 09:05:30",43637,355.7,2.291
"2019-04-21 09:35:30",43638,19.98,1.553
"2019-04-21 10:05:30",43639,357.3,0.939
"2019-04-21 10:35:30",43640,354.1,2.254
"2019-04-21 11:05:30",43641,22.29,2.481
"2019-04-21 11:35:30",43642,32.42,2.034
"2019-04-21 12:05:30",43643,37.81,2.269
"2019-04-21 12:35:30",43644,44.89,2.049
"2019-04-21 13:05:30",43645,309.2,0.217
"2019-04-21 13:35:30",43646,262.3,0.463
"2019-04-21 14:05:30",43647,338.9,2.206
"2019-04-21 14:35:30",43648,322.9,2.221
"2019-04-21 15:05:30",43649,332,2.717
"2019-04-21 15:35:30",43650,32.53,2.798
"2019-04-21 16:05:30",43651,52.66,2.188
"2019-04-21 16:35:30",43652,19.68,1.77
"2019-04-21 17:05:30",43653,14.02,3.06
"2019-04-21 17:35:30",43654,3.652,3.29
"2019-04-21 18:05:30",43655,6.169,3.722
"2019-04-21 18:35:30",43656,48.61,3.569
"2019-04-21 19:05:30",43657,357,3.396
"2019-04-21 19:35:30",43658,354.6,3.189
"2019-04-21 20:05:30",43659,353.6,2.61
"2019-04-21 20:35:30",43660,352.4,2.103
"2019-04-21 21:05:30",43661,345.9,2.061
"2019-04-21 21:35:30",43662,323.6,1.448
"2019-04-21 22:05:30",43663,81,0.275
"2019-04-21 22:35:30",43664,27.73,0.974
"2019-04-21 23:05:30",43665,31.86,0.604
"2019-04-21 23:35:30",43666,44.67,0.9
"2019-04-22 00:05:30",43667,48.72,1.634
"2019-04-22 00:35:30",43668,314.1,1.158
"2019-04-22 01:05:30",43669,358.2,0.629
"2019-04-22 01:35:30",43670,301.9,0.798
"2019-04-22 02:05:30",43671,134.4,0.02
"2019-04-22 02:35:30",43672,119.8,0.956
"2019-04-22 03:05:30",43673,18.65,0.177
"2019-04-22 03:35:30",43674,323.6,1.435
"2019-04-22 04:05:30",43675,18.27,1.913
"2019-04-22 04:35:30",43676,1.394,1.857
"2019-04-22 05:05:30",43677,55.46,0.764
"2019-04-22 05:35:30",43678,50.14,1.294
"2019-04-22 06:05:30",43679,2.268,2.581
"2019-04-22 06:35:30",43680,358.9,3.348
"2019-04-22 07:05:30",43681,0.748,2.737
"2019-04-22 07:35:30",43682,17.51,2.25
"2019-04-22 08:05:30",43683,17.13,2.153
"2019-04-22 08:35:30",43684,10.82,2.465
"2019-04-22 09:05:30",43685,354.7,2.725
"2019-04-22 09:35:30",43686,4.315,3.114
"2019-04-22 10:05:30",43687,5.104,2.556
"2019-04-22 10:35:30",43688,356.1,2.54
"2019-04-22 11:05:30",43689,7.59,2.981
"2019-04-22 11:35:30",43690,7.859,3.142
"2019-04-22 12:05:30",43691,12.98,2.904
"2019-04-22 12:35:30",43692,11.56,3.326
"2019-04-22 13:05:30",43693,2.669,2.441
"2019-04-22 13:35:30",43694,351.4,2.368
"2019-04-22 14:05:30",43695,350.1,4.016
"2019-04-22 14:35:30",43696,5.192,3.051
"2019-04-22 15:05:30",43697,314.1,3.179
"2019-04-22 15:35:30",43698,331.2,4.145
"2019-04-22 16:05:30",43699,337.3,2.893
"2019-04-22 16:35:30",43700,7.135,3.159
"2019-04-22 17:05:30",43701,6.895,3.609
"2019-04-22 17:35:30",43702,23.19,3.225
"2019-04-22 18:05:30",43703,4.376,2.98
"2019-04-22 18:35:30",43704,18.35,1.855
"2019-04-22 19:05:30",43705,348.2,0.902
"2019-04-22 19:35:30",43706,52.53,0.614
"2019-04-22 20:05:30",43707,47.99,1.214
"2019-04-22 20:35:30",43708,100.3,0.488
"2019-04-22 21:05:30",43709,249.9,0.835
"2019-04-22 21:35:30",43710,167.8,0.908
"2019-04-22 22:05:30",43711,198.4,1.106
"2019-04-22 22:35:30",43712,180.1,0.944
"2019-04-22 23:05:30",43713,172.5,1.169
"2019-04-22 23:35:30",43714,173.7,0.026
"2019-04-23 00:05:30",43715,188.5,0.74
"2019-04-23 00:35:30",43716,222.7,0.013
"2019-04-23 01:05:30",43717,202.2,0.575
"2019-04-23 01:35:30",43718,192.4,1.671
"2019-04-23 02:05:30",43719,186.8,1.675
"2019-04-23 02:35:30",43720,208.1,2.303
"2019-04-23 03:05:30",43721,185.7,2.609
"2019-04-23 03:35:30",43722,211.4,3.482
"2019-04-23 04:05:30",43723,186.1,3.07
"2019-04-23 04:35:30",43724,197.8,3.155
"2019-04-23 05:05:30",43725,210.1,3.293
"2019-04-23 05:35:30",43726,213.9,3.454
"2019-04-23 06:05:30",43727,186.7,3.721
"2019-04-23 06:35:30",43728,180.7,4.467
"2019-04-23 07:05:30",43729,193.8,4.902
"2019-04-23 07:35:30",43730,176.4,5.58
"2019-04-23 08:05:30",43731,179.9,4.739
"2019-04-23 08:35:30",43732,179.7,4.787
"2019-04-23 09:05:30",43733,191.4,5.775
"2019-04-23 09:35:30",43734,182.1,5.403
"2019-04-23 10:05:30",43735,195.8,3.995
"2019-04-23 10:35:30",43736,179.9,4.722
"2019-04-23 11:05:30",43737,198.3,3.288
"2019-04-23 11:35:30",43738,189.2,3.144
"2019-04-23 12:05:30",43739,194.2,3.137
"2019-04-23 12:35:30",43740,178.2,4.659
"2019-04-23 13:05:30",43741,206.3,3.195
"2019-04-23 13:35:30",43742,206.7,4.268
"2019-04-23 14:05:30",43743,181.7,5.008
"2019-04-23 14:35:30",43744,179.6,6.518
"2019-04-23 15:05:30",43745,181.8,5.22
"2019-04-23 15:35:30",43746,217.6,6.621
"2019-04-23 16:05:30",43747,238.9,4.981
"2019-04-23 16:35:30",43748,185.7,6.634
"2019-04-23 17:05:30",43749,201.1,5.874
"2019-04-23 17:35:30",43750,198.6,6.81
"2019-04-23 18:05:30",43751,203.7,4.246
"2019-04-23 18:35:30",43752,203.2,5.74
"2019-04-23 19:05:30",43753,201.9,7.497
"2019-04-23 19:35:30",43754,194.7,5.5
"2019-04-23 20:05:30",43755,191.8,5.459
"2019-04-23 20:35:30",43756,200.7,5.721
"2019-04-23 21:05:30",43757,205.8,4.469
"2019-04-23 21:35:30",43758,229,2.069
"2019-04-23 22:05:30",43759,311.6,6.976
"2019-04-23 22:35:30",43760,308.7,3.661
"2019-04-23 23:05:30",43761,301.9,3.841
"2019-04-23 23:35:30",43762,306.5,4.826
"2019-04-24 00:05:30",43763,311.4,5.797
"2019-04-24 00:35:30",43764,298.6,6.898
"2019-04-24 01:05:30",43765,290.4,7.191
"2019-04-24 01:35:30",43766,295.6,3.403
"2019-04-24 02:05:30",43767,300.4,4.676
"2019-04-24 02:35:30",43768,286.2,7.752
"2019-04-24 03:05:30",43769,297.1,8.56
"2019-04-24 03:35:30",43770,301.2,7.274
"2019-04-24 04:05:30",43771,273.3,5.796
"2019-04-24 04:35:30",43772,285.7,5.501
"2019-04-24 05:05:30",43773,285.7,5.978
"2019-04-24 05:35:30",43774,298.6,7.398
"2019-04-24 06:05:30",43775,299.8,6.192
"2019-04-24 06:35:30",43776,289.5,4.824
"2019-04-24 07:05:30",43777,282.1,4.989
"2019-04-24 07:35:30",43778,291.2,5.389
"2019-04-24 08:05:30",43779,285,4.926
"2019-04-24 08:35:30",43780,290,5.34
"2019-04-24 09:05:30",43781,291.1,5.591
"2019-04-24 09:35:30",43782,293,6.206
"2019-04-24 10:05:30",43783,292.9,6.222
"2019-04-24 10:35:30",43784,309.9,6.527
"2019-04-24 11:05:30",43785,312.1,6.59
"2019-04-24 11:35:30",43786,300.3,6.169
"2019-04-24 12:05:30",43787,301.6,5.93
"2019-04-24 12:35:30",43788,322.7,6.576
"2019-04-24 13:05:30",43789,326.2,5.547
"2019-04-24 13:35:30",43790,333.1,6.214
"2019-04-24 14:05:30",43791,336.2,5.424
"2019-04-24 14:35:30",43792,332.8,6.096
"2019-04-24 15:05:30",43793,339.3,5.037
"2019-04-24 15:35:30",43794,11.62,5.225
"2019-04-24 16:05:30",43795,351.3,3.643
"2019-04-24 16:35:30",43796,2.315,4.652
"2019-04-24 17:05:30",43797,358.9,3.581
"2019-04-24 17:35:30",43798,5.204,4.159
"2019-04-24 18:05:30",43799,9.03,4.741
"2019-04-24 18:35:30",43800,9.51,4.384
"2019-04-24 19:05:30",43801,4.738,3.121
"2019-04-24 19:35:30",43802,6.818,4.249
"2019-04-24 20:05:30",43803,17.03,3.724
"2019-04-24 20:35:30",43804,13.08,3.169
"2019-04-24 21:05:30",43805,11.09,2.56
"2019-04-24 21:35:30",43806,17.88,2.23
"2019-04-24 22:05:30",43807,36.38,1.043
"2019-04-24 22:35:30",43808,14.83,0.789
"2019-04-24 23:05:30",43809,259.6,0.92
"2019-04-24 23:35:30",43810,146.8,0.833
"2019-04-25 00:05:30",43811,176.8,0.868
"2019-04-25 00:35:30",43812,203.4,2.441
"2019-04-25 01:05:30",43813,210.2,2.935
"2019-04-25 01:35:30",43814,189.2,3.648
"2019-04-25 02:05:30",43815,182.2,2.371
"2019-04-25 02:35:30",43816,175.4,3.042
"2019-04-25 03:05:30",43817,192.3,3.141
"2019-04-25 03:35:30",43818,177,3.095
"2019-04-25 04:05:30",43819,194.5,5.196
"2019-04-25 04:35:30",43820,188.1,4.742
"2019-04-25 05:05:30",43821,186.4,4.996
"2019-04-25 05:35:30",43822,178.1,4.901
"2019-04-25 06:05:30",43823,188.2,5.068
"2019-04-25 06:35:30",43824,189.3,5.701
"2019-04-25 07:05:30",43825,187.3,5.513
"2019-04-25 07:35:30",43826,187.6,5.621
"2019-04-25 08:05:30",43827,198.4,5.148
"2019-04-25 08:35:30",43828,194.6,4.597
"2019-04-25 09:05:30",43829,194.5,3.505
"2019-04-25 09:35:30",43830,192.3,2.146
"2019-04-25 10:05:30",43831,189.2,1.776
"2019-04-25 10:35:30",43832,201.2,1.539
"2019-04-25 11:05:30",43833,154.1,2.289
"2019-04-25 11:35:30",43834,157,1.668
"2019-04-25 12:05:30",43835,144.3,1.396
"2019-04-25 12:35:30",43836,152,1.426
"2019-04-25 13:05:30",43837,253.4,0.04
"2019-04-25 13:35:30",43838,64.77,0.696
"2019-04-25 14:05:30",43839,36.75,1.436
"2019-04-25 14:35:30",43840,56.01,1.056
"2019-04-25 15:05:30",43841,359.5,1.271
"2019-04-25 15:35:30",43842,31.67,1.927
"2019-04-25 16:05:30",43843,6.629,1.52
"2019-04-25 16:35:30",43844,17.23,1.267
"2019-04-25 17:05:30",43845,6.302,2.569
"2019-04-25 17:35:30",43846,30.85,1.689
"2019-04-25 18:05:30",43847,305.7,0.92
"2019-04-25 18:35:30",43848,298.9,0.479
"2019-04-25 19:05:30",43849,295.2,0.019
"2019-04-25 19:35:30",43850,220.4,1.13
"2019-04-25 20:05:30",43851,193.1,0.982
"2019-04-25 20:35:30",43852,180.1,1.427
"2019-04-25 21:05:30",43853,165.5,1.296
"2019-04-25 21:35:30",43854,180,1.798
"2019-04-25 22:05:30",43855,206.9,2.831
"2019-04-25 22:35:30",43856,197.5,3.135
"2019-04-25 23:05:30",43857,189.7,3.319
"2019-04-25 23:35:30",43858,197.5,2.962
"2019-04-26 00:05:30",43859,193.6,3.498
"2019-04-26 00:35:30",43860,191.7,4.45
"2019-04-26 01:05:30",43861,190.2,6.03
"2019-04-26 01:35:30",43862,201.5,4.701
"2019-04-26 02:05:30",43863,201.6,4.856
"2019-04-26 02:35:30",43864,164.7,2.732
"2019-04-26 03:05:30",43865,180.5,2.938
"2019-04-26 03:35:30",43866,184.8,4.642
"2019-04-26 04:05:30",43867,183.8,6.195
"2019-04-26 04:35:30",43868,177,7.142
"2019-04-26 05:05:30",43869,182.3,8.59
"2019-04-26 05:35:30",43870,197.3,6.284
"2019-04-26 06:05:30",43871,185.9,6.845
"2019-04-26 06:35:30",43872,192.7,5.813
"2019-04-26 07:05:30",43873,185.8,5.54
"2019-04-26 07:35:30",43874,183.4,5.739
"2019-04-26 08:05:30",43875,178.3,7.755
"2019-04-26 08:35:30",43876,187,7.661
"2019-04-26 09:05:30",43877,180.5,8.97
"2019-04-26 09:35:30",43878,180.1,7.643
"2019-04-26 10:05:30",43879,181.5,7.46
"2019-04-26 10:35:30",43880,182,10.06
"2019-04-26 11:05:30",43881,182.5,8.91
"2019-04-26 11:35:30",43882,178.1,8.97
"2019-04-26 12:05:30",43883,182.3,9.33
"2019-04-26 12:35:30",43884,182,10.98
"2019-04-26 13:05:30",43885,187,12.4
"2019-04-26 13:35:30",43886,177.1,9.38
"2019-04-26 14:05:30",43887,176.4,9.05
"2019-04-26 14:35:30",43888,177.9,9.38
"2019-04-26 15:05:30",43889,176.2,9.43
"2019-04-26 15:35:30",43890,180.4,8.84
"2019-04-26 16:05:30",43891,178.6,6.721
"2019-04-26 16:35:30",43892,184.1,6.763
"2019-04-26 17:05:30",43893,184.4,5.021
"2019-04-26 17:35:30",43894,226.1,2.129
"2019-04-26 18:05:30",43895,293.6,10.96
"2019-04-26 18:35:30",43896,301,7.765
"2019-04-26 19:05:30",43897,294,5.504
"2019-04-26 19:35:30",43898,312,5.046
"2019-04-26 20:05:30",43899,297.8,6.972
"2019-04-26 20:35:30",43900,293.1,5.29
"2019-04-26 21:05:30",43901,280.4,5.424
"2019-04-26 21:35:30",43902,287.2,5.664
"2019-04-26 22:05:30",43903,299.8,4.925
"2019-04-26 22:35:30",43904,287.4,5.656
"2019-04-26 23:05:30",43905,298.6,4.986
"2019-04-26 23:35:30",43906,289.6,5.844
"2019-04-27 00:05:30",43907,291.4,6.022
"2019-04-27 00:35:30",43908,297.7,6.456
"2019-04-27 01:05:30",43909,286.1,7.097
"2019-04-27 01:35:30",43910,297.2,6.023
"2019-04-27 02:05:30",43911,304.4,6.558
"2019-04-27 02:35:30",43912,293,7.18
"2019-04-27 03:05:30",43913,301.8,6.047
"2019-04-27 03:35:30",43914,301.3,8.41
"2019-04-27 04:05:30",43915,283.4,6.344
"2019-04-27 04:35:30",43916,291.6,7.331
"2019-04-27 05:05:30",43917,283.2,6.859
"2019-04-27 05:35:30",43918,285.1,6.613
"2019-04-27 06:05:30",43919,292.4,6.603
"2019-04-27 06:35:30",43920,293.6,4.122
"2019-04-27 07:05:30",43921,288,8.93
"2019-04-27 07:35:30",43922,293.7,9.87
"2019-04-27 08:05:30",43923,289.6,6.673
"2019-04-27 08:35:30",43924,291.8,8.74
"2019-04-27 09:05:30",43925,296.1,8.75
"2019-04-27 09:35:30",43926,291.2,6.857
"2019-04-27 10:05:30",43927,295.1,7.183
"2019-04-27 10:35:30",43928,293.1,10.44
"2019-04-27 11:05:30",43929,297,7.754
"2019-04-27 11:35:30",43930,295.4,6.998
"2019-04-27 12:05:30",43931,297.4,6.992
"2019-04-27 12:35:30",43932,296.9,8.69
"2019-04-27 13:05:30",43933,299.5,8.42
"2019-04-27 13:35:30",43934,292.1,6.306
"2019-04-27 14:05:30",43935,309.6,6.368
"2019-04-27 14:35:30",43936,296.9,7.956
"2019-04-27 15:05:30",43937,296.2,8.7
"2019-04-27 15:35:30",43938,302.8,7.688
"2019-04-27 16:05:30",43939,306.6,5.761
"2019-04-27 16:35:30",43940,320,7.42
"2019-04-27 17:05:30",43941,299.8,7.381
"2019-04-27 17:35:30",43942,306.1,6.494
"2019-04-27 18:05:30",43943,314,6.248
"2019-04-27 18:35:30",43944,312.6,6.813
"2019-04-27 19:05:30",43945,294.7,8.44
"2019-04-27 19:35:30",43946,301.2,5.567
"2019-04-27 20:05:30",43947,304.4,5.47
"2019-04-27 20:35:30",43948,299.6,6.08
"2019-04-27 21:05:30",43949,304,5.99
"2019-04-27 21:35:30",43950,306.2,4.881
"2019-04-27 22:05:30",43951,306.9,3.33
"2019-04-27 22:35:30",43952,309.6,3.327
"2019-04-27 23:05:30",43953,315.6,3.309
"2019-04-27 23:35:30",43954,330.3,3.099
"2019-04-28 00:05:30",43955,313.4,2.947
"2019-04-28 00:35:30",43956,314.3,2.924
"2019-04-28 01:05:30",43957,278.9,1.656
"2019-04-28 01:35:30",43958,234.4,1.295
"2019-04-28 02:05:30",43959,190.5,0.357
"2019-04-28 02:35:30",43960,220.2,1.099
"2019-04-28 03:05:30",43961,193.5,2.199
"2019-04-28 03:35:30",43962,201.1,1.985
"2019-04-28 04:05:30",43963,202.2,1.411
"2019-04-28 04:35:30",43964,145.7,1.087
"2019-04-28 05:05:30",43965,174.5,1.502
"2019-04-28 05:35:30",43966,153.1,1.009
"2019-04-28 06:05:30",43967,204.6,2.674
"2019-04-28 06:35:30",43968,217.8,1.795
"2019-04-28 07:05:30",43969,164.3,1.488
"2019-04-28 07:35:30",43970,294.9,3.022
"2019-04-28 08:05:30",43971,323.4,2.197
"2019-04-28 08:35:30",43972,350,2.381
"2019-04-28 09:05:30",43973,353,2.496
"2019-04-28 09:35:30",43974,343.1,3.696
"2019-04-28 10:05:30",43975,350.8,2.879
"2019-04-28 10:35:30",43976,340.7,3.494
"2019-04-28 11:05:30",43977,347,2.514
"2019-04-28 11:35:30",43978,354.6,2.648
"2019-04-28 12:05:30",43979,347.2,1.272
"2019-04-28 12:35:30",43980,356.4,3.148
"2019-04-28 13:05:30",43981,340.3,3.321
"2019-04-28 13:35:30",43982,356.2,3.803
"2019-04-28 14:05:30",43983,358.8,4.788
"2019-04-28 14:35:30",43984,351.9,6.371
"2019-04-28 15:05:30",43985,352.8,5.474
"2019-04-28 15:35:30",43986,348.5,4.393
"2019-04-28 16:05:30",43987,343.4,5.611
"2019-04-28 16:35:30",43988,7.143,4.681
"2019-04-28 17:05:30",43989,319.1,5.556
"2019-04-28 17:35:30",43990,317.2,6.503
"2019-04-28 18:05:30",43991,347.9,6.425
"2019-04-28 18:35:30",43992,341.8,2.976
"2019-04-28 19:05:30",43993,334.6,4.442
"2019-04-28 19:35:30",43994,318.7,2.814
"2019-04-28 20:05:30",43995,279.1,0.927
"2019-04-28 20:35:30",43996,170.7,0.746
"2019-04-28 21:05:30",43997,180.9,1.23
"2019-04-28 21:35:30",43998,195.8,0.862
"2019-04-28 22:05:30",43999,194.2,3.041
"2019-04-28 22:35:30",44000,192.9,2.992
"2019-04-28 23:05:30",44001,161.9,1.822
"2019-04-28 23:35:30",44002,167.6,1.124
"2019-04-29 00:05:30",44003,198.7,2.882
"2019-04-29 00:35:30",44004,184.8,2.009
"2019-04-29 01:05:30",44005,201.4,2.626
"2019-04-29 01:35:30",44006,184.4,3.061
